Player,Pos,Team,Season
Vernon Maxwell,SG,SAS,1989
Ed Pinckney,PF,2TM,1989
Ed Pinckney,PF,SAC,1989
Ed Pinckney,PF,BOS,1989
Ledell Eackles,SG,WSB,1989
Joe Barry Carroll,C,NJN,1989
Frank Brickowski,C,SAS,1989
Rod Higgins,PF,GSW,1989
Rodney McCray,SF,SAC,1989
Billy Thompson,SF,MIA,1989
Rony Seikaly,C,MIA,1989
Gary Grant,PG,LAC,1989
Jay Humphries,PG,MIL,1989
Lester Conner,PG,NJN,1989
Kurt Rambis,PF,CHH,1989
Detlef Schrempf,PF,2TM,1989
Detlef Schrempf,PF,DAL,1989
Detlef Schrempf,PF,IND,1989
Michael Cage,PF,SEA,1989
Maurice Cheeks,PG,PHI,1989
Terry Catledge,PF,WSB,1989
Paul Pressey,SG,MIL,1989
Otis Smith,SG,GSW,1989
Dennis Hopson,SG,NJN,1989
John Battle,SG,ATL,1989
Herb Williams,C,2TM,1989
Herb Williams,C,IND,1989
Herb Williams,C,DAL,1989
Mike Sanders,SF,CLE,1989
Sidney Moncrief,PG,MIL,1989
Derrick Chievous,SF,HOU,1989
Kareem Abdul-Jabbar,C,LAL,1989
Mychal Thompson,C,LAL,1989
Dennis Rodman,SF,DET,1989
Cliff Levingston,PF,ATL,1989
Dennis Johnson,PG,BOS,1989
Steve Johnson,C,POR,1989
Rod Strickland,PG,NYK,1989
Orlando Woolridge,SF,LAL,1989
Darrell Walker,PG,WSB,1989
Jon Sundvold,SG,MIA,1989
Ricky Berry,SG,SAC,1989
Brian Shaw,SG,BOS,1989
Trent Tucker,SG,NYK,1989
Jim Petersen,C,SAC,1989
Alton Lister,C,SEA,1989
Sam Vincent,PG,CHI,1989
Buck Johnson,SF,HOU,1989
Reggie Williams,SF,LAC,1989
Tyrone Corbin,SF,PHO,1989
Walter Berry,PF,2TM,1989
Walter Berry,PF,NJN,1989
Walter Berry,PF,HOU,1989
Craig Ehlo,SG,CLE,1989
Mark West,C,PHO,1989
Michael Cooper,SG,LAL,1989
Blair Rasmussen,C,DEN,1989
Antoine Carr,PF,ATL,1989
Dell Curry,SG,CHH,1989
Vinny Del Negro,SG,SAC,1989
Derek Smith,SG,2TM,1989
Derek Smith,SG,SAC,1989
Derek Smith,SG,PHI,1989
John Paxson,PG,CHI,1989
James Edwards,C,DET,1989
Michael Holton,PG,CHH,1989
Brad Sellers,PF,CHI,1989
Scott Skiles,PG,IND,1989
Sedale Threatt,PG,SEA,1989
Steve Colter,PG,WSB,1989
Earl Cureton,C,CHH,1989
Nate McMillan,PG,SEA,1989
Craig Hodges,SG,2TM,1989
Craig Hodges,SG,PHO,1989
Craig Hodges,SG,CHI,1989
Rick Mahorn,PF,DET,1989
Wayne Cooper,C,DEN,1989
Sidney Green,PF,NYK,1989
Mark Eaton,C,UTA,1989
Darwin Cook,SG,2TM,1989
Darwin Cook,SG,SAS,1989
Darwin Cook,SG,DEN,1989
Brad Lohaus,PF,2TM,1989
Brad Lohaus,PF,BOS,1989
Brad Lohaus,PF,SAC,1989
John Bagley,PG,NJN,1989
Dave Hoppen,C,CHH,1989
Kiki Vandeweghe,PF,2TM,1989
Kiki Vandeweghe,PF,POR,1989
Kiki Vandeweghe,PF,NYK,1989
Mark Alarie,PF,WSB,1989
Adrian Branch,SF,POR,1989
Brad Davis,PG,DAL,1989
Jim Paxson,PG,BOS,1989
Tim Kempton,PF,CHH,1989
Joe Kleine,C,2TM,1989
Joe Kleine,C,SAC,1989
Joe Kleine,C,BOS,1989
Purvis Short,SF,HOU,1989
James Donaldson,C,DAL,1989
Dave Corzine,C,CHI,1989
Dan Majerle,SG,PHO,1989
John Salley,PF,DET,1989
Pat Cummings,PF,MIA,1989
Dave Greenwood,PF,2TM,1989
Dave Greenwood,PF,SAS,1989
Dave Greenwood,PF,DEN,1989
Larry Smith,PF,GSW,1989
Johnny Dawkins,PG,SAS,1989
Tom Garrick,SG,LAC,1989
Sylvester Gray,SF,MIA,1989
Dallas Comegys,PF,SAS,1989
Danny Manning,PF,LAC,1989
Scott Brooks,PG,PHI,1989
Jerry Reynolds,SG,SEA,1989
Gerald Henderson,PG,PHI,1989
Tim McCormick,C,HOU,1989
Muggsy Bogues,PG,CHH,1989
Kenny Walker,SF,NYK,1989
Fred Roberts,PF,MIL,1989
Pearl Washington,PG,MIA,1989
Harvey Grant,PF,WSB,1989
Ralph Sampson,C,GSW,1989
Tony Campbell,SF,LAL,1989
Scott Hastings,C,MIA,1989
Terry Tyler,SF,DAL,1989
Joe Wolf,C,LAC,1989
John Long,SG,2TM,1989
John Long,SG,IND,1989
John Long,SG,DET,1989
Richard Anderson,PF,POR,1989
Darnell Valentine,SG,CLE,1989
Steve Alford,PG,2TM,1989
Steve Alford,PG,DAL,1989
Steve Alford,PG,GSW,1989
Norm Nixon,PG,LAC,1989
Russ Schoene,PF,SEA,1989
John Shasky,C,MIA,1989
Jon Koncak,C,ATL,1989
Bob Hansen,SG,UTA,1989
Elston Turner,SF,DEN,1989
Roy Tarpley,PF,DAL,1989
Albert King,SF,SAS,1989
Eric Leckner,C,UTA,1989
Spud Webb,PG,ATL,1989
Manute Bol,C,GSW,1989
John Lucas,PG,SEA,1989
Mike Brown,C,UTA,1989
Bill Wennington,C,DAL,1989
Danny Young,PG,POR,1989
Ben Coleman,PF,PHI,1989
Frank Johnson,PG,HOU,1989
Randy Wittman,SF,2TM,1989
Randy Wittman,SF,SAC,1989
Randy Wittman,SF,IND,1989
Rickey Green,PG,2TM,1989
Rickey Green,PG,CHH,1989
Rickey Green,PG,MIL,1989
Eddie Lee Wilkins,C,NYK,1989
Dave Feitl,C,WSB,1989
Mark Bryant,PF,POR,1989
Keith Lee,PF,NJN,1989
Jerome Lane,PF,DEN,1989
Tim Perry,C,PHO,1989
Jay Vincent,SF,2TM,1989
Jay Vincent,SF,DEN,1989
Jay Vincent,SF,SAS,1989
Chris Welp,C,PHI,1989
Shelton Jones,SF,3TM,1989
Shelton Jones,SF,SAS,1989
Shelton Jones,SF,GSW,1989
Shelton Jones,SF,PHI,1989
Olden Polynice,C,SEA,1989
Brian Rowsom,PF,CHH,1989
Kelvin Upshaw,SG,2TM,1989
Kelvin Upshaw,SG,MIA,1989
Kelvin Upshaw,SG,BOS,1989
Cliff Robinson,SF,PHI,1989
Kevin Williams,SG,2TM,1989
Kevin Williams,SG,NJN,1989
Kevin Williams,SG,LAC,1989
Michael Anderson,PG,SAS,1989
Caldwell Jones,PF,POR,1989
Bill Hanzlik,PF,DEN,1989
Randy Breuer,C,MIL,1989
Mike Smrek,PF,SAS,1989
Stuart Gray,C,IND,1989
Kevin Gamble,SF,BOS,1989
Charles Shackleford,C,NJN,1989
Charles Davis,SF,CHI,1989
Chris Dudley,C,CLE,1989
Scott Roth,SF,2TM,1989
Scott Roth,SF,UTA,1989
Scott Roth,SF,SAS,1989
Marc Iavaroni,PF,UTA,1989
Allen Leavell,SG,HOU,1989
Ron Grandison,PF,BOS,1989
Jerome Whitehead,C,2TM,1989
Jerome Whitehead,C,GSW,1989
Jerome Whitehead,C,SAS,1989
Sam Bowie,C,POR,1989
Randolph Keys,SF,CLE,1989
Paul Mokeski,C,MIL,1989
Andrew Lang,C,PHO,1989
Eric White,SF,2TM,1989
Eric White,SF,UTA,1989
Eric White,SF,LAC,1989
Anthony Bowie,SG,SAS,1989
Jim Farmer,SG,UTA,1989
Anthony Frederick,SF,IND,1989
Calvin Natt,SF,2TM,1989
Calvin Natt,SF,DEN,1989
Calvin Natt,SF,SAS,1989
Greg Kite,C,2TM,1989
Greg Kite,C,LAC,1989
Greg Kite,C,CHH,1989
John Starks,SG,GSW,1989
Anthony Taylor,PG,MIA,1989
José Ortiz,PF,UTA,1989
Jim Les,PG,UTA,1989
Mark Acres,C,BOS,1989
David Wingate,SG,PHI,1989
Charles Jones,C,WSB,1989
Ralph Lewis,SF,CHH,1989
Tree Rollins,C,CLE,1989
David Rivers,PG,LAL,1989
Greg Dreiling,C,IND,1989
Bill Jones,PF,NJN,1989
Tony Brown,SF,2TM,1989
Tony Brown,SG,HOU,1989
Tony Brown,SF,MIL,1989
Bob Thornton,PF,PHI,1989
Micheal Williams,PG,DET,1989
Mark Davis,SF,2TM,1989
Mark Davis,SF,PHO,1989
Mark Davis,SF,MIL,1989
Todd Mitchell,SF,2TM,1989
Todd Mitchell,SF,MIA,1989
Todd Mitchell,SF,SAS,1989
Larry Bird,SF,BOS,1989
Craig Neal,PG,2TM,1989
Craig Neal,PG,POR,1989
Craig Neal,PG,MIA,1989
Mark McNamara,C,LAL,1989
Morlon Wiley,PG,DAL,1989
Jack Haley,PF,CHI,1989
Charles Jones,PF,WSB,1989
Tellis Frank,PF,GSW,1989
Grant Gondrezick,SG,LAC,1989
Clinton Wheeler,PG,2TM,1989
Clinton Wheeler,PG,MIA,1989
Clinton Wheeler,PG,POR,1989
Brook Steppe,PG,POR,1989
Ray Tolbert,PF,ATL,1989
Jerry Sichting,PG,POR,1989
Duane Ferrell,SF,ATL,1989
Pete Myers,SG,2TM,1989
Pete Myers,SG,PHI,1989
Pete Myers,SG,NYK,1989
Jeff Grayer,SG,MIL,1989
Anthony Jones,SG,2TM,1989
Anthony Jones,SG,CHI,1989
Anthony Jones,SG,DAL,1989
Ken Bannister,PF,LAC,1989
Phil Hubbard,SF,CLE,1989
Dudley Bradley,SG,ATL,1989
Eddie Hughes,PG,DEN,1989
Uwe Blab,C,DAL,1989
Avery Johnson,PG,SEA,1989
Corey Gaines,SG,NJN,1989
Will Perdue,C,CHI,1989
Chuck Nevitt,C,HOU,1989
Everette Stephens,PG,IND,1989
Bernard Thompson,PF,HOU,1989
Jeff Lamp,SF,LAL,1989
Greg Butler,C,NYK,1989
Steve Kerr,PG,PHO,1989
Tito Horford,C,MIL,1989
Ramón Rivas,C,BOS,1989
Tom Tolbert,SF,CHH,1989
Otis Birdsong,SG,BOS,1989
Fennis Dembo,SF,DET,1989
Ben McDonald,PF,GSW,1989
Ennis Whatley,PG,LAC,1989
Dave Popson,PF,2TM,1989
Dave Popson,PF,LAC,1989
Dave Popson,PF,MIA,1989
T.R. Dunn,SG,PHO,1989
Bart Kofoed,SG,UTA,1989
Rob Lock,PF,LAC,1989
Ed Nealy,PF,2TM,1989
Ed Nealy,PF,CHI,1989
Ed Nealy,PF,PHO,1989
Wayne Engelstad,PF,DEN,1989
Darryl Dawkins,C,DET,1989
Ben Gillery,C,SAC,1989
Sidney Lowe,SG,CHH,1989
Dominic Pressley,PG,2TM,1989
Dominic Pressley,PG,WSB,1989
Dominic Pressley,PG,CHI,1989
Pétur Guðmundsson,C,SAS,1989
Michael Jackson,PG,SAC,1989
Randy Allen,SG,SAC,1989
Rolando Ferreira,C,POR,1989
Orlando Graham,PF,GSW,1989
Pace Mannion,SF,2TM,1989
Pace Mannion,SF,DET,1989
Pace Mannion,SF,ATL,1989
Jim Rowinski,PF,2TM,1989
Jim Rowinski,PF,DET,1989
Jim Rowinski,C,PHI,1989
Greg Ballard,SF,SEA,1989
Ron Cavenall,C,NJN,1989
Richard Morton,PG,IND,1989
Andre Turner,PG,MIL,1989
Steve Harris,SG,DET,1989
John Stroeder,PF,2TM,1989
John Stroeder,PF,SAS,1989
John Stroeder,PF,GSW,1989
Mike Dunleavy,PG,MIL,1989
Keith Smart,PG,SAS,1989
Sedric Toney,PG,IND,1989
Kenny Gattison,PF,PHO,1989
Mike Champion,SF,SEA,1989
Winston Crite,SF,PHO,1989
Rob Rose,SG,LAC,1989
Barry Sumpter,PF,LAC,1989
David Wood,PF,CHI,1989
League Average,,,1989
