Player,Pos,Team,Season
Montrezl Harrell,C,HOU,2017
Matt Barnes,SF,2TM,2017
Matt Barnes,SF,SAC,2017
Matt Barnes,SF,GSW,2017
Jeremy Lin,PG,BRK,2017
Andre Roberson,SF,OKC,2017
Amir Johnson,PF,BOS,2017
Manu Ginóbili,SG,SAS,2017
Dwight Powell,C,DAL,2017
Arron Afflalo,SG,SAC,2017
Jaylen Brown,SF,BOS,2017
Garrett Temple,SG,SAC,2017
Sam Dekker,PF,HOU,2017
Kelly Oubre Jr.,SF,WAS,2017
Danny Green,SG,SAS,2017
Rodney McGruder,SG,MIA,2017
Kyle O'Quinn,C,NYK,2017
Ben McLemore,SG,SAC,2017
Luc Mbah a Moute,SF,LAC,2017
Bismack Biyombo,C,ORL,2017
Jonathon Simmons,SG,SAS,2017
Domantas Sabonis,PF,OKC,2017
Derrick Favors,PF,UTA,2017
JaVale McGee,C,GSW,2017
Kosta Koufos,C,SAC,2017
Caris LeVert,SF,BRK,2017
Tim Frazier,PG,NOP,2017
Yogi Ferrell,PG,2TM,2017
Yogi Ferrell,PG,BRK,2017
Yogi Ferrell,PG,DAL,2017
Anthony Tolliver,PF,SAC,2017
Mirza Teletović,PF,MIL,2017
Larry Nance Jr.,PF,LAL,2017
Richard Jefferson,SF,CLE,2017
Timothé Luwawu-Cabarrot,SF,PHI,2017
Patrick Patterson,PF,TOR,2017
Nerlens Noel,C,2TM,2017
Nerlens Noel,C,PHI,2017
Nerlens Noel,C,DAL,2017
Thabo Sefolosha,SF,ATL,2017
Tyler Ulis,PG,PHO,2017
Justin Hamilton,C,BRK,2017
Trey Lyles,PF,UTA,2017
Devin Harris,PG,DAL,2017
Bobby Portis,PF,CHI,2017
Jerami Grant,PF,2TM,2017
Jerami Grant,PF,PHI,2017
Jerami Grant,PF,OKC,2017
Dante Cunningham,PF,NOP,2017
Mike Muscala,C,ATL,2017
Jared Dudley,PF,PHO,2017
Spencer Dinwiddie,PG,BRK,2017
Shelvin Mack,PG,UTA,2017
James Ennis III,SF,MEM,2017
Joe Harris,SG,BRK,2017
Khris Middleton,SF,MIL,2017
Zaza Pachulia,C,GSW,2017
Luol Deng,SF,LAL,2017
Andrew Harrison,PG,MEM,2017
Mindaugas Kuzminskas,SF,NYK,2017
Jason Smith,C,WAS,2017
Leandro Barbosa,SG,PHO,2017
Glenn Robinson III,SF,IND,2017
Danté Exum,PG,UTA,2017
Tyreke Evans,SF,2TM,2017
Tyreke Evans,SF,NOP,2017
Tyreke Evans,SF,SAC,2017
Terry Rozier,PG,BOS,2017
Álex Abrines,SG,OKC,2017
Nemanja Bjelica,PF,MIN,2017
Meyers Leonard,PF,POR,2017
Timofey Mozgov,C,LAL,2017
Tyson Chandler,C,PHO,2017
John Henson,C,MIL,2017
Malcolm Delaney,PG,ATL,2017
Shaun Livingston,PG,GSW,2017
Dewayne Dedmon,C,SAS,2017
Tarik Black,C,LAL,2017
J.J. Barea,PG,DAL,2017
Joffrey Lauvergne,C,2TM,2017
Joffrey Lauvergne,PF,OKC,2017
Joffrey Lauvergne,C,CHI,2017
Willie Reed,C,MIA,2017
Corey Brewer,SF,2TM,2017
Corey Brewer,SF,HOU,2017
Corey Brewer,SF,LAL,2017
Jerian Grant,PG,CHI,2017
Aron Baynes,C,DET,2017
Randy Foye,SG,BRK,2017
J.R. Smith,SG,CLE,2017
Dorian Finney-Smith,PF,DAL,2017
Alan Williams,C,PHO,2017
Stanley Johnson,SF,DET,2017
Boris Diaw,PF,UTA,2017
Spencer Hawes,PF,2TM,2017
Spencer Hawes,PF,CHO,2017
Spencer Hawes,PF,MIL,2017
Taurean Prince,SF,ATL,2017
Jodie Meeks,SG,ORL,2017
Noah Vonleh,PF,POR,2017
Luke Babbitt,SF,MIA,2017
Aaron Brooks,PG,IND,2017
Mario Hezonja,SF,ORL,2017
Cristiano Felício,C,CHI,2017
David West,C,GSW,2017
Ramon Sessions,PG,CHO,2017
Jason Terry,SG,MIL,2017
Juancho Hernangómez,PF,DEN,2017
Derrick Williams,PF,2TM,2017
Derrick Williams,PF,MIA,2017
Derrick Williams,PF,CLE,2017
Dāvis Bertāns,PF,SAS,2017
Jonas Jerebko,PF,BOS,2017
Michael Carter-Williams,PG,CHI,2017
Kris Dunn,PG,MIN,2017
Brandon Bass,PF,LAC,2017
Denzel Valentine,SG,CHI,2017
Skal Labissière,PF,SAC,2017
Trey Burke,PG,WAS,2017
Ivica Zubac,C,LAL,2017
Alec Burks,SG,UTA,2017
Patrick McCaw,SG,GSW,2017
Rodney Stuckey,PG,IND,2017
C.J. Watson,PG,ORL,2017
Lance Thomas,PF,NYK,2017
Mike Dunleavy,SF,2TM,2017
Mike Dunleavy,SF,CLE,2017
Mike Dunleavy,SF,ATL,2017
Anthony Morrow,SG,2TM,2017
Anthony Morrow,SG,OKC,2017
Anthony Morrow,SG,CHI,2017
Jordan Crawford,SG,NOP,2017
Darrell Arthur,PF,DEN,2017
Gerald Green,SF,BOS,2017
Kris Humphries,PF,ATL,2017
Lucas Nogueira,C,TOR,2017
Kyle Anderson,SF,SAS,2017
Thomas Robinson,PF,LAL,2017
Paul Zipser,SF,CHI,2017
Joakim Noah,C,NYK,2017
Kevin Séraphin,PF,IND,2017
Pascal Siakam,PF,TOR,2017
Tyler Ennis,PG,2TM,2017
Tyler Ennis,PG,HOU,2017
Tyler Ennis,PG,LAL,2017
Beno Udrih,PG,DET,2017
Thon Maker,C,MIL,2017
Quincy Acy,PF,2TM,2017
Quincy Acy,PF,DAL,2017
Quincy Acy,PF,BRK,2017
Roy Hibbert,C,2TM,2017
Roy Hibbert,C,CHO,2017
Roy Hibbert,C,DEN,2017
Marcus Thornton,SG,WAS,2017
Shabazz Napier,PG,POR,2017
Ron Baker,SG,NYK,2017
Salah Mejri,C,DAL,2017
Chandler Parsons,SF,MEM,2017
Tyus Jones,PG,MIN,2017
Alexis Ajinça,C,NOP,2017
K.J. McDaniels,SF,2TM,2017
K.J. McDaniels,SF,HOU,2017
K.J. McDaniels,SF,BRK,2017
Hollis Thompson,SG,2TM,2017
Hollis Thompson,SG,PHI,2017
Hollis Thompson,SG,NOP,2017
Ed Davis,PF,POR,2017
Brandon Rush,SG,MIN,2017
Justise Winslow,SF,MIA,2017
Boban Marjanović,C,DET,2017
Brandan Wright,PF,MEM,2017
Wesley Johnson,SF,LAC,2017
Omri Casspi,PF,3TM,2017
Omri Casspi,PF,SAC,2017
Omri Casspi,PF,NOP,2017
Omri Casspi,PF,MIN,2017
Troy Williams,SF,2TM,2017
Troy Williams,SF,MEM,2017
Troy Williams,SF,HOU,2017
Luis Scola,PF,BRK,2017
Semaj Christon,PG,OKC,2017
Isaiah Canaan,SG,CHI,2017
Tyler Zeller,C,BOS,2017
Lavoy Allen,PF,IND,2017
Ian Mahinmi,C,WAS,2017
Derrick Jones Jr.,SF,PHO,2017
Kay Felder,PG,CLE,2017
Jarell Martin,PF,MEM,2017
Jakob Poeltl,C,TOR,2017
Jordan McRae,SG,CLE,2017
Cameron Payne,PG,2TM,2017
Cameron Payne,PG,OKC,2017
Cameron Payne,PG,CHI,2017
Tomáš Satoranský,SG,WAS,2017
DeAndre Liggins,SG,2TM,2017
DeAndre Liggins,SG,CLE,2017
DeAndre Liggins,SG,DAL,2017
Nicolás Brussino,SG,DAL,2017
Donatas Motiejūnas,PF,NOP,2017
Delon Wright,PG,TOR,2017
Shawn Long,C,PHI,2017
James Michael McAdoo,PF,GSW,2017
Dragan Bender,PF,PHO,2017
Jeff Withey,C,UTA,2017
Brian Roberts,PG,CHO,2017
Rashad Vaughn,SG,MIL,2017
Reggie Bullock,SF,DET,2017
José Calderón,PG,2TM,2017
José Calderón,PG,LAL,2017
José Calderón,PG,ATL,2017
Chasson Randle,PG,2TM,2017
Chasson Randle,PG,PHI,2017
Chasson Randle,PG,NYK,2017
Kevon Looney,C,GSW,2017
James Jones,SF,CLE,2017
Dejounte Murray,PG,SAS,2017
Darrun Hilliard,SG,DET,2017
Georgios Papagiannis,C,SAC,2017
Sasha Vujačić,SG,NYK,2017
Lance Stephenson,SG,3TM,2017
Lance Stephenson,SG,NOP,2017
Lance Stephenson,SG,MIN,2017
Lance Stephenson,SG,IND,2017
David Nwaba,SG,LAL,2017
Toney Douglas,PG,MEM,2017
Anthony Bennett,PF,BRK,2017
Miles Plumlee,C,2TM,2017
Miles Plumlee,C,MIL,2017
Miles Plumlee,C,CHO,2017
Archie Goodwin,SG,2TM,2017
Archie Goodwin,SG,NOP,2017
Archie Goodwin,SG,BRK,2017
Josh McRoberts,PF,MIA,2017
Fred VanVleet,PG,TOR,2017
Wade Baldwin,PG,MEM,2017
Jonathan Gibson,PG,DAL,2017
Cole Aldrich,C,MIN,2017
DeAndre' Bembry,SF,ATL,2017
Raul Neto,PG,UTA,2017
Andrew Nicholson,PF,2TM,2017
Andrew Nicholson,PF,WAS,2017
Andrew Nicholson,PF,BRK,2017
Pat Connaughton,SG,POR,2017
Maurice Ndour,PF,NYK,2017
Okaro White,PF,MIA,2017
Bryn Forbes,SG,SAS,2017
Sheldon Mac,SG,WAS,2017
Kyle Singler,SF,OKC,2017
Cheick Diallo,PF,NOP,2017
Alan Anderson,SF,LAC,2017
Ömer Aşık,C,NOP,2017
Malik Beasley,SG,DEN,2017
Damjan Rudež,SF,ORL,2017
Paul Pierce,SF,LAC,2017
Andrew Bogut,C,2TM,2017
Andrew Bogut,C,DAL,2017
Andrew Bogut,C,CLE,2017
Malachi Richardson,SG,SAC,2017
Quinn Cook,PG,2TM,2017
Quinn Cook,PG,DAL,2017
Quinn Cook,PG,NOP,2017
Jake Layman,SF,POR,2017
Wayne Selden,SG,2TM,2017
Wayne Selden,SG,NOP,2017
Wayne Selden,SG,MEM,2017
James Young,SG,BOS,2017
Joe Young,PG,IND,2017
Alex Poythress,PF,PHI,2017
Marcelo Huertas,PG,LAL,2017
Adreian Payne,PF,MIN,2017
Bobby Brown,PG,HOU,2017
Briante Weber,PG,2TM,2017
Briante Weber,PG,GSW,2017
Briante Weber,PG,CHO,2017
Henry Ellenson,PF,DET,2017
Rakeem Christmas,PF,IND,2017
Nicolás Laprovíttola,PG,SAS,2017
Deyonta Davis,C,MEM,2017
Treveon Graham,SG,CHO,2017
Metta World Peace,SF,LAL,2017
A.J. Hammons,C,DAL,2017
Mike Scott,PF,ATL,2017
Norris Cole,PG,OKC,2017
Anthony Brown,SF,2TM,2017
Anthony Brown,SF,NOP,2017
Anthony Brown,SF,ORL,2017
Marshall Plumlee,C,NYK,2017
Jarrod Uthoff,PF,DAL,2017
Tiago Splitter,C,PHI,2017
Jordan Mickey,PF,BOS,2017
Johnny O'Bryant,PF,2TM,2017
Johnny O'Bryant,PF,DEN,2017
Johnny O'Bryant,PF,CHO,2017
Jared Sullinger,PF,TOR,2017
Chris McCullough,PF,2TM,2017
Chris McCullough,PF,BRK,2017
Chris McCullough,PF,WAS,2017
Pierre Jackson,PG,DAL,2017
Christian Wood,PF,CHO,2017
Jerryd Bayless,PG,PHI,2017
Nick Collison,PF,OKC,2017
Udonis Haslem,C,MIA,2017
Tim Quarterman,SG,POR,2017
Chris Andersen,C,CLE,2017
Mike Miller,SF,DEN,2017
Reggie Williams,SF,NOP,2017
Joel Anthony,C,SAS,2017
Ryan Kelly,PF,ATL,2017
Jarell Eddie,SF,PHO,2017
Daniel Ochefu,C,WAS,2017
Stephen Zimmerman,C,ORL,2017
Joel Bolomboy,PF,UTA,2017
Georges Niang,PF,IND,2017
C.J. Wilcox,SG,ORL,2017
Gary Payton II,PG,MIL,2017
Damian Jones,C,GSW,2017
Anderson Varejão,C,GSW,2017
Bruno Caboclo,SF,TOR,2017
Marcus Georges-Hunt,SG,ORL,2017
Josh Huestis,PF,OKC,2017
Chinanu Onuaku,C,HOU,2017
Ronnie Price,PG,PHO,2017
Kyle Wiltjer,PF,HOU,2017
Jordan Farmar,PG,SAC,2017
Justin Harper,PF,PHI,2017
Jordan Hill,C,MIN,2017
Alonzo Gee,SF,DEN,2017
Axel Toupane,SF,2TM,2017
Axel Toupane,SF,MIL,2017
Axel Toupane,SF,NOP,2017
Demetrius Jackson,PG,BOS,2017
Diamond Stone,C,LAC,2017
Dahntay Jones,SF,CLE,2017
Lamar Patterson,SG,ATL,2017
Manny Harris,SG,DAL,2017
Edy Tavares,C,2TM,2017
Edy Tavares,C,ATL,2017
Edy Tavares,C,CLE,2017
John Jenkins,SG,PHO,2017
Greivis Vásquez,PG,BRK,2017
Jarrett Jack,PG,NOP,2017
Steve Novak,PF,MIL,2017
Michael Gbinije,SG,DET,2017
Brice Johnson,PF,LAC,2017
Gary Neal,SG,ATL,2017
Arinze Onuaku,C,ORL,2017
Larry Sanders,C,CLE,2017
Elijah Millsap,SG,PHO,2017
Jarnell Stokes,C,DEN,2017
Isaiah Taylor,PG,HOU,2017
John Lucas III,PG,MIN,2017
Mike Tobey,C,CHO,2017
Aaron Harrison,SG,CHO,2017
Ben Bentil,PF,DAL,2017
Patricio Garino,SG,ORL,2017
Danuel House Jr.,SG,WAS,2017
R.J. Hunter,SG,CHI,2017
League Average,,,2017
