Player,Pos,Team,Season
Nikola Vučević,C,ORL,2018
Willie Cauley-Stein,C,SAC,2018
Al Horford,C,BOS,2018
DeAndre Jordan,C,LAC,2018
Dirk Nowitzki,C,DAL,2018
Austin Rivers,SG,LAC,2018
Bogdan Bogdanović,SG,SAC,2018
Courtney Lee,SG,NYK,2018
Terry Rozier,PG,BOS,2018
Dillon Brooks,SF,MEM,2018
Ish Smith,PG,DET,2018
Rodney Hood,SG,2TM,2018
Rodney Hood,SG,UTA,2018
Rodney Hood,SG,CLE,2018
Justin Holiday,SG,CHI,2018
Frank Kaminsky,PF,CHO,2018
Kelly Olynyk,PF,MIA,2018
Wayne Ellington,SG,MIA,2018
Domantas Sabonis,C,IND,2018
Nikola Mirotić,PF,2TM,2018
Nikola Mirotić,PF,CHI,2018
Nikola Mirotić,PF,NOP,2018
Caris LeVert,SF,BRK,2018
Zach Randolph,PF,SAC,2018
Darren Collison,PG,IND,2018
Jeff Green,PF,CLE,2018
Joe Harris,SG,BRK,2018
De'Aaron Fox,PG,SAC,2018
Tyler Johnson,PG,MIA,2018
Markieff Morris,PF,WAS,2018
Yogi Ferrell,SG,DAL,2018
Kent Bazemore,SG,ATL,2018
Montrezl Harrell,C,LAC,2018
Myles Turner,C,IND,2018
Jamal Crawford,SG,MIN,2018
Patty Mills,PG,SAS,2018
Wesley Matthews,SF,DAL,2018
J.J. Barea,PG,DAL,2018
John Wall,PG,WAS,2018
Elfrid Payton,PG,2TM,2018
Elfrid Payton,PG,ORL,2018
Elfrid Payton,PG,PHO,2018
James Johnson,PF,MIA,2018
Denzel Valentine,SG,CHI,2018
Trevor Ariza,SF,HOU,2018
John Collins,PF,ATL,2018
Pau Gasol,C,SAS,2018
Draymond Green,PF,GSW,2018
Jae Crowder,SF,2TM,2018
Jae Crowder,SF,CLE,2018
Jae Crowder,SF,UTA,2018
D.J. Augustin,PG,ORL,2018
Dwyane Wade,SG,2TM,2018
Dwyane Wade,SG,CLE,2018
Dwyane Wade,SG,MIA,2018
Lance Stephenson,SG,IND,2018
Rudy Gobert,C,UTA,2018
Robin Lopez,C,CHI,2018
Hassan Whiteside,C,MIA,2018
Ersan İlyasova,PF,2TM,2018
Ersan İlyasova,PF,ATL,2018
Ersan İlyasova,PF,PHI,2018
Marvin Williams,PF,CHO,2018
D'Angelo Russell,PG,BRK,2018
Nicolas Batum,SG,CHO,2018
Wilson Chandler,SF,DEN,2018
Marcus Morris,PF,BOS,2018
Trey Lyles,PF,DEN,2018
Mario Hezonja,SF,ORL,2018
Troy Daniels,SG,PHO,2018
Anthony Tolliver,PF,DET,2018
Kris Dunn,PG,CHI,2018
C.J. Miles,SF,TOR,2018
Reggie Bullock,SF,DET,2018
Marcin Gortat,C,WAS,2018
Jerami Grant,PF,OKC,2018
Michael Kidd-Gilchrist,SF,CHO,2018
Kyle Korver,SG,CLE,2018
Dwight Powell,C,DAL,2018
Mike Scott,PF,WAS,2018
George Hill,PG,2TM,2018
George Hill,PG,SAC,2018
George Hill,PG,CLE,2018
John Henson,C,MIL,2018
J.R. Smith,SG,CLE,2018
Reggie Jackson,PG,DET,2018
Fred VanVleet,PG,TOR,2018
Avery Bradley,SG,2TM,2018
Avery Bradley,SG,DET,2018
Avery Bradley,SG,LAC,2018
Rudy Gay,PF,SAS,2018
Dejounte Murray,PG,SAS,2018
Cory Joseph,PG,IND,2018
Evan Turner,SF,POR,2018
Al-Farouq Aminu,PF,POR,2018
Shabazz Napier,PG,POR,2018
Darius Miller,SF,NOP,2018
Doug McDermott,SF,2TM,2018
Doug McDermott,SF,NYK,2018
Doug McDermott,SF,DAL,2018
Malcolm Brogdon,PG,MIL,2018
Jerian Grant,PG,CHI,2018
Ryan Anderson,PF,HOU,2018
Dewayne Dedmon,C,ATL,2018
Danny Green,SG,SAS,2018
Stanley Johnson,SF,DET,2018
Devin Harris,PG,2TM,2018
Devin Harris,PG,DAL,2018
Devin Harris,PG,DEN,2018
Pascal Siakam,PF,TOR,2018
Jarrett Allen,C,BRK,2018
Alex Len,C,PHO,2018
Kyle Anderson,SF,SAS,2018
Nick Young,SG,GSW,2018
Manu Ginóbili,SG,SAS,2018
Larry Nance Jr.,C,2TM,2018
Larry Nance Jr.,C,LAL,2018
Larry Nance Jr.,C,CLE,2018
JaMychal Green,PF,MEM,2018
Jakob Poeltl,C,TOR,2018
Raymond Felton,PG,OKC,2018
Jarell Martin,PF,MEM,2018
Luke Kennard,SG,DET,2018
Marquese Chriss,PF,PHO,2018
Bryn Forbes,SG,SAS,2018
Paul Millsap,PF,DEN,2018
David Nwaba,SG,CHI,2018
Delon Wright,PG,TOR,2018
Tyler Ulis,PG,PHO,2018
Emmanuel Mudiay,PG,2TM,2018
Emmanuel Mudiay,PG,DEN,2018
Emmanuel Mudiay,PG,NYK,2018
Ian Clark,SG,NOP,2018
Kyle O'Quinn,C,NYK,2018
Marcus Smart,SG,BOS,2018
Garrett Temple,SG,SAC,2018
Rajon Rondo,PG,NOP,2018
Andrew Harrison,PG,MEM,2018
Dragan Bender,PF,PHO,2018
Justise Winslow,PF,MIA,2018
Lonzo Ball,PG,LAL,2018
Mason Plumlee,C,DEN,2018
Tomáš Satoranský,SG,WAS,2018
Greg Monroe,C,3TM,2018
Greg Monroe,C,MIL,2018
Greg Monroe,C,PHO,2018
Greg Monroe,C,BOS,2018
Skal Labissière,PF,SAC,2018
Tony Snell,SG,MIL,2018
James Ennis III,SF,2TM,2018
James Ennis III,SF,MEM,2018
James Ennis III,SF,DET,2018
Mario Chalmers,PG,MEM,2018
P.J. Tucker,PF,HOU,2018
Gerald Green,SG,HOU,2018
Josh Hart,SG,LAL,2018
David West,C,GSW,2018
Alec Burks,SG,UTA,2018
Jodie Meeks,SG,WAS,2018
Isaiah Thomas,PG,2TM,2018
Isaiah Thomas,PG,CLE,2018
Isaiah Thomas,PG,LAL,2018
Aron Baynes,C,BOS,2018
T.J. McConnell,PG,PHI,2018
Bam Adebayo,C,MIA,2018
Kosta Koufos,C,SAC,2018
Shelvin Mack,PG,ORL,2018
Gorgui Dieng,C,MIN,2018
Bismack Biyombo,C,ORL,2018
Jarrett Jack,PG,NYK,2018
Frank Ntilikina,PG,NYK,2018
Trey Burke,PG,NYK,2018
Luc Mbah a Moute,PF,HOU,2018
Dāvis Bertāns,PF,SAS,2018
Nemanja Bjelica,PF,MIN,2018
Justin Jackson,SF,SAC,2018
Isaiah Taylor,PG,ATL,2018
Pat Connaughton,SG,POR,2018
Tyler Zeller,C,2TM,2018
Tyler Zeller,C,BRK,2018
Tyler Zeller,C,MIL,2018
OG Anunoby,SF,TOR,2018
Jonas Jerebko,PF,UTA,2018
Miloš Teodosić,PG,LAC,2018
Dion Waiters,SG,MIA,2018
Trevor Booker,PF,3TM,2018
Trevor Booker,PF,BRK,2018
Trevor Booker,PF,PHI,2018
Trevor Booker,PF,IND,2018
Ben McLemore,SG,MEM,2018
Malik Monk,SG,CHO,2018
Tony Parker,PG,SAS,2018
Dante Cunningham,SF,2TM,2018
Dante Cunningham,SF,NOP,2018
Dante Cunningham,SF,BRK,2018
Tyus Jones,PG,MIN,2018
Ed Davis,C,POR,2018
Frank Mason III,PG,SAC,2018
Quincy Acy,PF,BRK,2018
Tyler Dorsey,SG,ATL,2018
Mike Muscala,C,ATL,2018
Wesley Johnson,SF,LAC,2018
Marreese Speights,C,ORL,2018
Zach LaVine,SG,CHI,2018
Shaun Livingston,PG,GSW,2018
Jabari Parker,PF,MIL,2018
Maxi Kleber,PF,DAL,2018
Maurice Harkless,SF,POR,2018
Norman Powell,SG,TOR,2018
Andre Iguodala,SF,GSW,2018
Corey Brewer,SG,2TM,2018
Corey Brewer,SF,LAL,2018
Corey Brewer,SG,OKC,2018
Zaza Pachulia,C,GSW,2018
Joe Johnson,SF,2TM,2018
Joe Johnson,SF,UTA,2018
Joe Johnson,SF,HOU,2018
Ian Mahinmi,C,WAS,2018
Deyonta Davis,C,MEM,2018
Langston Galloway,SG,DET,2018
Thon Maker,C,MIL,2018
Álex Abrines,SG,OKC,2018
Royce O'Neale,SF,UTA,2018
Amir Johnson,C,PHI,2018
Nenê,C,HOU,2018
Malcolm Delaney,PG,ATL,2018
Mike James,PG,2TM,2018
Mike James,PG,PHO,2018
Mike James,PG,NOP,2018
Daniel Theis,C,BOS,2018
Sean Kilpatrick,SG,4TM,2018
Sean Kilpatrick,SG,BRK,2018
Sean Kilpatrick,SG,MIL,2018
Sean Kilpatrick,SG,LAC,2018
Sean Kilpatrick,SG,CHI,2018
Wayne Selden,SG,MEM,2018
Danilo Gallinari,SF,LAC,2018
Patrick Patterson,PF,OKC,2018
Vince Carter,SF,SAC,2018
Quinn Cook,PG,GSW,2018
Thabo Sefolosha,SF,UTA,2018
Richaun Holmes,C,PHI,2018
JaVale McGee,C,GSW,2018
Cristiano Felício,C,CHI,2018
Jerryd Bayless,SG,PHI,2018
Tristan Thompson,C,CLE,2018
Sam Dekker,PF,LAC,2018
Omri Casspi,SF,GSW,2018
Tyson Chandler,C,PHO,2018
Timothé Luwawu-Cabarrot,SF,PHI,2018
Lance Thomas,PF,NYK,2018
Zach Collins,C,POR,2018
Tyrone Wallace,PG,LAC,2018
Chandler Parsons,SF,MEM,2018
Sindarius Thornwell,SG,LAC,2018
Treveon Graham,SG,CHO,2018
Kevon Looney,C,GSW,2018
Channing Frye,C,2TM,2018
Channing Frye,C,CLE,2018
Channing Frye,C,LAL,2018
Noah Vonleh,PF,2TM,2018
Noah Vonleh,PF,POR,2018
Noah Vonleh,PF,CHI,2018
Jordan Bell,C,GSW,2018
Luke Babbitt,SF,2TM,2018
Luke Babbitt,SF,ATL,2018
Luke Babbitt,SF,MIA,2018
José Calderón,PG,CLE,2018
Cheick Diallo,PF,NOP,2018
Al Jefferson,C,IND,2018
Jameer Nelson,PG,2TM,2018
Jameer Nelson,PG,NOP,2018
Jameer Nelson,PG,DET,2018
Willy Hernangómez,C,2TM,2018
Willy Hernangómez,C,NYK,2018
Willy Hernangómez,C,CHO,2018
Michael Carter-Williams,PG,CHO,2018
Cedi Osman,SF,CLE,2018
Miles Plumlee,C,ATL,2018
Justin Anderson,SF,PHI,2018
Boban Marjanović,C,2TM,2018
Boban Marjanović,C,DET,2018
Boban Marjanović,C,LAC,2018
Cody Zeller,C,CHO,2018
Jawun Evans,PG,LAC,2018
Shane Larkin,PG,BOS,2018
Wes Iwundu,SF,ORL,2018
Patrick McCaw,SG,GSW,2018
Joffrey Lauvergne,C,SAS,2018
Tyler Ennis,PG,LAL,2018
Cameron Payne,PG,CHI,2018
Paul Zipser,SF,CHI,2018
Sterling Brown,SG,MIL,2018
Dwight Buycks,PG,DET,2018
Salah Mejri,C,DAL,2018
Shabazz Muhammad,SG,2TM,2018
Shabazz Muhammad,SF,MIN,2018
Shabazz Muhammad,SG,MIL,2018
Terrence Ross,SG,ORL,2018
C.J. Williams,SG,LAC,2018
Derrick Rose,PG,2TM,2018
Derrick Rose,PG,CLE,2018
Derrick Rose,PG,MIN,2018
Joe Young,PG,IND,2018
Mike Conley,PG,MEM,2018
Ivan Rabb,PF,MEM,2018
Malik Beasley,SG,DEN,2018
Kobi Simmons,PG,MEM,2018
Semi Ojeleye,PF,BOS,2018
Willie Reed,C,2TM,2018
Willie Reed,C,LAC,2018
Willie Reed,C,DET,2018
Andre Roberson,SG,OKC,2018
Terrance Ferguson,SG,OKC,2018
Kenneth Faried,PF,DEN,2018
Tyler Cavanaugh,PF,ATL,2018
Raul Neto,PG,UTA,2018
Damyean Dotson,SG,NYK,2018
Nik Stauskas,SG,2TM,2018
Nik Stauskas,SG,PHI,2018
Nik Stauskas,SG,BRK,2018
Tarik Black,C,HOU,2018
Arron Afflalo,SG,ORL,2018
Khem Birch,C,ORL,2018
Tim Frazier,PG,WAS,2018
Jahlil Okafor,C,2TM,2018
Jahlil Okafor,C,PHI,2018
Jahlil Okafor,C,BRK,2018
Dwayne Bacon,SG,CHO,2018
Isaiah Canaan,SG,2TM,2018
Isaiah Canaan,SG,HOU,2018
Isaiah Canaan,PG,PHO,2018
Johnny O'Bryant,PF,CHO,2018
Jason Terry,SG,MIL,2018
Matthew Dellavedova,PG,MIL,2018
Torrey Craig,SF,DEN,2018
Ekpe Udoh,C,UTA,2018
Damion Lee,SG,ATL,2018
Ivica Zubac,C,LAL,2018
Josh Huestis,PF,OKC,2018
T.J. Leaf,PF,IND,2018
Jared Dudley,PF,PHO,2018
Shaquille Harrison,PG,PHO,2018
Danuel House Jr.,SG,PHO,2018
Antonio Blakeney,SG,CHI,2018
Henry Ellenson,PF,DET,2018
Brandon Paul,SG,SAS,2018
Kawhi Leonard,SF,SAS,2018
Abdel Nader,SF,BOS,2018
Jonathan Isaac,PF,ORL,2018
Eric Moreland,PF,DET,2018
MarShon Brooks,SG,MEM,2018
Brandan Wright,PF,2TM,2018
Brandan Wright,PF,MEM,2018
Brandan Wright,PF,HOU,2018
DeAndre' Bembry,SF,ATL,2018
Ramon Sessions,PG,2TM,2018
Ramon Sessions,PG,NYK,2018
Ramon Sessions,PG,WAS,2018
Patrick Beverley,SG,LAC,2018
Alex Caruso,PG,LAL,2018
Luke Kornet,C,NYK,2018
Troy Williams,SF,2TM,2018
Troy Williams,SF,HOU,2018
Troy Williams,SF,NYK,2018
Timofey Mozgov,C,BRK,2018
Nerlens Noel,C,DAL,2018
Dorian Finney-Smith,PF,DAL,2018
Lucas Nogueira,C,TOR,2018
Ante Žižić,C,CLE,2018
Danté Exum,PG,UTA,2018
Emeka Okafor,C,NOP,2018
Jason Smith,C,WAS,2018
Meyers Leonard,C,POR,2018
Myke Henry,SF,MEM,2018
Jamil Wilson,SF,LAC,2018
Tony Allen,SF,NOP,2018
JaKarr Sampson,SF,SAC,2018
Kyle Collinsworth,SF,DAL,2018
DeAndre Liggins,SG,2TM,2018
DeAndre Liggins,SG,MIL,2018
DeAndre Liggins,SG,NOP,2018
Markelle Fultz,SG,PHI,2018
Isaiah Whitehead,PG,BRK,2018
Johnathan Motley,PF,DAL,2018
Rodney Purvis,SG,ORL,2018
Glenn Robinson III,SF,IND,2018
Jordan Mickey,PF,MIA,2018
Rodney McGruder,SG,MIA,2018
Malachi Richardson,SG,2TM,2018
Malachi Richardson,SG,SAC,2018
Malachi Richardson,SG,TOR,2018
Juancho Hernangómez,PF,DEN,2018
Alec Peters,PF,PHO,2018
Isaiah Hicks,PF,NYK,2018
Guerschon Yabusele,PF,BOS,2018
Jamel Artis,SG,ORL,2018
Aaron Brooks,PG,MIN,2018
Travis Wear,SF,LAL,2018
Jalen Jones,SF,2TM,2018
Jalen Jones,SF,NOP,2018
Jalen Jones,SF,DAL,2018
Brandon Jennings,PG,MIL,2018
Ron Baker,SG,NYK,2018
Mirza Teletović,PF,MIL,2018
Andrew White,SF,ATL,2018
Gary Payton II,PG,2TM,2018
Gary Payton II,PG,MIL,2018
Gary Payton II,PG,LAL,2018
Rashad Vaughn,SG,3TM,2018
Rashad Vaughn,SG,MIL,2018
Rashad Vaughn,SG,BRK,2018
Rashad Vaughn,SG,ORL,2018
Davon Reed,SG,PHO,2018
Iman Shumpert,SG,CLE,2018
Caleb Swanigan,PF,POR,2018
Derrick Jones Jr.,SF,2TM,2018
Derrick Jones Jr.,SF,PHO,2018
Derrick Jones Jr.,SF,MIA,2018
Aaron Harrison,SG,DAL,2018
Marcus Georges-Hunt,SG,MIN,2018
Kay Felder,PG,2TM,2018
Kay Felder,PG,CHI,2018
Kay Felder,PG,DET,2018
Dakari Johnson,C,OKC,2018
Darrell Arthur,PF,DEN,2018
John Holland,SF,CLE,2018
Derrick White,PG,SAS,2018
Bobby Brown,PG,HOU,2018
Briante Weber,PG,2TM,2018
Briante Weber,PG,HOU,2018
Briante Weber,PG,MEM,2018
Ryan Arcidiacono,PG,CHI,2018
Josh Magette,PG,ATL,2018
Chris McCullough,PF,WAS,2018
Quincy Pondexter,SF,CHI,2018
Jon Leuer,PF,DET,2018
Brice Johnson,PF,2TM,2018
Brice Johnson,PF,LAC,2018
Brice Johnson,PF,MEM,2018
Jack Cooley,PF,SAC,2018
Jabari Bird,SG,BOS,2018
Wade Baldwin,PG,POR,2018
Malcolm Miller,SF,TOR,2018
Andrew Bogut,C,LAL,2018
Georgios Papagiannis,C,2TM,2018
Georgios Papagiannis,C,SAC,2018
Georgios Papagiannis,C,POR,2018
Milton Doyle,SG,BRK,2018
Jonathan Gibson,PG,BOS,2018
Jake Layman,SF,POR,2018
Jordan Crawford,SG,NOP,2018
Damien Wilkins,SF,IND,2018
Lorenzo Brown,PG,TOR,2018
Josh Gray,PG,PHO,2018
Nick Collison,PF,OKC,2018
Richard Jefferson,SF,DEN,2018
Solomon Hill,SF,NOP,2018
Xavier Rathan-Mayes,SG,MEM,2018
Derrick Walton,PG,MIA,2018
Jaylen Morris,SG,ATL,2018
Nigel Hayes-Davis,SF,3TM,2018
Nigel Hayes-Davis,SF,LAL,2018
Nigel Hayes-Davis,SF,TOR,2018
Nigel Hayes-Davis,SF,SAC,2018
Bruno Caboclo,SF,2TM,2018
Bruno Caboclo,SF,TOR,2018
Bruno Caboclo,SF,SAC,2018
Alex Poythress,PF,IND,2018
Damian Jones,C,GSW,2018
Andre Ingram,SG,LAL,2018
Furkan Korkmaz,SG,PHI,2018
Kyle Singler,SF,OKC,2018
Antonius Cleveland,SG,2TM,2018
Antonius Cleveland,SG,DAL,2018
Antonius Cleveland,SG,ATL,2018
Thomas Bryant,C,LAL,2018
Omari Johnson,PF,MEM,2018
Zhou Qi,C,HOU,2018
Ömer Aşık,C,2TM,2018
Ömer Aşık,C,NOP,2018
Ömer Aşık,C,CHI,2018
Alfonzo McKinnie,SF,TOR,2018
Adreian Payne,PF,ORL,2018
D.J. Wilson,PF,MIL,2018
Gian Clavell,SG,DAL,2018
Okaro White,PF,MIA,2018
Alan Williams,PF,PHO,2018
Kadeem Allen,PG,BOS,2018
R.J. Hunter,SG,HOU,2018
Julyan Stone,SG,CHO,2018
Jeremy Lin,PG,BRK,2018
Walt Lemon Jr.,PG,NOP,2018
Jameel Warney,PF,DAL,2018
James Young,SG,PHI,2018
Larry Drew II,PG,2TM,2018
Larry Drew II,PG,PHI,2018
Larry Drew II,PG,NOP,2018
Darrun Hilliard,SG,SAS,2018
James Webb III,SF,BRK,2018
Demetrius Jackson,PG,2TM,2018
Demetrius Jackson,PG,HOU,2018
Demetrius Jackson,PG,PHI,2018
Jeff Withey,C,DAL,2018
Marshall Plumlee,C,MIL,2018
Ike Anigbogu,C,IND,2018
Cole Aldrich,C,MIN,2018
Daniel Hamilton,SG,OKC,2018
Joakim Noah,C,NYK,2018
Marcus Paige,PG,CHO,2018
Marquis Teague,PG,MEM,2018
Monte Morris,PG,DEN,2018
David Stockton,PG,UTA,2018
Joel Bolomboy,PF,MIL,2018
Georges Niang,PF,UTA,2018
Tony Bradley,C,UTA,2018
Udonis Haslem,C,MIA,2018
Aaron Jackson,PG,HOU,2018
Mangok Mathiang,C,CHO,2018
James Michael McAdoo,PF,PHI,2018
London Perrantes,PG,CLE,2018
Charles Cooke,SG,NOP,2018
Vince Hunter,PF,MEM,2018
Markel Brown,SG,HOU,2018
Matt Williams,SG,MIA,2018
Matt Costello,C,SAS,2018
Chinanu Onuaku,C,HOU,2018
Tim Quarterman,SG,HOU,2018
Jacob Wiley,PF,BRK,2018
Vander Blue,SG,LAL,2018
Anthony Brown,SF,MIN,2018
Reggie Hearn,SG,DET,2018
Naz Mitrou-Long,SG,UTA,2018
Xavier Munford,SG,MIL,2018
Kendrick Perkins,C,CLE,2018
Luol Deng,SF,LAL,2018
PJ Dozier,PG,OKC,2018
Jeremy Evans,SF,ATL,2018
Gordon Hayward,SF,BOS,2018
Justin Patton,C,MIN,2018
Jacob Pullen,PG,PHI,2018
Devin Robinson,SF,WAS,2018
Josh Smith,PF,NOP,2018
Edmond Sumner,PG,IND,2018
Derrick Williams,PF,LAL,2018
Nate Wolters,PG,UTA,2018
Scotty Hopson,SG,DAL,2018
Chris Boucher,PF,GSW,2018
Nicolás Brussino,SF,ATL,2018
Jarell Eddie,SF,2TM,2018
Jarell Eddie,SF,BOS,2018
Jarell Eddie,SF,CHI,2018
Mindaugas Kuzminskas,SF,NYK,2018
Tyler Lydon,PF,DEN,2018
Erik McCree,SF,UTA,2018
Trey McKinney-Jones,SG,IND,2018
Josh McRoberts,PF,DAL,2018
Luis Montero,SG,DET,2018
Ben Moore,PF,IND,2018
Xavier Silas,SG,BOS,2018
League Average,,,2018
