Player,Pos,Team,Season
Isaiah Roby,PF,OKC,2021
Terence Davis,SG,2TM,2021
Terence Davis,SG,TOR,2021
Terence Davis,SG,SAC,2021
Grayson Allen,SG,MEM,2021
Kenrich Williams,PF,OKC,2021
Luke Kennard,SG,LAC,2021
Cory Joseph,PG,2TM,2021
Cory Joseph,PG,SAC,2021
Cory Joseph,PG,DET,2021
Payton Pritchard,SG,BOS,2021
Nickeil Alexander-Walker,SG,NOP,2021
Cameron Payne,PG,PHO,2021
Blake Griffin,PF,2TM,2021
Blake Griffin,PF,DET,2021
Blake Griffin,PF,BRK,2021
Paul Millsap,PF,DEN,2021
Anfernee Simons,SG,POR,2021
Furkan Korkmaz,SG,PHI,2021
Georges Niang,PF,UTA,2021
Royce O'Neale,SF,UTA,2021
Malik Monk,SG,CHO,2021
Tyrese Maxey,SG,PHI,2021
Dwight Howard,C,PHI,2021
Khem Birch,C,2TM,2021
Khem Birch,C,ORL,2021
Khem Birch,C,TOR,2021
Kent Bazemore,SF,GSW,2021
Eric Gordon,SG,HOU,2021
Monte Morris,PG,DEN,2021
Aaron Holiday,PG,IND,2021
Terance Mann,SG,LAC,2021
De'Anthony Melton,PG,MEM,2021
JaMychal Green,PF,DEN,2021
Pat Connaughton,SG,MIL,2021
Serge Ibaka,C,LAC,2021
Cody Zeller,C,CHO,2021
Jaxson Hayes,C,NOP,2021
James Wiseman,C,GSW,2021
Tomáš Satoranský,SG,CHI,2021
Draymond Green,PF,GSW,2021
Wayne Ellington,SG,DET,2021
Tyus Jones,PG,MEM,2021
Steven Adams,C,NOP,2021
D.J. Augustin,PG,2TM,2021
D.J. Augustin,PG,MIL,2021
D.J. Augustin,PG,HOU,2021
Dario Šarić,C,PHO,2021
Josh Hart,SF,NOP,2021
Kevin Porter Jr.,SG,HOU,2021
Jaden McDaniels,PF,MIN,2021
DeAndre Jordan,C,BRK,2021
Jusuf Nurkić,C,POR,2021
Garrett Temple,SG,CHI,2021
Alex Len,C,2TM,2021
Alex Len,C,TOR,2021
Alex Len,C,WAS,2021
KJ Martin,SF,HOU,2021
Robert Williams,C,BOS,2021
Sterling Brown,SG,HOU,2021
Trey Burke,PG,DAL,2021
Tristan Thompson,C,BOS,2021
Markieff Morris,PF,LAL,2021
Denzel Valentine,SG,CHI,2021
Ben McLemore,SG,2TM,2021
Ben McLemore,SG,HOU,2021
Ben McLemore,SG,LAL,2021
Edmond Sumner,SG,IND,2021
Al Horford,C,OKC,2021
Facundo Campazzo,PG,DEN,2021
Derrick Jones Jr.,SF,POR,2021
Frank Jackson,PG,DET,2021
Xavier Tillman Sr.,PF,MEM,2021
Taurean Prince,PF,2TM,2021
Taurean Prince,PF,BRK,2021
Taurean Prince,PF,CLE,2021
Gary Harris,SG,2TM,2021
Gary Harris,SG,DEN,2021
Gary Harris,SG,ORL,2021
PJ Dozier,SG,DEN,2021
Eric Paschall,PF,GSW,2021
Daniel Gafford,C,2TM,2021
Daniel Gafford,C,CHI,2021
Daniel Gafford,C,WAS,2021
Jaylen Nowell,SG,MIN,2021
Dean Wade,PF,CLE,2021
Juancho Hernangómez,PF,MIN,2021
Damion Lee,SG,GSW,2021
Jeff Teague,PG,2TM,2021
Jeff Teague,PG,BOS,2021
Jeff Teague,PG,MIL,2021
Moses Brown,C,OKC,2021
Alex Caruso,PG,LAL,2021
Timothé Luwawu-Cabarrot,SF,BRK,2021
Derrick Favors,C,UTA,2021
James Johnson,PF,2TM,2021
James Johnson,PF,DAL,2021
James Johnson,PF,NOP,2021
Mo Bamba,C,ORL,2021
Aleksej Pokusevski,PF,OKC,2021
DeMarcus Cousins,C,2TM,2021
DeMarcus Cousins,C,HOU,2021
DeMarcus Cousins,C,LAC,2021
Willy Hernangómez,C,NOP,2021
Jeremy Lamb,SG,IND,2021
Garrison Mathews,SG,WAS,2021
R.J. Hampton,SG,2TM,2021
R.J. Hampton,SG,DEN,2021
R.J. Hampton,SG,ORL,2021
Malachi Flynn,PG,TOR,2021
Ty Jerome,SG,OKC,2021
Maxi Kleber,PF,DAL,2021
LaMarcus Aldridge,C,2TM,2021
LaMarcus Aldridge,C,SAS,2021
LaMarcus Aldridge,C,BRK,2021
Chuma Okeke,PF,ORL,2021
Jalen McDaniels,SF,CHO,2021
James Ennis III,SF,ORL,2021
De'Andre Hunter,SF,ATL,2021
Jarred Vanderbilt,PF,MIN,2021
Kira Lewis Jr.,PG,NOP,2021
Deni Avdija,SF,WAS,2021
Dwight Powell,C,DAL,2021
Devin Vassell,SF,SAS,2021
Mike Muscala,C,OKC,2021
Mychal Mulder,PG,GSW,2021
JaVale McGee,C,2TM,2021
JaVale McGee,C,CLE,2021
JaVale McGee,C,DEN,2021
Brad Wanamaker,PG,2TM,2021
Brad Wanamaker,PG,GSW,2021
Brad Wanamaker,PG,CHO,2021
Bismack Biyombo,C,CHO,2021
Larry Nance Jr.,PF,CLE,2021
JJ Redick,SG,2TM,2021
JJ Redick,SG,NOP,2021
JJ Redick,SG,DAL,2021
Aron Baynes,C,TOR,2021
Nerlens Noel,C,NYK,2021
Solomon Hill,PF,ATL,2021
Josh Okogie,SG,MIN,2021
Danuel House Jr.,SF,HOU,2021
Drew Eubanks,C,SAS,2021
Frank Kaminsky,C,PHO,2021
Moritz Wagner,C,3TM,2021
Moritz Wagner,C,WAS,2021
Moritz Wagner,C,BOS,2021
Moritz Wagner,C,ORL,2021
Damyean Dotson,SG,CLE,2021
Kevin Love,PF,CLE,2021
Precious Achiuwa,PF,MIA,2021
Juan Toscano-Anderson,SG,GSW,2021
Tony Bradley,C,2TM,2021
Tony Bradley,C,PHI,2021
Tony Bradley,C,OKC,2021
Ish Smith,PG,WAS,2021
Grant Williams,PF,BOS,2021
DeAndre' Bembry,SF,TOR,2021
Hassan Whiteside,C,SAC,2021
Cam Reddish,SF,ATL,2021
Sekou Doumbouya,PF,DET,2021
Austin Rivers,SG,2TM,2021
Austin Rivers,SG,NYK,2021
Austin Rivers,SG,DEN,2021
Trevor Ariza,SF,MIA,2021
Willie Cauley-Stein,C,DAL,2021
Wesley Matthews,SG,LAL,2021
Patrick Beverley,PG,LAC,2021
David Nwaba,SF,HOU,2021
Andre Iguodala,SF,MIA,2021
Michael Carter-Williams,SG,ORL,2021
Torrey Craig,SF,2TM,2021
Torrey Craig,SF,MIL,2021
Torrey Craig,SF,PHO,2021
Otto Porter Jr.,SF,2TM,2021
Otto Porter Jr.,SF,CHI,2021
Otto Porter Jr.,PF,ORL,2021
Stanley Johnson,PF,TOR,2021
Saben Lee,PG,DET,2021
Chasson Randle,PG,ORL,2021
Caleb Martin,SF,CHO,2021
Marc Gasol,C,LAL,2021
George Hill,PG,2TM,2021
George Hill,PG,OKC,2021
George Hill,PG,PHI,2021
Semi Ojeleye,PF,BOS,2021
Gorgui Dieng,C,2TM,2021
Gorgui Dieng,C,MEM,2021
Gorgui Dieng,C,SAS,2021
Jordan McLaughlin,PG,MIN,2021
Mitchell Robinson,C,NYK,2021
Matisse Thybulle,SG,PHI,2021
Obi Toppin,PF,NYK,2021
Kevon Looney,C,GSW,2021
Tony Snell,SG,ATL,2021
Jevon Carter,PG,PHO,2021
Naji Marshall,SF,NOP,2021
Rodney Hood,SF,2TM,2021
Rodney Hood,SF,POR,2021
Rodney Hood,SF,TOR,2021
Justin Jackson,SF,2TM,2021
Justin Jackson,SF,OKC,2021
Justin Jackson,SF,MIL,2021
Gabe Vincent,PG,MIA,2021
Nemanja Bjelica,PF,2TM,2021
Nemanja Bjelica,PF,SAC,2021
Nemanja Bjelica,PF,MIA,2021
Rajon Rondo,PG,2TM,2021
Rajon Rondo,PG,ATL,2021
Rajon Rondo,PG,LAC,2021
Taj Gibson,C,NYK,2021
Max Strus,SF,MIA,2021
Isaiah Hartenstein,C,2TM,2021
Isaiah Hartenstein,C,DEN,2021
Isaiah Hartenstein,C,CLE,2021
Goga Bitadze,C,IND,2021
Jake Layman,SF,MIN,2021
Oshae Brissett,SF,IND,2021
Brandon Goodwin,PG,ATL,2021
Onyeka Okongwu,C,ATL,2021
Chimezie Metu,C,SAC,2021
Armoni Brooks,SG,HOU,2021
Nassir Little,PF,POR,2021
Aaron Nesmith,SF,BOS,2021
Yuta Watanabe,SF,TOR,2021
Mike Scott,PF,PHI,2021
Nic Claxton,C,BRK,2021
Tyler Johnson,SG,BRK,2021
Cody Martin,SF,CHO,2021
Patrick Patterson,PF,LAC,2021
Maurice Harkless,SF,2TM,2021
Maurice Harkless,SF,MIA,2021
Maurice Harkless,PF,SAC,2021
P.J. Tucker,PF,2TM,2021
P.J. Tucker,PF,HOU,2021
P.J. Tucker,PF,MIL,2021
Langston Galloway,SG,PHO,2021
John Konchar,SG,MEM,2021
D.J. Wilson,PF,2TM,2021
D.J. Wilson,PF,MIL,2021
D.J. Wilson,PF,HOU,2021
Damian Jones,C,3TM,2021
Damian Jones,C,PHO,2021
Damian Jones,C,LAL,2021
Damian Jones,C,SAC,2021
Jarrett Culver,SG,MIN,2021
Justise Winslow,SF,MEM,2021
Killian Hayes,PG,DET,2021
Avery Bradley,SG,2TM,2021
Avery Bradley,SG,MIA,2021
Avery Bradley,SG,HOU,2021
Jordan Nwora,SF,MIL,2021
Mason Jones,SG,2TM,2021
Mason Jones,SG,HOU,2021
Mason Jones,SG,PHI,2021
Thanasis Antetokounmpo,SF,MIL,2021
Lamar Stevens,PF,CLE,2021
Kevin Knox,SF,NYK,2021
Dylan Windler,SF,CLE,2021
Troy Brown Jr.,SF,2TM,2021
Troy Brown Jr.,SF,WAS,2021
Troy Brown Jr.,SF,CHI,2021
Abdel Nader,SF,PHO,2021
Jaren Jackson Jr.,C,MEM,2021
Kelan Martin,SF,IND,2021
Boban Marjanović,C,DAL,2021
Tyler Cook,SF,2TM,2021
Tyler Cook,PF,BRK,2021
Tyler Cook,SF,DET,2021
Dennis Smith Jr.,PG,2TM,2021
Dennis Smith Jr.,PG,NYK,2021
Dennis Smith Jr.,PG,DET,2021
Isaiah Joe,SG,PHI,2021
Javonte Green,SF,2TM,2021
Javonte Green,SF,BOS,2021
Javonte Green,SG,CHI,2021
Jahlil Okafor,C,DET,2021
Thomas Bryant,C,WAS,2021
Amir Coffey,SG,LAC,2021
Justin James,SF,SAC,2021
Matt Thomas,SG,2TM,2021
Matt Thomas,SG,TOR,2021
Matt Thomas,SG,UTA,2021
Ryan Arcidiacono,PG,CHI,2021
Zeke Nnaji,PF,DEN,2021
JaKarr Sampson,PF,IND,2021
Nicolò Melli,PF,2TM,2021
Nicolò Melli,PF,NOP,2021
Nicolò Melli,PF,DAL,2021
Anthony Lamb,SF,HOU,2021
E'Twaun Moore,SG,PHO,2021
DaQuan Jeffries,SG,2TM,2021
DaQuan Jeffries,SG,SAC,2021
DaQuan Jeffries,SG,HOU,2021
Brodric Thomas,SG,2TM,2021
Brodric Thomas,SG,HOU,2021
Brodric Thomas,SG,CLE,2021
Nathan Knight,PF,ATL,2021
Skylar Mays,SG,ATL,2021
Carsen Edwards,SG,BOS,2021
Nico Mannion,PG,GSW,2021
Alfonzo McKinnie,SF,LAL,2021
Luka Šamanić,PF,SAS,2021
Glenn Robinson III,SF,SAC,2021
Gary Clark,SF,3TM,2021
Gary Clark,SF,ORL,2021
Gary Clark,SF,DEN,2021
Gary Clark,PF,PHI,2021
Jaylen Hoard,SF,OKC,2021
Trey Lyles,PF,SAS,2021
Dewayne Dedmon,C,MIA,2021
Freddie Gillespie,PF,TOR,2021
Paul Watson,SF,TOR,2021
Harry Giles,C,POR,2021
Chandler Hutchison,SF,2TM,2021
Chandler Hutchison,SF,CHI,2021
Chandler Hutchison,SF,WAS,2021
Luke Kornet,C,2TM,2021
Luke Kornet,C,CHI,2021
Luke Kornet,C,BOS,2021
Markus Howard,SG,DEN,2021
Miye Oni,SG,UTA,2021
Markelle Fultz,PG,ORL,2021
Al-Farouq Aminu,PF,2TM,2021
Al-Farouq Aminu,PF,ORL,2021
Al-Farouq Aminu,PF,CHI,2021
Josh Green,SG,DAL,2021
Mike James,PG,BRK,2021
Tremont Waters,PG,BOS,2021
Wes Iwundu,SF,2TM,2021
Wes Iwundu,SF,DAL,2021
Wes Iwundu,SF,NOP,2021
Jalen Harris,SG,TOR,2021
Mfiondu Kabengele,PF,2TM,2021
Mfiondu Kabengele,PF,LAC,2021
Mfiondu Kabengele,PF,CLE,2021
Alize Johnson,PF,BRK,2021
Tre Jones,PG,SAS,2021
KZ Okpala,PF,MIA,2021
Rodney McGruder,SG,DET,2021
Ignas Brazdeikis,SF,3TM,2021
Ignas Brazdeikis,SF,NYK,2021
Ignas Brazdeikis,SF,PHI,2021
Ignas Brazdeikis,SF,ORL,2021
Sam Merrill,SG,MIL,2021
Frank Ntilikina,PG,NYK,2021
Chris Chiozza,PG,BRK,2021
Trent Forrest,PG,UTA,2021
Paul Reed,PF,PHI,2021
Kyle Guy,PG,SAC,2021
Josh Hall,SF,OKC,2021
Vlatko Čančar,PF,DEN,2021
Gabriel Deck,PF,OKC,2021
Jerome Robinson,SG,WAS,2021
Khyri Thomas,SG,HOU,2021
Anthony Gill,PF,WAS,2021
Keita Bates-Diop,SF,SAS,2021
Isaac Bonga,SF,WAS,2021
Reggie Perry,PF,BRK,2021
Quinn Cook,PG,2TM,2021
Quinn Cook,PG,LAL,2021
Quinn Cook,PG,CLE,2021
Donta Hall,PF,ORL,2021
Darius Miller,SF,OKC,2021
Shaquille Harrison,SG,2TM,2021
Shaquille Harrison,SG,UTA,2021
Shaquille Harrison,SG,DEN,2021
Wenyen Gabriel,PF,NOP,2021
Jabari Parker,PF,2TM,2021
Jabari Parker,PF,SAC,2021
Jabari Parker,PF,BOS,2021
Justin Patton,C,HOU,2021
Bol Bol,PF,DEN,2021
CJ Elleby,SF,POR,2021
Ersan İlyasova,PF,UTA,2021
Jarrell Brantley,PF,UTA,2021
T.J. Warren,SF,IND,2021
Killian Tillie,C,MEM,2021
Jordan Bone,PG,ORL,2021
Romeo Langford,SG,BOS,2021
Yogi Ferrell,PG,2TM,2021
Yogi Ferrell,PG,CLE,2021
Yogi Ferrell,PG,LAC,2021
Daniel Oturu,C,LAC,2021
Jalen Smith,PF,PHO,2021
Bruno Fernando,C,ATL,2021
Ed Davis,C,MIN,2021
Dakota Mathias,SG,PHI,2021
Tacko Fall,C,BOS,2021
Vernon Carey Jr.,C,CHO,2021
Quinndary Weatherspoon,SG,SAS,2021
Mamadi Diakite,PF,MIL,2021
Louis King,SF,SAC,2021
Robert Franks,PF,ORL,2021
Cameron Oliver,SF,HOU,2021
Nate Hinton,SG,DAL,2021
Deividas Sirvydis,SG,DET,2021
Cassius Winston,PG,WAS,2021
Sindarius Thornwell,SG,2TM,2021
Sindarius Thornwell,SG,NOP,2021
Sindarius Thornwell,SG,ORL,2021
Charlie Brown Jr.,SG,OKC,2021
Jahmi'us Ramsey,SG,SAC,2021
Devontae Cacok,PF,LAL,2021
Sean McDermott,SF,MEM,2021
Matthew Dellavedova,PG,CLE,2021
Cassius Stanley,SG,IND,2021
Juwan Morgan,PF,UTA,2021
Jay Scrubb,SG,LAC,2021
Devin Cannady,PG,ORL,2021
Rayjon Tucker,PG,PHI,2021
Chris Silva,PF,2TM,2021
Chris Silva,PF,MIA,2021
Chris Silva,PF,SAC,2021
Elijah Hughes,SF,UTA,2021
Rodions Kurucs,PF,3TM,2021
Rodions Kurucs,PF,BRK,2021
Rodions Kurucs,SF,HOU,2021
Rodions Kurucs,SF,MIL,2021
Thon Maker,C,CLE,2021
Alen Smailagić,PF,GSW,2021
Rondae Hollis-Jefferson,PF,POR,2021
Frank Mason III,PG,ORL,2021
Gary Payton II,PG,GSW,2021
Devon Dotson,PG,CHI,2021
Danté Exum,SG,CLE,2021
Cristiano Felício,C,CHI,2021
Isaiah Thomas,PG,NOP,2021
Jeremiah Martin,PG,CLE,2021
Jontay Porter,PF,MEM,2021
Justin Robinson,PG,OKC,2021
Spencer Dinwiddie,SG,BRK,2021
Robert Woodard II,SF,SAC,2021
Norvel Pelle,C,3TM,2021
Norvel Pelle,C,BRK,2021
Norvel Pelle,C,SAC,2021
Norvel Pelle,C,NYK,2021
Tyler Bey,SF,DAL,2021
Grant Riller,PG,CHO,2021
Bruno Caboclo,PF,HOU,2021
Anthony Tolliver,PF,PHI,2021
Udoka Azubuike,C,UTA,2021
Elijah Bryant,SG,MIL,2021
Henry Ellenson,PF,TOR,2021
Adam Mokoka,SG,CHI,2021
James Nunnally,SF,NOP,2021
Nick Richards,PF,CHO,2021
Jordan Bell,C,2TM,2021
Jordan Bell,C,WAS,2021
Jordan Bell,C,GSW,2021
Cameron Reynolds,SF,2TM,2021
Cameron Reynolds,SF,SAS,2021
Cameron Reynolds,SF,HOU,2021
Axel Toupane,SF,MIL,2021
Amida Brimah,C,IND,2021
Marquese Chriss,PF,GSW,2021
Anderson Varejão,C,CLE,2021
Kostas Antetokounmpo,PF,LAL,2021
Keljin Blevins,SF,POR,2021
T.J. Leaf,PF,POR,2021
Karim Mané,PG,ORL,2021
Tyrell Terry,PG,DAL,2021
Meyers Leonard,C,MIA,2021
Ty-Shon Alexander,SG,PHO,2021
Nate Darling,SG,CHO,2021
Tim Frazier,PG,MEM,2021
Didi Louzada,SF,NOP,2021
Vincent Poirier,C,PHI,2021
Marques Bolden,C,CLE,2021
Jared Dudley,PF,LAL,2021
Andre Roberson,SG,BRK,2021
Kris Dunn,PG,ATL,2021
Jalen Lecque,PG,IND,2021
Patrick McCaw,SF,TOR,2021
Udonis Haslem,C,MIA,2021
Ray Spalding,C,HOU,2021
Brian Bowen,SF,IND,2021
Malik Fitts,PF,LAC,2021
Jared Harper,PG,NYK,2021
Jaylen Adams,PG,MIL,2021
Terrance Ferguson,SG,PHI,2021
Theo Pinson,SG,NYK,2021
Iman Shumpert,SG,BRK,2021
Ashton Hagans,PG,MIN,2021
Will Magnay,C,NOP,2021
Anžejs Pasečņiks,C,WAS,2021
Noah Vonleh,C,BRK,2021
Greg Whittington,PF,DEN,2021
League Average,,,2021
