Player,Pos,Team,Season
Phil Smith,SG,SEA,1983
Wes Matthews,PG,ATL,1983
Marvin Webster,C,NYK,1983
Rudy Macklin,SF,ATL,1983
Kurt Nimphius,C,DAL,1983
Bob Lanier,C,MIL,1983
Ernie Grunfeld,SF,NYK,1983
Larry Smith,PF,GSW,1983
Charlie Criss,PG,MIL,1983
Marc Iavaroni,PF,PHI,1983
Richard Anderson,C,SDC,1983
Rich Kelley,C,2TM,1983
Rich Kelley,C,DEN,1983
Rich Kelley,C,UTA,1983
Jerome Whitehead,C,SDC,1983
Steve Hawes,PF,2TM,1983
Steve Hawes,PF,ATL,1983
Steve Hawes,PF,SEA,1983
Rickey Brown,C,2TM,1983
Rickey Brown,C,GSW,1983
Rickey Brown,C,ATL,1983
Ed Sherod,PG,NYK,1983
Marty Byrnes,SF,IND,1983
John Bagley,PG,CLE,1983
LaSalle Thompson,C,KCK,1983
Dwight Jones,PF,2TM,1983
Dwight Jones,PF,CHI,1983
Dwight Jones,PF,LAL,1983
Jeff Cook,PF,2TM,1983
Jeff Cook,PF,PHO,1983
Jeff Cook,PF,CLE,1983
Lester Conner,PG,GSW,1983
John Duren,PG,IND,1983
Ray Tolbert,PF,2TM,1983
Ray Tolbert,PF,SEA,1983
Ray Tolbert,PF,DET,1983
Ed Nealy,PF,KCK,1983
Mark Eaton,C,UTA,1983
Glen Gondrezick,PF,DEN,1983
Steve Mix,SF,2TM,1983
Steve Mix,SF,MIL,1983
Steve Mix,SF,LAL,1983
Cliff Levingston,PF,DET,1983
Foots Walker,PG,NJN,1983
Bill Willoughby,SF,2TM,1983
Bill Willoughby,SF,SAS,1983
Bill Willoughby,SF,NJN,1983
Major Jones,PF,HOU,1983
Brad Branson,PF,IND,1983
Kevin Loder,SF,KCK,1983
M.L. Carr,SF,BOS,1983
Alvin Scott,SF,PHO,1983
James Edwards,C,2TM,1983
James Edwards,C,CLE,1983
James Edwards,C,PHO,1983
Dave Cowens,PF,MIL,1983
Rory White,SF,PHO,1983
Spencer Haywood,PF,WSB,1983
Mike O'Koren,SF,NJN,1983
Kevin Grevey,SF,WSB,1983
Paul Mokeski,C,2TM,1983
Paul Mokeski,C,CLE,1983
Paul Mokeski,C,MIL,1983
Roger Phegley,SG,SAS,1983
Dave Robisch,C,DEN,1983
Reggie King,SF,KCK,1983
Larry Kenon,PF,3TM,1983
Larry Kenon,PF,CHI,1983
Larry Kenon,PF,GSW,1983
Larry Kenon,PF,CLE,1983
Jim Spanarkel,SG,DAL,1983
Johnny High,SG,PHO,1983
Mike Evans,SG,DEN,1983
Bruce Flowers,PF,CLE,1983
Tom Henderson,SG,HOU,1983
Jeff Lamp,SF,POR,1983
Sam Lacey,C,CLE,1983
Earl Cureton,C,PHI,1983
Len Elmore,C,NJN,1983
Linton Townes,SF,POR,1983
Rick Robey,C,BOS,1983
Brook Steppe,SG,KCK,1983
Harvey Catchings,C,MIL,1983
Steve Hayes,C,CLE,1983
Billy Paultz,C,2TM,1983
Billy Paultz,C,HOU,1983
Billy Paultz,C,SAS,1983
Jose Slaughter,SG,IND,1983
Jim Brogan,SG,SDC,1983
Elston Turner,SF,DAL,1983
Lowes Moore,PG,SDC,1983
Kent Benson,C,DET,1983
Tom Owens,C,DET,1983
Mark Radford,SG,SEA,1983
Dudley Bradley,SG,CHI,1983
Pete Verhoeven,PF,POR,1983
Don Buse,PG,POR,1983
David Thirdkill,SF,PHO,1983
Charles Bradley,SG,BOS,1983
Walker Russell,PG,DET,1983
Mike Sanders,SF,SAS,1983
Dave Batton,C,WSB,1983
Paul Griffin,PF,SAS,1983
James Ray,PF,DEN,1983
Bryan Warrick,PG,WSB,1983
Darren Tillis,C,2TM,1983
Darren Tillis,C,BOS,1983
Darren Tillis,C,CLE,1983
Hank McDowell,PF,2TM,1983
Hank McDowell,PF,GSW,1983
Hank McDowell,PF,POR,1983
Jeff Taylor,SG,HOU,1983
Mike McGee,SF,LAL,1983
Eddie Phillips,SF,NJN,1983
Rickey Williams,SG,UTA,1983
John Lucas,PG,WSB,1983
Clay Johnson,SG,LAL,1983
Billy Ray Bates,SG,2TM,1983
Billy Ray Bates,SG,WSB,1983
Billy Ray Bates,SG,LAL,1983
Corny Thompson,PF,DAL,1983
Keith Edmonson,SG,ATL,1983
Jeff Judkins,SF,POR,1983
Allan Bristow,SF,DAL,1983
Joel Kramer,C,PHO,1983
Oliver Robinson,SG,SAS,1983
Mark Landsberger,PF,LAL,1983
Ed Rains,SF,SAS,1983
Vince Taylor,SG,NYK,1983
Eddie Jordan,PG,LAL,1983
Freeman Williams,SG,UTA,1983
Joe Cooper,C,3TM,1983
Joe Cooper,C,LAL,1983
Joe Cooper,C,WSB,1983
Joe Cooper,C,SDC,1983
Carlos Terry,SG,WSB,1983
Kenny Natt,SG,UTA,1983
Ricky Pierce,SG,DET,1983
Bob Gross,SF,SDC,1983
Chris Engler,C,GSW,1983
Mark McNamara,C,PHI,1983
Jawann Oldham,C,CHI,1983
Joe Kopicki,PF,WSB,1983
Audie Norris,C,POR,1983
George Johnson,C,ATL,1983
Carl Nicks,SG,CLE,1983
Charles Pittman,PF,PHO,1983
Scott May,SF,DET,1983
Derek Smith,SF,GSW,1983
Scott Lloyd,C,DAL,1983
Kevin Porter,PG,WSB,1983
Armond Hill,PG,MIL,1983
Hutch Jones,SF,SDC,1983
Mike Bratz,PG,CHI,1983
Joe Hassett,SG,GSW,1983
Scott Hastings,PF,2TM,1983
Scott Hastings,C,NYK,1983
Scott Hastings,PF,ATL,1983
James Wilkes,SF,DET,1983
Geoff Crompton,C,SAS,1983
Jim Johnstone,C,2TM,1983
Jim Johnstone,C,SAS,1983
Jim Johnstone,PF,DET,1983
Chubby Cox,SG,WSB,1983
Kenny Dennard,PF,KCK,1983
Chuck Nevitt,C,HOU,1983
Robert Smith,PG,2TM,1983
Robert Smith,PG,SDC,1983
Robert Smith,PG,SAS,1983
Dwight Anderson,PG,DEN,1983
Larry Spriggs,SF,CHI,1983
John Greig,SF,SEA,1983
Terry Duerod,SG,GSW,1983
Swen Nater,C,SDC,1983
Guy Morgan,SG,IND,1983
Jan van Breda Kolff,SF,NJN,1983
Mike Davis,PF,NYK,1983
Dave Magley,SF,CLE,1983
Sam Pellom,PF,2TM,1983
Sam Pellom,PF,ATL,1983
Sam Pellom,PF,MIL,1983
Calvin Garrett,SF,HOU,1983
Steve Lingenfelter,PF,WSB,1983
Jim Smith,PF,DET,1983
John Douglas,SG,SDC,1983
Leon Douglas,C,KCK,1983
Coby Dietrick,C,SAS,1983
Jim Zoet,C,DET,1983
League Average,,,1983
