Player,Pos,Team,Season
James Posey,SF,HOU,2003
Vince Carter,SG,TOR,2003
John Stockton,PG,UTA,2003
Reggie Miller,SG,IND,2003
Mike Bibby,PG,SAC,2003
Drew Gooden,SF,2TM,2003
Drew Gooden,SF,MEM,2003
Drew Gooden,PF,ORL,2003
Eddie Jones,SG,MIA,2003
Pat Garrity,PF,ORL,2003
Derek Fisher,PG,LAL,2003
Rasho Nesterović,C,MIN,2003
Jamal Crawford,PG,CHI,2003
Larry Hughes,PG,WAS,2003
Baron Davis,PG,NOH,2003
Eddy Curry,C,CHI,2003
Kerry Kittles,SG,NJN,2003
Brian Grant,C,MIA,2003
Jamaal Magloire,C,NOH,2003
Nenê,C,DEN,2003
P.J. Brown,PF,NOH,2003
Malik Rose,PF,SAS,2003
Carlos Boozer,PF,CLE,2003
Joe Johnson,SG,PHO,2003
Lorenzen Wright,C,MEM,2003
Vlade Divac,C,SAC,2003
Lucious Harris,SG,NJN,2003
Jumaine Jones,SF,CLE,2003
Brent Barry,SG,SEA,2003
Predrag Drobnjak,C,SEA,2003
Darrell Armstrong,PG,ORL,2003
Malik Allen,PF,MIA,2003
Shane Battier,SF,MEM,2003
Doug Christie,SG,SAC,2003
Eric Williams,SF,BOS,2003
Howard Eisley,PG,NYK,2003
Antonio Davis,C,TOR,2003
Dion Glover,SG,ATL,2003
Toni Kukoč,PF,MIL,2003
Wesley Person,SG,MEM,2003
Vladimir Radmanović,PF,SEA,2003
Aaron McKie,SF,PHI,2003
Kendall Gill,SG,MIN,2003
Lamar Odom,SF,LAC,2003
Jay Williams,PG,CHI,2003
Theo Ratliff,C,ATL,2003
Calbert Cheaney,SG,UTA,2003
Tyson Chandler,C,CHI,2003
Jerome Williams,PF,TOR,2003
Scottie Pippen,SF,POR,2003
Shandon Anderson,SF,NYK,2003
Rick Fox,SF,LAL,2003
Erick Dampier,C,GSW,2003
Kenny Thomas,PF,2TM,2003
Kenny Thomas,PF,HOU,2003
Kenny Thomas,PF,PHI,2003
Eddie Griffin,PF,HOU,2003
Tony Delk,PG,BOS,2003
Zach Randolph,PF,POR,2003
Rodney White,SG,DEN,2003
Ruben Patterson,SF,POR,2003
Tyronn Lue,PG,WAS,2003
Stromile Swift,PF,MEM,2003
Raef LaFrentz,C,DAL,2003
Christian Laettner,PF,WAS,2003
Anthony Peeler,SG,MIN,2003
Dajuan Wagner,SG,CLE,2003
Shammond Williams,PG,2TM,2003
Shammond Williams,PG,BOS,2003
Shammond Williams,PG,DEN,2003
Darius Miles,SF,CLE,2003
Anfernee Hardaway,SG,PHO,2003
Donnell Harvey,SF,DEN,2003
Mike James,PG,MIA,2003
Travis Best,PG,MIA,2003
Derrick Coleman,C,PHI,2003
Eric Piatkowski,SG,LAC,2003
Earl Boykins,PG,GSW,2003
Kwame Brown,C,WAS,2003
Bruce Bowen,SF,SAS,2003
Dale Davis,C,POR,2003
Othella Harrington,PF,NYK,2003
Jamaal Tinsley,PG,IND,2003
Ira Newble,SF,ATL,2003
Maurice Taylor,PF,HOU,2003
Ron Mercer,SG,IND,2003
Glen Rice,SF,HOU,2003
Jon Barry,SG,DET,2003
Quentin Richardson,SG,LAC,2003
David Robinson,C,SAS,2003
Shawn Bradley,C,DAL,2003
Rasual Butler,SG,MIA,2003
Shawn Kemp,C,ORL,2003
Keon Clark,C,SAC,2003
Kevin Ollie,PG,2TM,2003
Kevin Ollie,PG,MIL,2003
Kevin Ollie,PG,SEA,2003
J.R. Bremer,PG,BOS,2003
Manu Ginóbili,SG,SAS,2003
Courtney Alexander,PG,NOH,2003
Robert Horry,PF,LAL,2003
Clarence Weatherspoon,PF,NYK,2003
Ben Wallace,C,DET,2003
Brendan Haywood,C,WAS,2003
Aaron Williams,C,NJN,2003
Walter McCarty,SF,BOS,2003
Mehmet Okur,PF,DET,2003
Devean George,SF,LAL,2003
Marko Jarić,SF,LAC,2003
Tony Battie,C,BOS,2003
Jim Jackson,SF,SAC,2003
Mike Batiste,PF,MEM,2003
Rodney Rogers,PF,NJN,2003
Arvydas Sabonis,C,POR,2003
Gary Trent,SF,MIN,2003
Jacque Vaughn,PG,ORL,2003
Charlie Ward,PG,NYK,2003
Mike Dunleavy,SF,GSW,2003
Anthony Mason,C,MIL,2003
Scott Padgett,PF,UTA,2003
Chucky Atkins,PG,DET,2003
Brian Skinner,PF,PHI,2003
Jason Collins,C,NJN,2003
Erick Strickland,SG,IND,2003
Jelani McCoy,C,TOR,2003
Greg Buckner,SG,PHI,2003
Hedo Türkoğlu,SF,SAC,2003
Marcus Fizer,PF,CHI,2003
Michael Olowokandi,C,LAC,2003
Vladimir Stepania,C,MIA,2003
Adonal Foyle,C,GSW,2003
Greg Ostertag,C,UTA,2003
Earl Watson,PG,MEM,2003
Jeff McInnis,PG,POR,2003
Grant Hill,SF,ORL,2003
Marc Jackson,C,MIN,2003
Junior Harrington,PG,DEN,2003
Eddie House,SG,MIA,2003
Damon Stoudamire,PG,POR,2003
Smush Parker,PG,CLE,2003
Vincent Yarbrough,SG,DEN,2003
Joe Smith,SF,MIN,2003
Bob Sura,SG,GSW,2003
Mark Blount,C,2TM,2003
Mark Blount,C,DEN,2003
Mark Blount,C,BOS,2003
Milt Palacio,PG,CLE,2003
Alan Henderson,C,ATL,2003
Mark Jackson,PG,UTA,2003
Bo Outlaw,C,PHO,2003
Kenny Anderson,PG,2TM,2003
Kenny Anderson,PG,SEA,2003
Kenny Anderson,PG,NOH,2003
Casey Jacobsen,SF,PHO,2003
Rafer Alston,PG,TOR,2003
Andrew DeClercq,C,ORL,2003
Eddie Robinson,SF,CHI,2003
George Lynch,SG,NOH,2003
Walt Williams,SF,DAL,2003
Steve Smith,SG,SAS,2003
Moochie Norris,PG,HOU,2003
Chris Whitney,PG,2TM,2003
Chris Whitney,PG,DEN,2003
Chris Whitney,PG,ORL,2003
Keyon Dooling,SG,LAC,2003
Elden Campbell,C,2TM,2003
Elden Campbell,C,NOH,2003
Elden Campbell,C,SEA,2003
Trenton Hassell,SG,CHI,2003
Michael Bradley,PF,TOR,2003
Kelvin Cato,C,HOU,2003
Michael Doleac,C,NYK,2003
Adrian Griffin,SG,DAL,2003
Eduardo Nájera,SF,DAL,2003
Rod Strickland,PG,MIN,2003
Bryon Russell,SF,WAS,2003
Nikoloz Tskitishvili,SF,DEN,2003
Tyrone Hill,PF,2TM,2003
Tyrone Hill,PF,CLE,2003
Tyrone Hill,PF,PHI,2003
Chris Mihm,C,CLE,2003
Chris Andersen,C,DEN,2003
Jonathan Bender,SF,IND,2003
Steve Kerr,PG,SAS,2003
Todd MacCulloch,C,PHI,2003
Sean Rooks,C,LAC,2003
Kevin Willis,C,SAS,2003
Samaki Walker,C,LAL,2003
Jason Caffey,PF,MIL,2003
Lindsey Hunter,PG,TOR,2003
DeShawn Stevenson,SG,UTA,2003
LaPhonso Ellis,PF,MIA,2003
Jerome James,C,SEA,2003
Tony Massenburg,C,UTA,2003
Scott Williams,C,PHO,2003
Vin Baker,C,BOS,2003
Juan Dixon,PG,WAS,2003
Anthony Johnson,PG,NJN,2003
Robert Traylor,C,NOH,2003
Pat Burke,C,ORL,2003
Lonny Baxter,C,CHI,2003
Stanislav Medvedenko,PF,LAL,2003
Austin Croshere,PF,IND,2003
Antonio Daniels,SG,POR,2003
Brian Shaw,PG,LAL,2003
Jake Voskuhl,C,PHO,2003
Michael Curry,SF,DET,2003
Melvin Ely,C,LAC,2003
Raja Bell,SG,DAL,2003
Kareem Rush,PG,LAL,2003
Damon Jones,PG,SAC,2003
Ryan Bowen,SG,DEN,2003
Marcus Camby,C,DEN,2003
Gerald Wallace,SF,SAC,2003
Brevin Knight,PG,MEM,2003
Stacey Augmon,SG,NOH,2003
Reggie Evans,PF,SEA,2003
Lee Nailon,SF,NYK,2003
Jérôme Moïso,C,NOH,2003
Anthony Carter,PG,MIA,2003
Željko Rebrača,C,DET,2003
Chris Jefferies,SF,TOR,2003
Jeryl Sasser,SG,ORL,2003
Cherokee Parks,PF,LAC,2003
Dan Dickau,PG,ATL,2003
Dan Langhi,SF,PHO,2003
Terence Morris,SF,HOU,2003
Etan Thomas,PF,WAS,2003
Wang Zhizhi,C,LAC,2003
Darvin Ham,SG,ATL,2003
Brian Scalabrine,PF,NJN,2003
Mark Madsen,PF,LAL,2003
Speedy Claxton,PG,SAS,2003
Chris Wilcox,PF,LAC,2003
Dan Gadzuric,C,MIL,2003
Sean Lampley,SF,MIA,2003
Tremaine Fowlkes,SF,LAC,2003
Jeff Foster,C,IND,2003
Marcus Haislip,PF,MIL,2003
Jake Tsakalidis,C,PHO,2003
Nazr Mohammed,C,ATL,2003
Avery Johnson,PG,DAL,2003
Bimbo Coles,PG,2TM,2003
Bimbo Coles,PG,CLE,2003
Bimbo Coles,PG,BOS,2003
Ervin Johnson,C,MIL,2003
Corie Blount,C,CHI,2003
Mike Wilks,SG,2TM,2003
Mike Wilks,SG,ATL,2003
Mike Wilks,PG,MIN,2003
Kedrick Brown,SF,BOS,2003
Robert Pack,PG,NOH,2003
Fred Hoiberg,SG,CHI,2003
Calvin Booth,C,SEA,2003
Dikembe Mutombo,C,NJN,2003
Tayshaun Prince,SF,DET,2003
Juaquin Hawkins,SG,HOU,2003
John Salmons,PG,PHI,2003
Kenny Satterfield,PG,2TM,2003
Kenny Satterfield,PG,DEN,2003
Kenny Satterfield,PG,PHI,2003
Steven Hunter,C,ORL,2003
Tom Gugliotta,PF,PHO,2003
Qyntel Woods,PF,POR,2003
Carlos Arroyo,PG,UTA,2003
Greg Foster,C,TOR,2003
Jermaine Jackson,SG,2TM,2003
Jermaine Jackson,SG,TOR,2003
Jermaine Jackson,SG,ATL,2003
Jarron Collins,C,UTA,2003
Mamadou N'Diaye,C,TOR,2003
Bobby Simmons,SG,WAS,2003
DeSagana Diop,PF,CLE,2003
Danny Ferry,SF,SAS,2003
Vitaly Potapenko,C,SEA,2003
Scot Pollard,C,SAC,2003
Chris Mills,PF,GSW,2003
John Amaechi,C,UTA,2003
Ansu Sesay,SF,SEA,2003
Ryan Humphrey,PF,2TM,2003
Ryan Humphrey,PF,ORL,2003
Ryan Humphrey,PF,MEM,2003
Tamar Slay,SG,NJN,2003
Monty Williams,SF,PHI,2003
Emanual Davis,SG,ATL,2003
Jannero Pargo,PG,LAL,2003
Predrag Savović,SG,DEN,2003
Reggie Slater,PF,MIN,2003
Loren Woods,C,MIN,2003
Hubert Davis,SG,DET,2003
Jared Jeffries,SF,WAS,2003
Igor Rakočević,PG,MIN,2003
Lawrence Funderburke,PF,SAC,2003
Charles Oakley,C,WAS,2003
Grant Long,PF,BOS,2003
Jahidi White,C,WAS,2003
Tierre Brown,PG,CLE,2003
Tracy Murray,SF,LAL,2003
Jiří Welsch,SF,GSW,2003
Rick Brunson,PG,CHI,2003
Travis Knight,C,NYK,2003
Art Long,PF,2TM,2003
Art Long,PF,PHI,2003
Art Long,PF,TOR,2003
Danny Fortson,PF,GSW,2003
Tariq Abdul-Wahad,SG,DAL,2003
Sean Marks,PF,MIA,2003
Popeye Jones,PF,DAL,2003
Óscar Torres,SG,GSW,2003
Efthimios Rentzias,C,PHI,2003
Tim Hardaway,PG,IND,2003
Joel Przybilla,C,MIL,2003
Jeff Trepagnier,SG,DEN,2003
Lavor Postell,SG,NYK,2003
Primož Brezec,C,IND,2003
Randy Brown,PG,PHO,2003
John Crotty,PG,DEN,2003
Maceo Baston,PF,TOR,2003
Corey Benjamin,SG,ATL,2003
Jason Collier,C,HOU,2003
Michael Stewart,PF,CLE,2003
Danny Manning,PF,DET,2003
Ken Johnson,C,MIA,2003
Bruno Šundov,C,BOS,2003
Roger Mason,SF,CHI,2003
Adam Harrington,SG,2TM,2003
Adam Harrington,SG,DAL,2003
Adam Harrington,SG,DEN,2003
Devin Brown,SG,2TM,2003
Devin Brown,SG,SAS,2003
Devin Brown,SG,DEN,2003
Michael Dickerson,SG,MEM,2003
Boštjan Nachbar,SF,HOU,2003
Damone Brown,PF,TOR,2003
Frank Williams,PG,NYK,2003
Olumide Oyedeji,C,ORL,2003
Ronald Murray,SG,2TM,2003
Ronald Murray,SG,MIL,2003
Ronald Murray,SG,SEA,2003
Horace Grant,PF,ORL,2003
Anthony Goldwire,PG,2TM,2003
Anthony Goldwire,PG,SAS,2003
Anthony Goldwire,PG,WAS,2003
Brandon Armstrong,SG,NJN,2003
Chris Crawford,PF,ATL,2003
Joseph Forte,SG,SEA,2003
Matt Maloney,PG,ATL,2003
Nate Huffman,C,TOR,2003
Fred Jones,SG,IND,2003
Jamison Brewer,PG,IND,2003
Dean Oliver,PG,GSW,2003
Soumaila Samake,C,LAL,2003
Robert Archibald,PF,MEM,2003
Dalibor Bagarić,C,CHI,2003
Bryce Drew,PG,NOH,2003
Mikki Moore,C,2TM,2003
Mikki Moore,C,BOS,2003
Mikki Moore,C,ATL,2003
Evan Eschmeyer,C,DAL,2003
Antoine Rigaudeau,SG,DAL,2003
Mateen Cleaves,PG,SAC,2003
Chris Childs,PG,NJN,2003
Cezary Trybański,C,MEM,2003
Mark Bryant,PF,3TM,2003
Mark Bryant,PF,PHI,2003
Mark Bryant,PF,DEN,2003
Mark Bryant,PF,BOS,2003
Tito Maddox,SG,HOU,2003
Amal McCaskill,C,ATL,2003
Mengke Bateer,C,SAS,2003
Alton Ford,PF,PHO,2003
Zendon Hamilton,C,TOR,2003
Kirk Haston,SF,NOH,2003
Randy Livingston,PG,NOH,2003
Charles Smith,SG,POR,2003
Rubén Wolkowyski,PF,BOS,2003
Brian Cardinal,PF,WAS,2003
Antonio Harvey,PF,ATL,2003
Chris Owens,SF,MEM,2003
Mark Strickland,SF,DAL,2003
Brandon Williams,SF,ATL,2003
Don Reid,PF,DET,2003
Ruben Boumtje-Boumtje,C,POR,2003
Chris Dudley,C,POR,2003
A.J. Guyton,PG,GSW,2003
Donny Marshall,SF,NJN,2003
Guy Rucker,PF,GSW,2003
Jamal Sampson,PF,MIL,2003
Pepe Sánchez,PG,DET,2003
Paul Shirley,PF,ATL,2003
League Average,,,2003
