Player,Pos,Team,Season
Gordan Giriček,SF,2TM,2004
Gordan Giriček,SF,ORL,2004
Gordan Giriček,SG,UTA,2004
Kwame Brown,PF,WAS,2004
Vlade Divac,C,SAC,2004
Reggie Miller,SG,IND,2004
Tyronn Lue,PG,ORL,2004
Jason Williams,PG,MEM,2004
Ben Wallace,C,DET,2004
Mike James,PG,2TM,2004
Mike James,PG,BOS,2004
Mike James,PG,DET,2004
Corliss Williamson,PF,DET,2004
Jiří Welsch,SG,BOS,2004
Hedo Türkoğlu,SF,SAS,2004
Brian Cardinal,PF,GSW,2004
Stromile Swift,PF,MEM,2004
Mike Miller,SF,MEM,2004
Eric Williams,SF,2TM,2004
Eric Williams,SF,BOS,2004
Eric Williams,SF,CLE,2004
Rasho Nesterović,C,SAS,2004
Antonio Davis,C,2TM,2004
Antonio Davis,C,TOR,2004
Antonio Davis,C,CHI,2004
Etan Thomas,C,WAS,2004
Anfernee Hardaway,SG,2TM,2004
Anfernee Hardaway,SG,PHO,2004
Anfernee Hardaway,SG,NYK,2004
Glenn Robinson,SF,PHI,2004
Derek Anderson,SG,POR,2004
Bobby Jackson,SG,SAC,2004
Aaron McKie,SF,PHI,2004
Mehmet Okur,PF,DET,2004
Morris Peterson,SF,TOR,2004
Jarvis Hayes,SF,WAS,2004
Theo Ratliff,C,2TM,2004
Theo Ratliff,C,ATL,2004
Theo Ratliff,C,POR,2004
Shane Battier,SF,MEM,2004
Juan Dixon,SG,WAS,2004
Brian Grant,C,MIA,2004
Samuel Dalembert,C,PHI,2004
Shandon Anderson,SG,NYK,2004
Brent Barry,SG,SEA,2004
Speedy Claxton,PG,GSW,2004
Caron Butler,SF,MIA,2004
Marcus Camby,C,DEN,2004
Dion Glover,SG,2TM,2004
Dion Glover,SG,ATL,2004
Dion Glover,SG,TOR,2004
Toni Kukoč,PF,MIL,2004
Lorenzen Wright,C,MEM,2004
Walter McCarty,PF,BOS,2004
Devean George,SF,LAL,2004
Calbert Cheaney,SF,GSW,2004
Bob Sura,SG,2TM,2004
Bob Sura,SG,DET,2004
Bob Sura,SG,ATL,2004
Nazr Mohammed,C,2TM,2004
Nazr Mohammed,C,ATL,2004
Nazr Mohammed,C,NYK,2004
Brian Skinner,C,MIL,2004
Derek Fisher,SG,LAL,2004
Josh Howard,SF,DAL,2004
Damon Jones,PG,MIL,2004
Raül López,PG,UTA,2004
Antonio Daniels,PG,SEA,2004
Chris Crawford,PF,ATL,2004
Bruce Bowen,SF,SAS,2004
Stanislav Medvedenko,PF,LAL,2004
Chris Wilcox,C,LAC,2004
Karl Malone,PF,LAL,2004
Leandro Barbosa,PG,PHO,2004
Udonis Haslem,PF,MIA,2004
Rodney White,SF,DEN,2004
Kendall Gill,SG,CHI,2004
Rodney Rogers,PF,NJN,2004
Chucky Atkins,PG,2TM,2004
Chucky Atkins,PG,DET,2004
Chucky Atkins,PG,BOS,2004
Brendan Haywood,C,WAS,2004
Vin Baker,PF,2TM,2004
Vin Baker,PF,BOS,2004
Vin Baker,PF,NYK,2004
Fred Hoiberg,SG,MIN,2004
Greg Ostertag,C,UTA,2004
Malik Rose,PF,SAS,2004
Ruben Patterson,SF,POR,2004
Matt Harpring,SF,UTA,2004
Chris Kaman,C,LAC,2004
Keith Bogans,SF,ORL,2004
Jeff Foster,C,IND,2004
Marko Jarić,PG,LAC,2004
Alvin Williams,SG,TOR,2004
Nick Van Exel,PG,GSW,2004
Jarron Collins,C,UTA,2004
Chris Mihm,C,2TM,2004
Chris Mihm,PF,CLE,2004
Chris Mihm,C,BOS,2004
Marcus Banks,PG,BOS,2004
Lucious Harris,PG,NJN,2004
Marquis Daniels,SG,DAL,2004
Casey Jacobsen,SF,PHO,2004
Jared Jeffries,PF,WAS,2004
Jason Collins,C,NJN,2004
Earl Watson,PG,MEM,2004
Howard Eisley,PG,2TM,2004
Howard Eisley,PG,NYK,2004
Howard Eisley,PG,PHO,2004
Vitaly Potapenko,C,SEA,2004
Kareem Rush,SG,LAL,2004
Anthony Johnson,PG,IND,2004
Aaron Williams,C,NJN,2004
Steve Blake,PG,WAS,2004
John Salmons,SG,PHI,2004
Jake Voskuhl,C,PHO,2004
Bobby Simmons,SF,LAC,2004
Jamaal Tinsley,PG,IND,2004
Anthony Peeler,SG,SAC,2004
Chris Webber,PF,SAC,2004
Dan Gadzuric,C,MIL,2004
Charlie Ward,PG,2TM,2004
Charlie Ward,PG,NYK,2004
Charlie Ward,PG,SAS,2004
Jerome Williams,PF,2TM,2004
Jerome Williams,PF,TOR,2004
Jerome Williams,PF,CHI,2004
Kelvin Cato,PF,HOU,2004
Eddie House,SG,LAC,2004
Tony Battie,C,2TM,2004
Tony Battie,C,BOS,2004
Tony Battie,C,CLE,2004
Trenton Hassell,SG,MIN,2004
Stacey Augmon,SF,NOH,2004
Fred Jones,SG,IND,2004
Jamal Mashburn,SF,NOH,2004
Robert Horry,PF,SAS,2004
T.J. Ford,PG,MIL,2004
Austin Croshere,PF,IND,2004
Predrag Drobnjak,C,LAC,2004
Sasha Pavlović,SF,UTA,2004
Luke Ridnour,PG,SEA,2004
Rod Strickland,PG,2TM,2004
Rod Strickland,PG,ORL,2004
Rod Strickland,PG,TOR,2004
Bo Outlaw,PF,MEM,2004
Gary Trent,C,MIN,2004
George Lynch,SF,NOH,2004
Willie Green,SG,PHI,2004
Dikembe Mutombo,C,NYK,2004
Jerry Stackhouse,SF,WAS,2004
Robert Traylor,C,NOH,2004
Elden Campbell,C,DET,2004
Keyon Dooling,PG,LAC,2004
Marcus Fizer,SF,CHI,2004
Steve Smith,SG,NOH,2004
Jon Barry,SG,DEN,2004
Calvin Booth,C,SEA,2004
Eddie Robinson,SF,CHI,2004
Boris Diaw,SG,ATL,2004
Kevin Ollie,PG,CLE,2004
Lee Nailon,PF,3TM,2004
Lee Nailon,PF,ATL,2004
Lee Nailon,SF,ORL,2004
Lee Nailon,SF,CLE,2004
Wesley Person,SG,3TM,2004
Wesley Person,SG,MEM,2004
Wesley Person,SG,POR,2004
Wesley Person,SG,ATL,2004
Darius Songaila,PF,SAC,2004
Dale Davis,C,POR,2004
Kyle Korver,SF,PHI,2004
Michael Doleac,C,2TM,2004
Michael Doleac,C,NYK,2004
Michael Doleac,C,DEN,2004
Jerome James,C,SEA,2004
Rasual Butler,SF,MIA,2004
Ronald Dupree,SF,CHI,2004
Antonio McDyess,PF,2TM,2004
Antonio McDyess,PF,NYK,2004
Antonio McDyess,PF,PHO,2004
Bryon Russell,SF,LAL,2004
Kedrick Brown,SF,2TM,2004
Kedrick Brown,SF,BOS,2004
Kedrick Brown,SF,CLE,2004
Dajuan Wagner,SG,CLE,2004
Wally Szczerbiak,SF,MIN,2004
Christian Laettner,PF,WAS,2004
Mo Williams,SG,UTA,2004
Troy Murphy,PF,GSW,2004
Mickaël Piétrus,PG,GSW,2004
Michael Olowokandi,C,MIN,2004
David West,PF,NOH,2004
Derrick Coleman,C,PHI,2004
Jacque Vaughn,PG,ATL,2004
Kenny Anderson,PG,IND,2004
Jahidi White,C,2TM,2004
Jahidi White,C,WAS,2004
Jahidi White,C,PHO,2004
Clarence Weatherspoon,PF,2TM,2004
Clarence Weatherspoon,PF,NYK,2004
Clarence Weatherspoon,PF,HOU,2004
Brevin Knight,PG,3TM,2004
Brevin Knight,PG,PHO,2004
Brevin Knight,PG,WAS,2004
Brevin Knight,PG,MIL,2004
Mark Madsen,C,MIN,2004
Othella Harrington,PF,NYK,2004
Milt Palacio,PG,TOR,2004
Shammond Williams,PG,2TM,2004
Shammond Williams,SG,ORL,2004
Shammond Williams,PG,NOH,2004
Ira Newble,SF,CLE,2004
Tony Massenburg,PF,SAC,2004
Lonny Baxter,PF,3TM,2004
Lonny Baxter,PF,CHI,2004
Lonny Baxter,C,TOR,2004
Lonny Baxter,PF,WAS,2004
Corie Blount,PF,2TM,2004
Corie Blount,PF,CHI,2004
Corie Blount,C,TOR,2004
Chris Andersen,PF,DEN,2004
Brian Scalabrine,PF,NJN,2004
Donnell Harvey,PF,2TM,2004
Donnell Harvey,PF,ORL,2004
Donnell Harvey,PF,PHO,2004
Devin Brown,SG,SAS,2004
Moochie Norris,PG,2TM,2004
Moochie Norris,PG,HOU,2004
Moochie Norris,PG,NYK,2004
Erick Strickland,PG,MIL,2004
Andrew DeClercq,C,ORL,2004
Jason Collier,C,ATL,2004
Qyntel Woods,SF,POR,2004
Doug Overton,PG,2TM,2004
Doug Overton,PG,NJN,2004
Doug Overton,PG,LAC,2004
Horace Grant,PF,LAL,2004
Shawn Bradley,C,DAL,2004
Frank Williams,PG,NYK,2004
Francisco Elson,C,DEN,2004
Troy Hudson,PG,MIN,2004
Reggie Evans,PF,SEA,2004
Danny Fortson,C,DAL,2004
Daniel Santiago,C,MIL,2004
Tyson Chandler,PF,CHI,2004
Avery Johnson,PG,GSW,2004
Jannero Pargo,PG,3TM,2004
Jannero Pargo,PG,LAL,2004
Jannero Pargo,PG,TOR,2004
Jannero Pargo,PG,CHI,2004
Marc Jackson,PF,PHI,2004
Michael Curry,SF,TOR,2004
Žarko Čabarkapa,PF,PHO,2004
Eric Piatkowski,SF,HOU,2004
Scott Padgett,PF,HOU,2004
Ansu Sesay,SF,SEA,2004
Scott Williams,C,2TM,2004
Scott Williams,C,PHO,2004
Scott Williams,C,DAL,2004
Tony Delk,SG,DAL,2004
Lamond Murray,SF,TOR,2004
Ron Mercer,SG,SAS,2004
Zaza Pachulia,C,ORL,2004
Malik Allen,PF,MIA,2004
Steven Hunter,C,ORL,2004
Rick Fox,SF,LAL,2004
Richie Frahm,SF,SEA,2004
Mike Sweetney,PF,NYK,2004
Jason Hart,PG,SAS,2004
Eduardo Nájera,SF,DAL,2004
Luke Walton,PF,LAL,2004
Linton Johnson,SF,CHI,2004
Matt Barnes,SF,LAC,2004
Travis Best,PG,DAL,2004
Jake Tsakalidis,C,MEM,2004
Zendon Hamilton,C,PHI,2004
Greg Buckner,SG,PHI,2004
Kevin Willis,C,SAS,2004
Tom Gugliotta,PF,2TM,2004
Tom Gugliotta,PF,PHO,2004
Tom Gugliotta,PF,UTA,2004
John Wallace,SF,MIA,2004
Melvin Ely,PF,LAC,2004
Brian Cook,C,LAL,2004
Zoran Planinić,SG,NJN,2004
Brandon Armstrong,SG,NJN,2004
Jonathan Bender,SF,IND,2004
Jason Kapono,SF,CLE,2004
Sean Rooks,C,2TM,2004
Sean Rooks,C,NOH,2004
Sean Rooks,C,ORL,2004
Boštjan Nachbar,SF,HOU,2004
Adonal Foyle,C,GSW,2004
Scottie Pippen,SF,CHI,2004
Mitchell Butler,SG,WAS,2004
Raef LaFrentz,C,BOS,2004
Mikki Moore,C,2TM,2004
Mikki Moore,C,NJN,2004
Mikki Moore,PF,UTA,2004
Ervin Johnson,C,MIN,2004
DeSagana Diop,C,CLE,2004
Brandon Hunter,PF,BOS,2004
Travis Hansen,SF,ATL,2004
Oliver Miller,C,MIN,2004
Loren Woods,C,MIA,2004
Rick Brunson,PG,2TM,2004
Rick Brunson,PG,TOR,2004
Rick Brunson,PG,CHI,2004
J.R. Bremer,PG,2TM,2004
J.R. Bremer,PG,CLE,2004
J.R. Bremer,PG,GSW,2004
Lindsey Hunter,SG,DET,2004
DerMarr Johnson,SF,NYK,2004
Amal McCaskill,C,PHI,2004
Vladimir Stepania,C,POR,2004
Scot Pollard,C,IND,2004
Nikoloz Tskitishvili,PF,DEN,2004
Samaki Walker,PF,MIA,2004
Mark Jackson,PG,HOU,2004
Jérôme Moïso,PF,TOR,2004
Mamadou N'Diaye,C,2TM,2004
Mamadou N'Diaye,C,DAL,2004
Mamadou N'Diaye,C,ATL,2004
Darvin Ham,SF,DET,2004
Maciej Lampe,C,PHO,2004
Alonzo Mourning,C,NJN,2004
Roger Mason,SG,2TM,2004
Roger Mason,SG,CHI,2004
Roger Mason,SG,TOR,2004
Dan Dickau,PG,2TM,2004
Dan Dickau,PG,ATL,2004
Dan Dickau,PG,POR,2004
Marcus Haislip,PF,MIL,2004
Jumaine Jones,SG,BOS,2004
Michael Ruffin,PF,UTA,2004
Željko Rebrača,C,2TM,2004
Željko Rebrača,C,DET,2004
Željko Rebrača,C,ATL,2004
Keith McLeod,PG,MIN,2004
Chris Jefferies,SF,2TM,2004
Chris Jefferies,SG,TOR,2004
Chris Jefferies,SF,CHI,2004
Gerald Wallace,SF,SAC,2004
Reece Gaines,PG,ORL,2004
Ben Handlogten,C,UTA,2004
Glen Rice,SF,LAC,2004
Jabari Smith,C,SAC,2004
Curtis Borchardt,C,UTA,2004
Darrick Martin,PG,MIN,2004
Tamar Slay,SG,NJN,2004
Eddie Gill,PG,POR,2004
Mike Wilks,PG,HOU,2004
Robert Pack,PG,NJN,2004
Joel Przybilla,C,2TM,2004
Joel Przybilla,C,MIL,2004
Joel Przybilla,C,ATL,2004
Darko Miličić,C,DET,2004
Chris Whitney,PG,WAS,2004
Wang Zhizhi,C,2TM,2004
Wang Zhizhi,C,LAC,2004
Wang Zhizhi,C,MIA,2004
Ryan Bowen,PF,DEN,2004
Tremaine Fowlkes,SF,DET,2004
Theron Smith,SF,MEM,2004
Britton Johnsen,C,ORL,2004
Maurice Carter,SG,2TM,2004
Maurice Carter,SG,LAL,2004
Maurice Carter,SG,NOH,2004
Rodney Buford,SF,SAC,2004
Torraye Braggs,PF,2TM,2004
Torraye Braggs,PF,HOU,2004
Torraye Braggs,PF,WAS,2004
Dahntay Jones,SG,MEM,2004
Sean Lampley,SF,GSW,2004
Jamison Brewer,PG,IND,2004
Desmond Penigar,PF,ORL,2004
Robert Archibald,PF,3TM,2004
Robert Archibald,PF,PHO,2004
Robert Archibald,PF,ORL,2004
Robert Archibald,C,TOR,2004
Jamal Sampson,C,LAL,2004
Primož Brezec,C,IND,2004
Bimbo Coles,PG,MIA,2004
Derrick Dial,SG,ORL,2004
Paul Grant,C,UTA,2004
Jeff Trepagnier,SG,DEN,2004
Alan Henderson,PF,ATL,2004
Anthony Carter,PG,SAS,2004
Shane Heal,PG,SAS,2004
Kendrick Perkins,C,BOS,2004
Paul Shirley,PF,CHI,2004
Matt Carroll,SG,2TM,2004
Matt Carroll,SG,POR,2004
Matt Carroll,SG,SAS,2004
Anthony Goldwire,PG,2TM,2004
Anthony Goldwire,PG,MIN,2004
Anthony Goldwire,PG,NJN,2004
Quincy Lewis,SF,MIN,2004
Mateen Cleaves,PG,CLE,2004
Alton Ford,PF,HOU,2004
Michael Bradley,C,2TM,2004
Michael Bradley,PF,TOR,2004
Michael Bradley,C,ATL,2004
Omar Cook,PG,POR,2004
Ndudi Ebi,SF,MIN,2004
Desmond Ferguson,SF,POR,2004
Michael Stewart,C,2TM,2004
Michael Stewart,PF,CLE,2004
Michael Stewart,C,BOS,2004
Dan Langhi,SF,2TM,2004
Dan Langhi,SF,GSW,2004
Dan Langhi,SF,MIL,2004
Bryce Drew,PG,NOH,2004
Cherokee Parks,C,GSW,2004
Troy Bell,PG,MEM,2004
Adrian Griffin,SG,HOU,2004
Bruno Šundov,C,2TM,2004
Bruno Šundov,C,CLE,2004
Bruno Šundov,C,NYK,2004
Tyrone Hill,PF,MIA,2004
Charles Oakley,PF,HOU,2004
Mengke Bateer,C,TOR,2004
Hiram Fuller,PF,ATL,2004
Randy Livingston,PG,LAC,2004
Tracy Murray,SF,POR,2004
Travis Outlaw,PF,POR,2004
Ime Udoka,SF,LAL,2004
Kaniel Dickens,PF,POR,2004
James Jones,SF,IND,2004
Dana Barros,SG,BOS,2004
Tierre Brown,PG,NOH,2004
Josh Davis,PF,ATL,2004
Ruben Boumtje-Boumtje,C,POR,2004
Keon Clark,PF,UTA,2004
Hubert Davis,SG,2TM,2004
Hubert Davis,SG,DET,2004
Hubert Davis,SG,NJN,2004
Rusty LaRue,PG,GSW,2004
Damone Brown,PF,NJN,2004
Alex Garcia,SG,SAS,2004
Kirk Penney,SG,MIA,2004
Jerome Beasley,PF,MIA,2004
Pat Garrity,PF,ORL,2004
Ryan Humphrey,PF,MEM,2004
Mark Pope,PF,DEN,2004
Leon Smith,C,SEA,2004
Cezary Trybański,C,2TM,2004
Cezary Trybański,C,PHO,2004
Cezary Trybański,C,NYK,2004
Popeye Jones,PF,GSW,2004
Jelani McCoy,C,CLE,2004
Olden Polynice,C,LAC,2004
Slavko Vraneš,C,POR,2004
League Average,,,2004
