Player,Pos,Team,Season
Carlos Boozer,PF,UTA,2005
Kenny Thomas,PF,2TM,2005
Kenny Thomas,PF,PHI,2005
Kenny Thomas,PF,SAC,2005
Dan Dickau,PG,2TM,2005
Dan Dickau,PG,DAL,2005
Dan Dickau,PG,NOH,2005
P.J. Brown,PF,NOH,2005
Baron Davis,PG,2TM,2005
Baron Davis,PG,NOH,2005
Baron Davis,PG,GSW,2005
Raef LaFrentz,PF,BOS,2005
Derek Fisher,PG,GSW,2005
Brad Miller,C,SAC,2005
Gary Payton,PG,BOS,2005
Zach Randolph,PF,POR,2005
Mike James,PG,2TM,2005
Mike James,PG,MIL,2005
Mike James,PG,HOU,2005
Udonis Haslem,PF,MIA,2005
Tim Thomas,SF,NYK,2005
Antonio Daniels,PG,SEA,2005
Jerry Stackhouse,SG,DAL,2005
Luke Ridnour,PG,SEA,2005
Mo Williams,PG,MIL,2005
Fred Jones,SG,IND,2005
Joe Smith,PF,MIL,2005
Darius Miles,SF,POR,2005
Ruben Patterson,SF,POR,2005
Josh Childress,SG,ATL,2005
Sam Cassell,PG,MIN,2005
Shane Battier,SG,MEM,2005
Tyronn Lue,PG,2TM,2005
Tyronn Lue,PG,HOU,2005
Tyronn Lue,PG,ATL,2005
J.R. Smith,SG,NOH,2005
Gerald Wallace,SF,CHA,2005
Raja Bell,SG,UTA,2005
Mark Blount,C,BOS,2005
Lorenzen Wright,C,MEM,2005
Nenad Krstić,PF,NJN,2005
Donyell Marshall,PF,TOR,2005
Andre Iguodala,SG,PHI,2005
Vladimir Radmanović,PF,SEA,2005
Corliss Williamson,PF,2TM,2005
Corliss Williamson,PF,PHI,2005
Corliss Williamson,PF,SAC,2005
Antonio McDyess,PF,DET,2005
Chris Mihm,C,LAL,2005
Richard Jefferson,SF,NJN,2005
Nazr Mohammed,C,2TM,2005
Nazr Mohammed,C,NYK,2005
Nazr Mohammed,C,SAS,2005
Ben Wallace,C,DET,2005
Bonzi Wells,SG,MEM,2005
Jason Williams,PG,MEM,2005
Gordan Giriček,SG,UTA,2005
Josh Smith,SF,ATL,2005
Keith Bogans,SG,CHA,2005
Speedy Claxton,PG,2TM,2005
Speedy Claxton,PG,GSW,2005
Speedy Claxton,PG,NOH,2005
Luol Deng,SF,CHI,2005
Jason Hart,PG,CHA,2005
Keith Van Horn,PF,2TM,2005
Keith Van Horn,SF,MIL,2005
Keith Van Horn,PF,DAL,2005
Troy Hudson,PG,MIN,2005
Jameer Nelson,PG,ORL,2005
Jason Kapono,SF,CHA,2005
Marcus Camby,C,DEN,2005
Andrés Nocioni,SF,CHI,2005
Bruce Bowen,SF,SAS,2005
Jim Jackson,SF,2TM,2005
Jim Jackson,SF,HOU,2005
Jim Jackson,SF,PHO,2005
Tony Delk,SG,ATL,2005
Brevin Knight,PG,CHA,2005
Mike Sweetney,C,NYK,2005
Austin Croshere,PF,IND,2005
Tyson Chandler,C,CHI,2005
Andrei Kirilenko,PF,UTA,2005
Brendan Haywood,C,WAS,2005
Mickaël Piétrus,SF,GSW,2005
Bob Sura,PG,HOU,2005
Jamaal Tinsley,PG,IND,2005
Earl Watson,PG,MEM,2005
Darius Songaila,PF,SAC,2005
Stromile Swift,PF,MEM,2005
Brent Barry,SG,SAS,2005
Predrag Drobnjak,C,ATL,2005
Dan Gadzuric,C,MIL,2005
Matt Bonner,C,TOR,2005
Samuel Dalembert,C,PHI,2005
Nick Van Exel,SG,POR,2005
Juwan Howard,PF,HOU,2005
Jumaine Jones,SF,LAL,2005
Melvin Ely,PF,CHA,2005
Chris Kaman,C,LAC,2005
Othella Harrington,PF,CHI,2005
Jarvis Hayes,SF,WAS,2005
Casey Jacobsen,SG,2TM,2005
Casey Jacobsen,SF,PHO,2005
Casey Jacobsen,SG,NOH,2005
Marquis Daniels,SG,DAL,2005
Erick Dampier,C,DAL,2005
Trenton Hassell,SG,MIN,2005
Malik Rose,PF,2TM,2005
Malik Rose,PF,SAS,2005
Malik Rose,PF,NYK,2005
Clifford Robinson,PF,2TM,2005
Clifford Robinson,C,GSW,2005
Clifford Robinson,PF,NJN,2005
Anthony Johnson,PG,IND,2005
Nenê,C,DEN,2005
Eddie Griffin,PF,MIN,2005
Jared Jeffries,SF,WAS,2005
Brian Cardinal,PF,MEM,2005
Travis Best,PG,NJN,2005
Chris Andersen,C,NOH,2005
Jason Collins,C,NJN,2005
Juan Dixon,SG,WAS,2005
DerMarr Johnson,SG,DEN,2005
Antonio Davis,PF,CHI,2005
Devin Brown,SG,SAS,2005
Boštjan Nachbar,SF,2TM,2005
Boštjan Nachbar,SF,HOU,2005
Boštjan Nachbar,PF,NOH,2005
Marko Jarić,PG,LAC,2005
Tony Allen,SG,BOS,2005
Joel Przybilla,C,POR,2005
Chris Duhon,PG,CHI,2005
Al Jefferson,PF,BOS,2005
Maurice Taylor,PF,2TM,2005
Maurice Taylor,PF,HOU,2005
Maurice Taylor,C,NYK,2005
Beno Udrih,PG,SAS,2005
Trevor Ariza,SF,NYK,2005
Milt Palacio,PG,TOR,2005
Nick Collison,C,SEA,2005
Danny Fortson,C,SEA,2005
Jiří Welsch,SG,2TM,2005
Jiří Welsch,SG,BOS,2005
Jiří Welsch,SF,CLE,2005
Carlos Arroyo,PG,2TM,2005
Carlos Arroyo,PG,UTA,2005
Carlos Arroyo,PG,DET,2005
Sebastian Telfair,PG,POR,2005
Brian Cook,C,LAL,2005
Zaza Pachulia,C,MIL,2005
Jon Barry,SG,2TM,2005
Jon Barry,SG,ATL,2005
Jon Barry,SG,HOU,2005
Robert Horry,PF,SAS,2005
Rodney Buford,SF,NJN,2005
Rodney Rogers,SF,2TM,2005
Rodney Rogers,SF,NOH,2005
Rodney Rogers,PF,PHI,2005
Leandro Barbosa,PG,PHO,2005
Ira Newble,SG,CLE,2005
Rick Brunson,PG,LAC,2005
Willie Green,SG,PHI,2005
Fred Hoiberg,SG,MIN,2005
Devin Harris,PG,DAL,2005
Derek Anderson,SG,POR,2005
Greg Buckner,SG,DEN,2005
Kelvin Cato,C,ORL,2005
DeShawn Stevenson,SG,ORL,2005
Jeff Foster,C,IND,2005
Chris Wilcox,C,LAC,2005
Eric Williams,SG,2TM,2005
Eric Williams,SG,NJN,2005
Eric Williams,SG,TOR,2005
Rasual Butler,SF,MIA,2005
Maurice Evans,SG,SAC,2005
Keith McLeod,PG,UTA,2005
Howard Eisley,PG,UTA,2005
Rasho Nesterović,C,SAS,2005
Robert Traylor,C,CLE,2005
James Posey,SF,MEM,2005
Jason Collier,C,ATL,2005
Kareem Rush,SG,2TM,2005
Kareem Rush,SG,LAL,2005
Kareem Rush,SG,CHA,2005
Quinton Ross,SG,LAC,2005
Eddie House,SG,3TM,2005
Eddie House,SG,CHA,2005
Eddie House,SG,MIL,2005
Eddie House,PG,SAC,2005
Mikki Moore,PF,LAC,2005
Jerome James,C,SEA,2005
Tony Battie,C,ORL,2005
Reggie Evans,PF,SEA,2005
Keyon Dooling,PG,MIA,2005
Jacque Vaughn,SG,NJN,2005
Marcus Banks,PG,BOS,2005
James Jones,SF,IND,2005
Lamond Murray,SF,TOR,2005
Michael Olowokandi,C,MIN,2005
Jerome Williams,SF,NYK,2005
Eduardo Nájera,PF,2TM,2005
Eduardo Nájera,PF,GSW,2005
Eduardo Nájera,PF,DEN,2005
Adonal Foyle,C,GSW,2005
Steven Hunter,C,PHO,2005
Ronald Murray,SG,SEA,2005
Doug Christie,SG,2TM,2005
Doug Christie,SG,SAC,2005
Doug Christie,SG,ORL,2005
Željko Rebrača,C,LAC,2005
Brian Scalabrine,PF,NJN,2005
Kirk Snyder,SG,UTA,2005
Marcus Fizer,PF,MIL,2005
Tierre Brown,PG,LAL,2005
Etan Thomas,C,WAS,2005
Pat Garrity,PF,ORL,2005
Eric Piatkowski,SG,CHI,2005
Dikembe Mutombo,C,HOU,2005
Eric Snow,SG,CLE,2005
Michael Doleac,C,MIA,2005
Travis Outlaw,SF,POR,2005
Boris Diaw,SG,ATL,2005
Sasha Pavlović,SG,CLE,2005
Steve Smith,SG,2TM,2005
Steve Smith,SG,CHA,2005
Steve Smith,SG,MIA,2005
Lucious Harris,SG,CLE,2005
Bryon Russell,SF,DEN,2005
Theo Ratliff,C,POR,2005
Bobby Jackson,SG,SAC,2005
Erick Strickland,SG,MIL,2005
Toni Kukoč,SF,MIL,2005
Rodney White,SF,2TM,2005
Rodney White,SF,DEN,2005
Rodney White,SF,GSW,2005
Kwame Brown,PF,WAS,2005
Lindsey Hunter,SG,DET,2005
Dale Davis,C,2TM,2005
Dale Davis,C,GSW,2005
Dale Davis,C,IND,2005
Alonzo Mourning,C,2TM,2005
Alonzo Mourning,PF,NJN,2005
Alonzo Mourning,C,MIA,2005
Kris Humphries,PF,UTA,2005
Scott Padgett,PF,HOU,2005
Alan Henderson,PF,DAL,2005
Jamaal Magloire,C,NOH,2005
Eddie Gill,PG,IND,2005
Anfernee Hardaway,SF,NYK,2005
Anderson Varejão,PF,CLE,2005
David Harrison,C,IND,2005
Wesley Person,SF,2TM,2005
Wesley Person,SF,MIA,2005
Wesley Person,SF,DEN,2005
Darrell Armstrong,PG,2TM,2005
Darrell Armstrong,PG,NOH,2005
Darrell Armstrong,PG,DAL,2005
Brian Grant,C,LAL,2005
Christian Laettner,PF,MIA,2005
Walter McCarty,PF,2TM,2005
Walter McCarty,PF,BOS,2005
Walter McCarty,PF,PHO,2005
Shandon Anderson,SF,2TM,2005
Shandon Anderson,SG,NYK,2005
Shandon Anderson,SF,MIA,2005
Calbert Cheaney,SG,GSW,2005
Francisco Elson,C,DEN,2005
Tom Gugliotta,PF,2TM,2005
Tom Gugliotta,PF,BOS,2005
Tom Gugliotta,PF,ATL,2005
Žarko Čabarkapa,PF,2TM,2005
Žarko Čabarkapa,PF,PHO,2005
Žarko Čabarkapa,PF,GSW,2005
Allan Houston,SG,NYK,2005
John Salmons,SG,PHI,2005
Dahntay Jones,SG,MEM,2005
Brian Skinner,PF,2TM,2005
Brian Skinner,PF,PHI,2005
Brian Skinner,C,SAC,2005
Obinna Ekezie,C,ATL,2005
Matt Carroll,SG,CHA,2005
Shaun Livingston,PG,LAC,2005
Royal Ivey,PG,ATL,2005
Zoran Planinić,PG,NJN,2005
Jarron Collins,C,UTA,2005
Jackson Vroman,C,2TM,2005
Jackson Vroman,PF,PHO,2005
Jackson Vroman,C,NOH,2005
Shawn Bradley,C,DAL,2005
Jannero Pargo,PG,CHI,2005
Kenny Anderson,PG,2TM,2005
Kenny Anderson,PG,ATL,2005
Kenny Anderson,PG,LAC,2005
Curtis Borchardt,C,UTA,2005
Luke Walton,SF,LAL,2005
Rafael Araújo,C,TOR,2005
Tony Massenburg,PF,SAS,2005
Malik Allen,PF,2TM,2005
Malik Allen,PF,MIA,2005
Malik Allen,PF,CHA,2005
Stacey Augmon,SF,ORL,2005
Steve Blake,PG,WAS,2005
Scot Pollard,C,IND,2005
David West,SF,NOH,2005
Damien Wilkins,SF,SEA,2005
Anthony Carter,PG,MIN,2005
Loren Woods,C,TOR,2005
Delonte West,SG,BOS,2005
Metta World Peace,SF,IND,2005
Anthony Goldwire,PG,2TM,2005
Anthony Goldwire,PG,DET,2005
Anthony Goldwire,PG,MIL,2005
Jabari Smith,PF,NJN,2005
Stanislav Medvedenko,PF,LAL,2005
Matt Barnes,SF,SAC,2005
Richie Frahm,SG,POR,2005
George Lynch,SF,NOH,2005
Junior Harrington,SG,NOH,2005
Raül López,PG,UTA,2005
Anthony Peeler,SG,WAS,2005
Ronald Dupree,SF,DET,2005
Aaron McKie,SG,PHI,2005
Adrian Griffin,SF,CHI,2005
Kendrick Perkins,C,BOS,2005
Ron Mercer,SF,NJN,2005
Laron Profit,SF,WAS,2005
Viktor Khryapa,SF,POR,2005
Kevin Martin,PG,SAC,2005
Donta Smith,SG,ATL,2005
Calvin Booth,C,2TM,2005
Calvin Booth,C,DAL,2005
Calvin Booth,C,MIL,2005
Clarence Weatherspoon,PF,HOU,2005
Elden Campbell,C,2TM,2005
Elden Campbell,C,NJN,2005
Elden Campbell,C,DET,2005
Mario Kasun,C,ORL,2005
Andre Barrett,PG,2TM,2005
Andre Barrett,PG,HOU,2005
Andre Barrett,PG,ORL,2005
Josh Davis,PF,PHI,2005
Vitaly Potapenko,C,SEA,2005
Carlos Delfino,SG,DET,2005
Maciej Lampe,C,2TM,2005
Maciej Lampe,C,PHO,2005
Maciej Lampe,C,NOH,2005
Ryan Bowen,SF,HOU,2005
Lionel Chalmers,PG,LAC,2005
Michael Ruffin,C,WAS,2005
John Thomas,C,MIN,2005
Devean George,SF,LAL,2005
Andris Biedriņš,C,GSW,2005
Theron Smith,SF,CHA,2005
Ryan Humphrey,SF,MEM,2005
Sasha Vujačić,SG,LAL,2005
Ben Handlogten,C,UTA,2005
Brandon Hunter,PF,ORL,2005
Matt Freije,PF,NOH,2005
Bernard Robinson,SG,CHA,2005
Billy Thomas,SF,NJN,2005
Glenn Robinson,SF,SAS,2005
Moochie Norris,PG,2TM,2005
Moochie Norris,PG,NYK,2005
Moochie Norris,PG,HOU,2005
Mark Madsen,C,MIN,2005
Greg Ostertag,C,SAC,2005
Kevin Willis,C,ATL,2005
Kendall Gill,SG,MIL,2005
Mike Wilks,PG,SAS,2005
Jake Voskuhl,C,PHO,2005
Jamal Sampson,PF,CHA,2005
Jake Tsakalidis,C,MEM,2005
Sean Marks,PF,SAS,2005
Charlie Ward,PG,HOU,2005
Antonio Burks,PG,MEM,2005
Ervin Johnson,C,MIN,2005
Aaron Williams,C,2TM,2005
Aaron Williams,C,NJN,2005
Aaron Williams,C,TOR,2005
Kerry Kittles,SG,LAC,2005
Darko Miličić,C,DET,2005
Randy Livingston,PG,UTA,2005
Pape Sow,C,TOR,2005
Damone Brown,SF,WAS,2005
Zendon Hamilton,C,MIL,2005
Nikoloz Tskitishvili,PF,2TM,2005
Nikoloz Tskitishvili,PF,DEN,2005
Nikoloz Tskitishvili,PF,GSW,2005
Cory Alexander,SG,CHA,2005
Ansu Sesay,SF,GSW,2005
Smush Parker,PG,2TM,2005
Smush Parker,PG,DET,2005
Smush Parker,PG,PHO,2005
Darvin Ham,SF,DET,2005
Alex Garcia,SG,NOH,2005
Dajuan Wagner,SG,CLE,2005
Wang Zhizhi,C,MIA,2005
Jermaine Jackson,SG,NYK,2005
Horace Jenkins,PG,DET,2005
Darrick Martin,PG,LAC,2005
Jahidi White,C,CHA,2005
Justin Reed,SF,BOS,2005
Reece Gaines,PG,2TM,2005
Reece Gaines,PG,HOU,2005
Reece Gaines,PG,MIL,2005
DeSagana Diop,C,CLE,2005
Jonathan Bender,SF,IND,2005
Vin Baker,C,2TM,2005
Vin Baker,PF,NYK,2005
Vin Baker,C,HOU,2005
Luis Flores,PG,2TM,2005
Luis Flores,PG,GSW,2005
Luis Flores,PG,DEN,2005
Vlade Divac,C,LAL,2005
Scott Williams,C,CLE,2005
Michael Bradley,PF,3TM,2005
Michael Bradley,PF,ORL,2005
Michael Bradley,PF,SAC,2005
Michael Bradley,PF,PHI,2005
Marcus Haislip,PF,IND,2005
Jamison Brewer,PG,NYK,2005
Michael Curry,SF,IND,2005
John Edwards,C,IND,2005
Luke Jackson,SF,CLE,2005
Voshon Lenard,SG,DEN,2005
Bo Outlaw,PF,PHO,2005
Kevin Ollie,PG,PHI,2005
Tamar Slay,SG,CHA,2005
Rod Strickland,PG,HOU,2005
Jérôme Moïso,PF,3TM,2005
Jérôme Moïso,C,TOR,2005
Jérôme Moïso,C,NJN,2005
Jérôme Moïso,PF,CLE,2005
Ndudi Ebi,SG,MIN,2005
Corsley Edwards,C,NOH,2005
Ha Seung-Jin,C,POR,2005
James Thomas,PF,2TM,2005
James Thomas,PF,POR,2005
James Thomas,PF,ATL,2005
Dion Glover,SG,SAS,2005
Michael Stewart,PF,ATL,2005
Bruno Šundov,C,NYK,2005
Samaki Walker,PF,WAS,2005
Omar Cook,PG,TOR,2005
Mark Jones,SF,ORL,2005
Daniel Santiago,C,MIL,2005
Jared Reiner,C,CHI,2005
Mamadou N'Diaye,C,LAC,2005
Tremaine Fowlkes,SF,IND,2005
Aleksandar Radojević,C,UTA,2005
D.J. Mbenga,C,DAL,2005
Jelani McCoy,C,ATL,2005
Robert Swift,C,SEA,2005
Mateen Cleaves,PG,SEA,2005
Erik Daniels,SF,SAC,2005
Kaniel Dickens,SF,NJN,2005
Kedrick Brown,SF,PHI,2005
Britton Johnsen,SF,IND,2005
Paul Shirley,PF,PHO,2005
Peter John Ramos,C,WAS,2005
Jackie Butler,C,NYK,2005
Qyntel Woods,SF,MIA,2005
Derrick Coleman,C,DET,2005
Andrew DeClercq,C,ORL,2005
Lawrence Funderburke,PF,CHI,2005
Geno Carlisle,SG,POR,2005
Donnell Harvey,PF,NJN,2005
Awvee Storey,SG,NJN,2005
Andre Emmett,SG,MEM,2005
Yuta Tabuse,PG,PHO,2005
Dorell Wright,SF,MIA,2005
Lonny Baxter,PF,NOH,2005
Torraye Braggs,PF,HOU,2005
Frank Williams,SG,CHI,2005
Tony Bobbitt,SG,LAL,2005
Anthony Miller,PF,ATL,2005
Mark Pope,PF,DEN,2005
Kirk Penney,SG,LAC,2005
Pavel Podkolzin,C,DAL,2005
Maurice Baker,PG,2TM,2005
Maurice Baker,PG,LAC,2005
Maurice Baker,PG,POR,2005
Linton Johnson,SF,SAS,2005
Brandin Knight,PG,HOU,2005
Ibo Kutluay,SG,SEA,2005
League Average,,,2005
