Player,Pos,Team,Season
Derek Anderson,SG,POR,2002
Antonio Daniels,SG,SAS,2002
Jamaal Tinsley,PG,IND,2002
Dale Davis,C,POR,2002
Richard Jefferson,SF,NJN,2002
Jon Barry,SG,DET,2002
Eric Snow,PG,PHI,2002
Anthony Peeler,SG,MIN,2002
Ron Mercer,SG,2TM,2002
Ron Mercer,SG,CHI,2002
Ron Mercer,SG,IND,2002
Kenny Anderson,PG,BOS,2002
Metta World Peace,SF,2TM,2002
Metta World Peace,SF,CHI,2002
Metta World Peace,SF,IND,2002
Corey Maggette,SG,LAC,2002
Tony Parker,PG,SAS,2002
Jamaal Magloire,C,CHH,2002
Zydrunas Ilgauskas,C,CLE,2002
Rasho Nesterović,C,MIN,2002
Mark Jackson,PG,NYK,2002
Trenton Hassell,SG,CHI,2002
Lucious Harris,SG,NJN,2002
Brian Grant,PF,MIA,2002
Jumaine Jones,PF,CLE,2002
P.J. Brown,C,CHH,2002
Moochie Norris,PG,HOU,2002
Scottie Pippen,SF,POR,2002
Tim Hardaway,PG,2TM,2002
Tim Hardaway,PG,DAL,2002
Tim Hardaway,PG,DEN,2002
Rick Fox,SF,LAL,2002
Eddie Griffin,PF,HOU,2002
Bryon Russell,SG,UTA,2002
Eric Piatkowski,SG,LAC,2002
Ben Wallace,C,DET,2002
Horace Grant,C,ORL,2002
Erick Strickland,PG,BOS,2002
Todd MacCulloch,C,NJN,2002
George McCloud,SF,DEN,2002
DerMarr Johnson,SF,ATL,2002
Tony Delk,SG,2TM,2002
Tony Delk,SG,PHO,2002
Tony Delk,SG,BOS,2002
Othella Harrington,PF,NYK,2002
Aaron Williams,PF,NJN,2002
Rodney Buford,SG,MEM,2002
Jim Jackson,SF,MIA,2002
Aaron McKie,SG,PHI,2002
Toni Kukoč,SF,ATL,2002
Jonathan Bender,SF,IND,2002
Devean George,SF,LAL,2002
Joe Johnson,SG,2TM,2002
Joe Johnson,SG,BOS,2002
Joe Johnson,SG,PHO,2002
Travis Best,PG,2TM,2002
Travis Best,PG,IND,2002
Travis Best,PG,CHI,2002
Al Harrington,PF,IND,2002
Chris Mihm,C,CLE,2002
Tyronn Lue,PG,WAS,2002
Erick Dampier,C,GSW,2002
Popeye Jones,PF,WAS,2002
Robert Horry,PF,LAL,2002
Courtney Alexander,SG,WAS,2002
Jacque Vaughn,PG,ATL,2002
Avery Johnson,PG,2TM,2002
Avery Johnson,PG,DEN,2002
Avery Johnson,PG,DAL,2002
Jerome Williams,PF,TOR,2002
Austin Croshere,PF,IND,2002
Lorenzen Wright,C,MEM,2002
Eddie House,PG,MIA,2002
Željko Rebrača,C,DET,2002
Gilbert Arenas,PG,GSW,2002
Tony Battie,C,BOS,2002
Scot Pollard,C,SAC,2002
Scott Padgett,PF,UTA,2002
Calbert Cheaney,SG,DEN,2002
Clarence Weatherspoon,PF,NYK,2002
Kelvin Cato,C,HOU,2002
Dion Glover,SG,ATL,2002
Jake Tsakalidis,C,PHO,2002
Chris Mills,SF,GSW,2002
Monty Williams,SF,ORL,2002
Eddy Curry,C,CHI,2002
Speedy Claxton,PG,PHI,2002
Troy Murphy,PF,GSW,2002
Gary Trent,PF,MIN,2002
Greg Anthony,PG,2TM,2002
Greg Anthony,PG,CHI,2002
Greg Anthony,PG,MIL,2002
Lindsey Hunter,PG,LAL,2002
Eric Williams,SF,BOS,2002
LaPhonso Ellis,SF,MIA,2002
Jeff Foster,C,IND,2002
Kevin Ollie,PG,2TM,2002
Kevin Ollie,PG,CHI,2002
Kevin Ollie,PG,IND,2002
Samaki Walker,PF,LAL,2002
Shawn Kemp,PF,POR,2002
Jarron Collins,C,UTA,2002
Walt Williams,SF,HOU,2002
Tyrone Nesby,SF,WAS,2002
Charles Smith,SG,SAS,2002
Predrag Drobnjak,C,SEA,2002
Tyson Chandler,C,CHI,2002
Hakeem Olajuwon,C,TOR,2002
Grant Long,PF,MEM,2002
Adrian Griffin,SG,DAL,2002
Bruce Bowen,SF,SAS,2002
Shandon Anderson,SG,NYK,2002
Vladimir Radmanović,PF,SEA,2002
Christian Laettner,PF,WAS,2002
Tony Massenburg,PF,MEM,2002
Eduardo Nájera,PF,DAL,2002
Terry Porter,PG,SAS,2002
Terrell Brandon,PG,MIN,2002
Hanno Möttölä,C,ATL,2002
Patrick Ewing,C,ORL,2002
Óscar Torres,SG,HOU,2002
Jahidi White,C,WAS,2002
Adonal Foyle,C,GSW,2002
Lamar Odom,SF,LAC,2002
Bo Outlaw,PF,2TM,2002
Bo Outlaw,PF,ORL,2002
Bo Outlaw,PF,PHO,2002
Kendall Gill,SG,MIA,2002
Brevin Knight,PG,MEM,2002
Hubert Davis,SG,WAS,2002
Ryan Bowen,SF,DEN,2002
Vitaly Potapenko,C,BOS,2002
Dell Curry,SG,TOR,2002
Stacey Augmon,SG,CHH,2002
Jason Collins,C,NJN,2002
Chris Gatling,PF,MIA,2002
Fred Hoiberg,SG,CHI,2002
Damon Jones,PG,DET,2002
Ira Newble,SF,ATL,2002
Stanislav Medvedenko,C,LAL,2002
Michael Curry,SG,DET,2002
Charlie Ward,PG,NYK,2002
DeShawn Stevenson,SG,UTA,2002
Zendon Hamilton,PF,DEN,2002
Marcus Camby,C,NYK,2002
Will Solomon,SG,MEM,2002
Brendan Haywood,C,WAS,2002
Kevin Willis,PF,HOU,2002
Wang Zhizhi,C,DAL,2002
Darvin Ham,SF,MIL,2002
Dan Majerle,SG,PHO,2002
Jerome James,C,SEA,2002
Jake Voskuhl,C,PHO,2002
John Starks,SG,UTA,2002
Chris Childs,PG,TOR,2002
Tom Gugliotta,PF,PHO,2002
Art Long,PF,SEA,2002
Vladimir Stepania,C,MIA,2002
John Crotty,PG,UTA,2002
Earl Boykins,PG,LAC,2002
Donnell Harvey,PF,2TM,2002
Donnell Harvey,PF,DAL,2002
Donnell Harvey,PF,DEN,2002
Steve Kerr,PG,POR,2002
Lawrence Funderburke,PF,SAC,2002
Eddie Robinson,SF,CHI,2002
Mitch Richmond,SG,LAL,2002
Corie Blount,PF,PHI,2002
Kwame Brown,PF,WAS,2002
Terence Morris,SF,HOU,2002
Raja Bell,SG,PHI,2002
Greg Buckner,SG,DAL,2002
Greg Ostertag,C,UTA,2002
A.J. Guyton,PG,CHI,2002
Sam Mitchell,SF,MIN,2002
Grant Hill,SF,ORL,2002
John Wallace,SF,PHO,2002
Earl Watson,PG,SEA,2002
Milt Palacio,PG,2TM,2002
Milt Palacio,PG,BOS,2002
Milt Palacio,SG,PHO,2002
Danny Ferry,SF,SAS,2002
Robert Traylor,PF,CHH,2002
Tracy Murray,SF,TOR,2002
Don Reid,PF,ORL,2002
Brian Skinner,PF,CLE,2002
Shammond Williams,SG,SEA,2002
Charles Oakley,PF,CHI,2002
Shawn Bradley,C,DAL,2002
Jamal Crawford,PG,CHI,2002
Walter McCarty,PF,BOS,2002
Bryce Drew,PG,CHH,2002
Tyrone Hill,PF,CLE,2002
Trajan Langdon,SG,CLE,2002
Ervin Johnson,C,MIL,2002
Bryant Stith,SG,CLE,2002
Mark Strickland,SF,ATL,2002
Etan Thomas,C,WAS,2002
Scott Williams,PF,DEN,2002
Anthony Carter,PG,MIA,2002
Johnny Newman,SF,DAL,2002
Michael Doleac,C,CLE,2002
Dana Barros,PG,DET,2002
Rusty LaRue,PG,UTA,2002
Vonteego Cummings,PG,PHI,2002
Joel Przybilla,C,MIL,2002
Steven Hunter,C,ORL,2002
Kenny Satterfield,PG,DEN,2002
Marc Jackson,C,2TM,2002
Marc Jackson,C,GSW,2002
Marc Jackson,C,MIN,2002
Dalibor Bagarić,C,CHI,2002
Emanual Davis,PG,ATL,2002
Sean Rooks,C,LAC,2002
Rafer Alston,PG,MIL,2002
John Amaechi,PF,UTA,2002
Gerald Wallace,SF,SAC,2002
George Lynch,SF,CHH,2002
Glen Rice,SF,HOU,2002
Howard Eisley,PG,NYK,2002
Felipe López,SG,MIN,2002
Brian Shaw,PG,LAL,2002
Mark Madsen,PF,LAL,2002
Danny Manning,PF,DAL,2002
Alton Ford,PF,PHO,2002
Cal Bowdler,PF,ATL,2002
Andrew DeClercq,C,ORL,2002
Bimbo Coles,PG,CLE,2002
Quincy Lewis,SG,UTA,2002
Alan Henderson,PF,ATL,2002
Mengke Bateer,C,DEN,2002
Tariq Abdul-Wahad,SG,2TM,2002
Tariq Abdul-Wahad,SG,DEN,2002
Tariq Abdul-Wahad,SG,DAL,2002
Rick Brunson,PG,POR,2002
Tierre Brown,SG,HOU,2002
Mookie Blaylock,PG,GSW,2002
Derrick McKey,SF,PHI,2002
Eddie Gill,PG,MEM,2002
Eric Montross,C,TOR,2002
Zach Randolph,PF,POR,2002
Antonio McDyess,PF,DEN,2002
Bobby Simmons,SF,WAS,2002
Jud Buechler,SF,2TM,2002
Jud Buechler,SF,PHO,2002
Jud Buechler,SF,ORL,2002
Carlos Arroyo,PG,2TM,2002
Carlos Arroyo,PG,TOR,2002
Carlos Arroyo,PG,DEN,2002
Loren Woods,C,MIN,2002
Antonis Fotsis,PF,MEM,2002
Dan Langhi,SF,HOU,2002
Jason Collier,C,HOU,2002
Matt Bullard,PF,CHH,2002
Derrick Dial,SG,2TM,2002
Derrick Dial,SG,NJN,2002
Derrick Dial,SG,TOR,2002
Jason Caffey,PF,MIL,2002
Travis Knight,C,NYK,2002
Sean Marks,C,MIA,2002
Mark Blount,C,BOS,2002
Anthony Johnson,SG,NJN,2002
Calvin Booth,C,SEA,2002
Lavor Postell,SG,NYK,2002
Isaiah Rider,SG,DEN,2002
Stephen Jackson,SF,SAS,2002
Mark Pope,PF,MIL,2002
Shawnelle Scott,C,DEN,2002
Mikki Moore,C,DET,2002
Joe Crispin,PG,2TM,2002
Joe Crispin,PG,LAL,2002
Joe Crispin,PG,PHO,2002
Isaac Austin,C,MEM,2002
Tremaine Fowlkes,SF,LAC,2002
Jabari Smith,C,2TM,2002
Jabari Smith,C,SAC,2002
Jabari Smith,C,PHI,2002
Chris Andersen,C,DEN,2002
William Avery,PG,MIN,2002
Mateen Cleaves,PG,SAC,2002
Brandon Armstrong,SG,NJN,2002
Kedrick Brown,SF,BOS,2002
Cherokee Parks,C,SAS,2002
Evan Eschmeyer,C,DAL,2002
Robert Pack,PG,MIN,2002
Nick Anderson,SG,MEM,2002
Brian Scalabrine,PF,NJN,2002
Carlos Rogers,C,IND,2002
Erick Barkley,PG,POR,2002
Keyon Dooling,PG,LAC,2002
Ansu Sesay,SF,SEA,2002
Jermaine Jackson,SG,TOR,2002
Mark Bryant,PF,SAS,2002
Rodney White,SF,DET,2002
Olumide Oyedeji,C,SEA,2002
Obinna Ekezie,PF,LAC,2002
Harold Jamison,PF,LAC,2002
Chris Crawford,PF,ATL,2002
Malik Allen,PF,MIA,2002
Amal McCaskill,C,SAS,2002
Samuel Dalembert,C,PHI,2002
Chris Dudley,C,POR,2002
Primož Brezec,C,IND,2002
Michael Dickerson,SG,MEM,2002
Mike James,PG,MIA,2002
Dean Oliver,PG,GSW,2002
Randy Livingston,PG,SEA,2002
Victor Alexander,C,DET,2002
Sam Mack,SF,MIA,2002
Ruben Boumtje-Boumtje,C,POR,2002
Jaren Jackson,SG,ORL,2002
Doug Overton,PG,LAC,2002
Cedric Henderson,SF,GSW,2002
Dean Garrett,C,2TM,2002
Dean Garrett,C,MIN,2002
Dean Garrett,C,GSW,2002
Bruno Šundov,C,IND,2002
Brent Price,PG,SAC,2002
Leon Smith,C,ATL,2002
Michael Bradley,PF,TOR,2002
Donny Marshall,SF,NJN,2002
Norm Richardson,SG,2TM,2002
Norm Richardson,SG,IND,2002
Norm Richardson,SG,CHI,2002
Mitchell Butler,SG,POR,2002
Felton Spencer,C,NYK,2002
Jason Hart,PG,SAS,2002
Kirk Haston,PF,CHH,2002
Alvin Jones,C,PHI,2002
Jelani McCoy,C,LAL,2002
Theo Ratliff,C,ATL,2002
DeSagana Diop,C,CLE,2002
Damone Brown,SF,PHI,2002
Michael Stewart,C,TOR,2002
Chucky Brown,SF,SAC,2002
Maurice Evans,SG,MIN,2002
Reggie Slater,PF,2TM,2002
Reggie Slater,PF,NJN,2002
Reggie Slater,PF,ATL,2002
Tang Hamilton,SF,MIA,2002
Mamadou N'Diaye,C,TOR,2002
Jeff Trepagnier,SG,CLE,2002
Brian Cardinal,PF,DET,2002
Jérôme Moïso,C,CHH,2002
Michael Ruffin,PF,PHI,2002
Tim James,SF,PHI,2002
Isaac Fontaine,SG,MEM,2002
Elliot Perry,PG,MEM,2002
Ira Bowman,SG,PHI,2002
Jeryl Sasser,SG,ORL,2002
Antonio Harvey,PF,SEA,2002
Charlie Bell,SG,2TM,2002
Charlie Bell,SG,PHO,2002
Charlie Bell,SG,DAL,2002
Daniel Santiago,C,PHO,2002
Dee Brown,PG,ORL,2002
Greg Foster,PF,MIL,2002
Joseph Forte,SG,BOS,2002
Steve Goodrich,SF,NJN,2002
Mike Penberthy,PG,LAL,2002
Eldridge Recasner,SG,2TM,2002
Eldridge Recasner,SG,CHH,2002
Eldridge Recasner,PG,LAC,2002
Ratko Varda,C,DET,2002
Jamison Brewer,SG,IND,2002
Ernest Brown,C,MIA,2002
Matt Geiger,C,PHI,2002
Larry Robinson,SG,NYK,2002
Vinny Del Negro,PG,PHO,2002
Darrick Martin,PG,DAL,2002
Randy Brown,PG,BOS,2002
Dickey Simpkins,PF,ATL,2002
League Average,,,2002
