Player,Pos,Team,Season
Otis Thorpe,PF,DET,1996
Derek Harper,PG,NYK,1996
Elden Campbell,PF,LAL,1996
Rick Fox,SF,BOS,1996
Nick Anderson,SG,ORL,1996
Brian Grant,PF,SAC,1996
Bryant Stith,SG,DEN,1996
Gheorghe Mureșan,C,WSB,1996
Nick Van Exel,PG,LAL,1996
Mahmoud Abdul-Rauf,PG,DEN,1996
Danny Ferry,PF,CLE,1996
Detlef Schrempf,SF,SEA,1996
Grant Long,PF,ATL,1996
Avery Johnson,PG,SAS,1996
Toni Kukoč,SF,CHI,1996
Arvydas Sabonis,C,POR,1996
Calbert Cheaney,SF,WSB,1996
Bobby Phills,SG,CLE,1996
Kenny Anderson,PG,2TM,1996
Kenny Anderson,PG,NJN,1996
Kenny Anderson,PG,CHH,1996
Kevin Johnson,PG,PHO,1996
Wesley Person,SG,PHO,1996
Blue Edwards,SF,VAN,1996
Dino Radja,PF,BOS,1996
Dana Barros,PG,BOS,1996
Bison Dele,C,LAC,1996
John Starks,SG,NYK,1996
Bryant Reeves,C,VAN,1996
Vlade Divac,C,LAL,1996
Antonio McDyess,PF,DEN,1996
Terry Dehere,PG,LAC,1996
B.J. Armstrong,PG,GSW,1996
David Wesley,PG,BOS,1996
Clyde Drexler,SG,HOU,1996
Chris Childs,PG,NJN,1996
Walt Williams,SF,2TM,1996
Walt Williams,SF,SAC,1996
Walt Williams,SF,MIA,1996
Olden Polynice,C,SAC,1996
Oliver Miller,PF,TOR,1996
Stacey Augmon,SF,ATL,1996
Sam Perkins,PF,SEA,1996
Greg Anthony,PG,VAN,1996
Shawn Bradley,C,2TM,1996
Shawn Bradley,C,PHI,1996
Shawn Bradley,C,NJN,1996
Todd Day,SG,2TM,1996
Todd Day,SG,MIL,1996
Todd Day,SG,BOS,1996
P.J. Brown,C,NJN,1996
Eddie Jones,SG,LAL,1996
Bimbo Coles,PG,2TM,1996
Bimbo Coles,PG,MIA,1996
Bimbo Coles,PG,GSW,1996
Sherman Douglas,PG,2TM,1996
Sherman Douglas,PG,BOS,1996
Sherman Douglas,PG,MIL,1996
Johnny Newman,SG,MIL,1996
Sam Cassell,PG,HOU,1996
Derrick McKey,SF,IND,1996
Chuck Person,SF,SAS,1996
Dan Majerle,SF,CLE,1996
Matt Geiger,C,CHH,1996
Aaron McKie,SG,POR,1996
Tyus Edney,PG,SAC,1996
Robert Horry,SF,HOU,1996
Horace Grant,PF,ORL,1996
Sam Mitchell,SF,MIN,1996
Kevin Garnett,SF,MIN,1996
Andrew Lang,C,2TM,1996
Andrew Lang,C,ATL,1996
Andrew Lang,C,MIN,1996
Byron Scott,SG,VAN,1996
Dikembe Mutombo,C,DEN,1996
Brent Price,PG,WSB,1996
Billy Owens,SF,2TM,1996
Billy Owens,SF,MIA,1996
Billy Owens,SF,SAC,1996
Mark Jackson,PG,IND,1996
Dale Davis,PF,IND,1996
Jalen Rose,SG,DEN,1996
Brent Barry,SG,LAC,1996
Kevin Willis,PF,2TM,1996
Kevin Willis,PF,MIA,1996
Kevin Willis,PF,GSW,1996
Joe Dumars,PG,DET,1996
Chris Gatling,PF,2TM,1996
Chris Gatling,PF,GSW,1996
Chris Gatling,PF,MIA,1996
Hubert Davis,SG,NYK,1996
Rex Chapman,SG,MIA,1996
Trevor Ruffin,PG,PHI,1996
Tony Dumas,SG,DAL,1996
Rony Seikaly,C,GSW,1996
Rodney Rogers,SF,LAC,1996
Terry Porter,PG,MIN,1996
Popeye Jones,PF,DAL,1996
Terry Mills,PF,DET,1996
Greg Minor,SG,BOS,1996
Willie Anderson,SG,2TM,1996
Willie Anderson,SG,TOR,1996
Willie Anderson,SG,NYK,1996
Ricky Pierce,SG,IND,1996
Chris Mullin,SF,GSW,1996
Pooh Richardson,PG,LAC,1996
Benoit Benjamin,C,2TM,1996
Benoit Benjamin,C,VAN,1996
Benoit Benjamin,C,MIL,1996
Tim Legler,SG,WSB,1996
Jayson Williams,PF,NJN,1996
Antonio Davis,PF,IND,1996
Alvin Robertson,SG,TOR,1996
Malik Sealy,SF,LAC,1996
Anthony Peeler,SG,LAL,1996
Harvey Grant,PF,POR,1996
Chucky Brown,PF,HOU,1996
Elliot Perry,PG,PHO,1996
Dee Brown,PG,BOS,1996
Chris Morris,SG,UTA,1996
Steve Kerr,PG,CHI,1996
Eric Williams,SF,BOS,1996
Lindsey Hunter,PG,DET,1996
Wayman Tisdale,PF,PHO,1996
Craig Ehlo,SG,ATL,1996
Kurt Thomas,PF,MIA,1996
Sharone Wright,C,2TM,1996
Sharone Wright,C,PHI,1996
Sharone Wright,C,TOR,1996
David Benoit,SF,UTA,1996
Kendall Gill,SG,2TM,1996
Kendall Gill,SG,CHH,1996
Kendall Gill,SG,NJN,1996
Rasheed Wallace,PF,WSB,1996
Lamond Murray,SF,LAC,1996
James Robinson,PG,POR,1996
Eric Murdock,PG,2TM,1996
Eric Murdock,PG,MIL,1996
Eric Murdock,PG,VAN,1996
Terry Cummings,PF,MIL,1996
Chris King,SF,VAN,1996
Don MacLean,SF,DEN,1996
A.C. Green,SF,PHO,1996
Mark Bryant,PF,HOU,1996
Charles Smith,PF,2TM,1996
Charles Smith,PF,NYK,1996
Charles Smith,PF,SAS,1996
Charles Oakley,PF,NYK,1996
Sedale Threatt,PG,LAL,1996
Ron Harper,PG,CHI,1996
Vern Fleming,PG,NJN,1996
Vincent Askew,SG,SEA,1996
Antoine Carr,SF,UTA,1996
Kenny Smith,PG,HOU,1996
Šarūnas Marčiulionis,SG,SAC,1996
Luc Longley,C,CHI,1996
Robert Pack,PG,WSB,1996
Spud Webb,PG,2TM,1996
Spud Webb,PG,ATL,1996
Spud Webb,PG,MIN,1996
Tony Massenburg,PF,2TM,1996
Tony Massenburg,PF,TOR,1996
Tony Massenburg,PF,PHI,1996
Gary Trent,PF,POR,1996
Žan Tabak,C,TOR,1996
Buck Williams,PF,POR,1996
Jerome Kersey,SF,GSW,1996
Alan Henderson,PF,ATL,1996
Mario Elie,SF,HOU,1996
Adam Keefe,PF,UTA,1996
Brian Shaw,PG,ORL,1996
Michael Cage,C,CLE,1996
Lucious Harris,SG,DAL,1996
Ed Pinckney,PF,2TM,1996
Ed Pinckney,PF,TOR,1996
Ed Pinckney,PF,PHI,1996
Eddie Johnson,SF,IND,1996
Ledell Eackles,SG,WSB,1996
LaPhonso Ellis,SF,DEN,1996
Magic Johnson,PF,LAL,1996
Doug West,SG,MIN,1996
Keith Askins,SF,MIA,1996
Hot Rod Williams,C,PHO,1996
Derrick Alston,C,PHI,1996
Ervin Johnson,C,SEA,1996
Eric Montross,C,BOS,1996
Danny Manning,PF,PHO,1996
Eldridge Recasner,SG,HOU,1996
Carlos Rogers,PF,TOR,1996
J.R. Reid,PF,2TM,1996
J.R. Reid,PF,SAS,1996
J.R. Reid,PF,NYK,1996
Sean Rooks,C,2TM,1996
Sean Rooks,C,MIN,1996
Sean Rooks,C,ATL,1996
Jamal Mashburn,SF,DAL,1996
Lee Mayberry,PG,MIL,1996
Bob Sura,SG,CLE,1996
Anthony Avent,PF,VAN,1996
Doug Christie,SF,2TM,1996
Doug Christie,SF,NYK,1996
Doug Christie,SF,TOR,1996
Darrick Martin,PG,2TM,1996
Darrick Martin,PG,VAN,1996
Darrick Martin,PG,MIN,1996
Will Perdue,C,SAS,1996
Tyrone Corbin,SF,2TM,1996
Tyrone Corbin,SF,SAC,1996
Tyrone Corbin,SF,MIA,1996
Chris Dudley,C,POR,1996
Ed O'Bannon,SG,NJN,1996
Felton Spencer,C,UTA,1996
Marty Conlon,C,MIL,1996
Kevin Edwards,SG,NJN,1996
Kevin Gamble,SF,2TM,1996
Kevin Gamble,SF,MIA,1996
Kevin Gamble,SF,SAC,1996
Bill Wennington,C,CHI,1996
Pervis Ellison,C,BOS,1996
Loren Meyer,C,DAL,1996
Michael Smith,PF,SAC,1996
Stanley Roberts,C,LAC,1996
Chris Webber,PF,WSB,1996
Scott Brooks,PG,DAL,1996
Sean Higgins,SF,PHI,1996
Dennis Rodman,PF,CHI,1996
Tom Hammonds,PF,DEN,1996
Donyell Marshall,SF,GSW,1996
Tyrone Hill,PF,CLE,1996
Theo Ratliff,C,DET,1996
Ashraf Amaya,PF,VAN,1996
Frank Brickowski,C,SEA,1996
Donald Royal,SF,ORL,1996
Sam Mack,SF,HOU,1996
Acie Earl,C,TOR,1996
Doc Rivers,PG,SAS,1996
Anthony Bowie,SG,ORL,1996
Ken Norman,SF,ATL,1996
Shawn Respert,SG,MIL,1996
Eric Piatkowski,SG,LAC,1996
Tony Smith,SG,2TM,1996
Tony Smith,SG,PHO,1996
Tony Smith,SG,MIA,1996
Corliss Williamson,SF,SAC,1996
George Lynch,SF,LAL,1996
Lawrence Moten,SG,VAN,1996
Joe Wolf,PF,2TM,1996
Joe Wolf,PF,CHH,1996
Joe Wolf,PF,ORL,1996
Robert Parish,C,CHH,1996
Howard Eisley,PG,UTA,1996
Bo Outlaw,PF,LAC,1996
George Zídek,C,CHH,1996
Jimmy King,SG,TOR,1996
Haywoode Workman,PG,IND,1996
Khalid Reeves,PG,2TM,1996
Khalid Reeves,PG,CHH,1996
Khalid Reeves,PG,NJN,1996
Jud Buechler,SF,CHI,1996
Greg Foster,C,UTA,1996
Pete Myers,SG,2TM,1996
Pete Myers,SG,MIA,1996
Pete Myers,SG,CHH,1996
Nate McMillan,PG,SEA,1996
Darrin Hancock,SF,CHH,1996
Scott Burrell,SF,CHH,1996
Don Reid,PF,DET,1996
Jon Barry,SG,GSW,1996
Sasha Danilović,SG,MIA,1996
Greg Sutton,PG,2TM,1996
Greg Sutton,PG,CHH,1996
Greg Sutton,PG,PHI,1996
Duane Causwell,C,SAC,1996
Cherokee Parks,C,DAL,1996
Rumeal Robinson,PG,POR,1996
Lionel Simmons,SF,SAC,1996
Charlie Ward,PG,NYK,1996
Richard Dumas,PF,PHI,1996
Reggie Williams,SF,DEN,1996
Chris Carr,SG,PHO,1996
Greg Graham,SG,2TM,1996
Greg Graham,SG,PHI,1996
Greg Graham,SG,NJN,1996
Mitchell Butler,SG,WSB,1996
Gary Grant,PG,NYK,1996
Randolph Keys,SF,MIL,1996
Anthony Goldwire,PG,CHH,1996
Kenny Gattison,PF,VAN,1996
David Wingate,SG,SEA,1996
Travis Best,PG,IND,1996
Bobby Hurley,PG,SAC,1996
Dickey Simpkins,PF,CHI,1996
Derek Strong,PF,LAL,1996
Michael Curry,SG,2TM,1996
Michael Curry,SF,WSB,1996
Michael Curry,SG,DET,1996
Greg Ostertag,C,UTA,1996
David Wood,PF,3TM,1996
David Wood,PF,GSW,1996
David Wood,PF,PHO,1996
David Wood,PF,DAL,1996
Antonio Harvey,PF,2TM,1996
Antonio Harvey,PF,VAN,1996
Antonio Harvey,PF,LAC,1996
Jon Koncak,C,ORL,1996
Duane Ferrell,SF,IND,1996
Pete Chilcutt,PF,HOU,1996
Lorenzo Williams,C,DAL,1996
Brad Lohaus,PF,2TM,1996
Brad Lohaus,PF,SAS,1996
Brad Lohaus,PF,NYK,1996
Junior Burrough,PF,BOS,1996
Mark Davis,SF,MIN,1996
Bob McCann,PF,WSB,1996
Gerald Wilkins,SG,VAN,1996
Eric Mobley,C,2TM,1996
Eric Mobley,C,MIL,1996
Eric Mobley,C,VAN,1996
Jeff Malone,SG,2TM,1996
Jeff Malone,SG,PHI,1996
Jeff Malone,SG,MIA,1996
Rex Walters,SG,2TM,1996
Rex Walters,SG,NJN,1996
Rex Walters,SG,PHI,1996
Randy Brown,PG,CHI,1996
John Salley,PF,2TM,1996
John Salley,PF,TOR,1996
John Salley,PF,CHI,1996
Clifford Rozier,C,GSW,1996
Corie Blount,PF,LAL,1996
Jason Caffey,PF,CHI,1996
Jim McIlvaine,C,WSB,1996
Doug Overton,PG,DEN,1996
Voshon Lenard,SG,MIA,1996
Matt Bullard,PF,ATL,1996
Bryon Russell,SF,UTA,1996
John Crotty,PG,CLE,1996
Rafael Addison,SF,CHH,1996
Cory Alexander,PG,SAS,1996
Dontonio Wingfield,SF,POR,1996
Yinka Dare,C,NJN,1996
Joe Kleine,C,PHO,1996
Tim Breaux,SF,HOU,1996
Mark West,C,DET,1996
Chris Whitney,PG,WSB,1996
Alton Lister,C,2TM,1996
Alton Lister,C,MIL,1996
Alton Lister,C,BOS,1996
Brooks Thompson,PG,ORL,1996
Herb Williams,PF,2TM,1996
Herb Williams,C,TOR,1996
Herb Williams,PF,NYK,1996
Terry Davis,PF,DAL,1996
Marques Bragg,PF,MIN,1996
Derrick Coleman,PF,PHI,1996
Fred Roberts,C,LAL,1996
Rick Mahorn,C,NJN,1996
Vincenzo Esposito,PG,TOR,1996
Antonio Lang,SF,CLE,1996
Eric Snow,PG,SEA,1996
Michael Adams,PG,CHH,1996
Dwayne Schintzius,C,IND,1996
Adrian Caldwell,PF,IND,1996
Jerome Allen,SG,MIN,1996
Rich Manning,PF,VAN,1996
Terrence Rencher,PG,2TM,1996
Terrence Rencher,PG,MIA,1996
Terrence Rencher,PG,PHO,1996
Danny Schayes,C,MIA,1996
James Edwards,C,CHI,1996
Reggie Jordan,PG,ATL,1996
Doug Edwards,PF,VAN,1996
Eric Riley,C,MIN,1996
Tracy Moore,SG,HOU,1996
Sherell Ford,SF,SEA,1996
Lou Roe,SF,DET,1996
Byron Houston,PF,SAC,1996
Mario Bennett,SF,PHO,1996
Randolph Childress,PG,POR,1996
Carl Herrera,PF,SAS,1996
LaSalle Thompson,C,PHI,1996
Greg Grant,PG,3TM,1996
Greg Grant,PG,PHI,1996
Greg Grant,PG,WSB,1996
Greg Grant,PG,DEN,1996
Keith Tower,C,LAC,1996
John Amaechi,PF,CLE,1996
Donny Marshall,SF,CLE,1996
Martin Lewis,SF,TOR,1996
Mark Macon,PG,DET,1996
Tim Perry,PF,2TM,1996
Tim Perry,PF,PHI,1996
Tim Perry,PF,NJN,1996
Monty Williams,SF,2TM,1996
Monty Williams,SF,NYK,1996
Monty Williams,SF,SAS,1996
Ron Grandison,PF,3TM,1996
Ron Grandison,PF,MIA,1996
Ron Grandison,PF,ATL,1996
Ron Grandison,PF,NYK,1996
David Vaughn,PF,ORL,1996
Scott Skiles,PG,PHI,1996
Harold Miner,SG,CLE,1996
Andrew DeClercq,C,GSW,1996
Steve Scheffler,C,SEA,1996
Mark Price,PG,WSB,1996
Jerry Reynolds,SF,MIL,1996
Micheal Williams,PG,MIN,1996
Greg Anderson,PF,SAS,1996
Dell Demps,SG,SAS,1996
Matt Fish,C,2TM,1996
Matt Fish,C,NYK,1996
Matt Fish,C,DEN,1996
Jamie Watson,SF,UTA,1996
Jeff Turner,PF,ORL,1996
Melvin Booker,PG,HOU,1996
Eric Leckner,C,DET,1996
Darrell Armstrong,PG,ORL,1996
Dwayne Whitfield,PF,TOR,1996
Scott Williams,PF,PHI,1996
Robert Werdann,C,NJN,1996
Joe Courtney,PF,CLE,1996
Stacey King,PF,MIA,1996
Todd Mundt,C,2TM,1996
Todd Mundt,C,ATL,1996
Todd Mundt,C,BOS,1996
Anthony Miller,PF,LAL,1996
Dan O'Sullivan,C,TOR,1996
Doug Smith,PF,BOS,1996
Fred Hoiberg,SG,IND,1996
Reggie Slater,PF,3TM,1996
Reggie Slater,PF,POR,1996
Reggie Slater,PF,DEN,1996
Reggie Slater,PF,DAL,1996
Henry James,PF,HOU,1996
Clint McDaniel,SG,SAC,1996
Mike Brown,C,PHI,1996
Gerald Glass,SF,2TM,1996
Gerald Glass,SF,NJN,1996
Gerald Glass,SF,CHH,1996
Thomas Hamilton,C,BOS,1996
Donnie Boyce,SG,ATL,1996
Trevor Wilson,PF,PHI,1996
Steve Bardo,SG,DET,1996
Andy Toolson,SF,UTA,1996
Randy Woods,PG,DEN,1996
Donald Hodge,C,2TM,1996
Donald Hodge,C,DAL,1996
Donald Hodge,C,CHH,1996
Jeff Webster,SF,WSB,1996
Charles Jones,PF,HOU,1996
Anthony Cook,PF,POR,1996
Muggsy Bogues,PG,CHH,1996
Elmore Spencer,C,2TM,1996
Elmore Spencer,C,DEN,1996
Elmore Spencer,C,POR,1996
Anthony Bonner,PF,ORL,1996
LeRon Ellis,C,MIA,1996
Howard Nathan,PG,ATL,1996
Darryl Johnson,PG,CLE,1996
Elmer Bennett,PG,PHI,1996
Rastko Cvetković,C,DEN,1996
Kevin Duckworth,C,MIL,1996
Cuonzo Martin,SG,VAN,1996
Logan Vander Velden,SF,LAC,1996
John Coker,C,PHO,1996
Alvin Heggs,SF,HOU,1996
Jaren Jackson,SG,HOU,1996
Stefano Rusconi,PF,PHO,1996
Geert Hammink,C,2TM,1996
Geert Hammink,C,ORL,1996
Geert Hammink,C,GSW,1996
Frankie King,PG,LAL,1996
Mike Peplowski,C,2TM,1996
Mike Peplowski,C,WSB,1996
Mike Peplowski,C,MIL,1996
Kevin Pritchard,PG,WSB,1996
Robert Churchwell,SG,GSW,1996
Charles Smith,PG,MIN,1996
Corey Beck,PG,CHH,1996
Jack Haley,C,CHI,1996
Cedric Lewis,C,WSB,1996
Bob Thornton,PF,WSB,1996
Charles Claxton,C,BOS,1996
Tim Kempton,PF,ATL,1996
Larry Sykes,PF,BOS,1996
League Average,,,1996
