Player,Pos,Team,Season
Rodney McCray,SF,DAL,1992
Tyrone Hill,C,GSW,1992
Doug Smith,PF,DAL,1992
Alexander Volkov,C,ATL,1992
Rick Fox,SF,BOS,1992
Doc Rivers,PG,LAC,1992
David Wingate,SG,WSB,1992
Duane Causwell,C,SAC,1992
Mike Brown,C,UTA,1992
Andrew Lang,C,PHO,1992
Mario Elie,SG,GSW,1992
Dana Barros,PG,SEA,1992
Ed Pinckney,PF,BOS,1992
Olden Polynice,C,LAC,1992
Gary Grant,PG,LAC,1992
Terrell Brandon,PG,CLE,1992
Loy Vaught,PF,LAC,1992
Victor Alexander,C,GSW,1992
Elden Campbell,C,LAL,1992
Anthony Mason,PF,NYK,1992
Stanley Roberts,C,ORL,1992
J.R. Reid,C,CHH,1992
John Paxson,PG,CHI,1992
Jerry Reynolds,SG,ORL,1992
Stacey King,PF,CHI,1992
Jeff Turner,SF,ORL,1992
John Bagley,PG,BOS,1992
Matt Bullard,PF,HOU,1992
Bill Cartwright,C,CHI,1992
Charles Oakley,PF,NYK,1992
Mark West,C,PHO,1992
Vincent Askew,SG,GSW,1992
Brian Shaw,PG,2TM,1992
Brian Shaw,PG,BOS,1992
Brian Shaw,PG,MIA,1992
Mike Iuzzolino,PG,DAL,1992
Vinnie Johnson,SG,SAS,1992
Charles Shackleford,C,PHI,1992
Kiki Vandeweghe,SF,NYK,1992
Cedric Ceballos,SF,PHO,1992
Chris Dudley,C,NJN,1992
Walter Davis,SF,DEN,1992
Kenny Anderson,PG,NJN,1992
Greg Anthony,PG,NYK,1992
Todd Lichti,SG,DEN,1992
Rafael Addison,SF,NJN,1992
Tom Hammonds,PF,WSB,1992
Bison Dele,PF,ORL,1992
Nate McMillan,PG,SEA,1992
David Benoit,SF,UTA,1992
Alaa Abdelnaby,PF,POR,1992
Donald Hodge,PF,DAL,1992
Tate George,SG,NJN,1992
Henry James,SF,CLE,1992
Randy White,PF,DAL,1992
Scott Brooks,PG,MIN,1992
Sam Vincent,PG,ORL,1992
Alec Kessler,PF,MIA,1992
Brad Lohaus,PF,MIL,1992
Vlade Divac,C,LAL,1992
Felton Spencer,C,MIN,1992
Dale Davis,PF,IND,1992
LaSalle Thompson,C,IND,1992
Anthony Frederick,SF,CHH,1992
Darrell Walker,SG,DET,1992
Avery Johnson,PG,2TM,1992
Avery Johnson,PG,SAS,1992
Avery Johnson,PG,HOU,1992
Sidney Green,PF,SAS,1992
Randy Breuer,C,MIN,1992
Dee Brown,PG,BOS,1992
Dennis Scott,SF,ORL,1992
Tracy Moore,SF,DAL,1992
Will Perdue,C,CHI,1992
Fat Lever,SG,DAL,1992
Danny Ferry,PF,CLE,1992
George McCloud,SF,IND,1992
Robert Pack,PG,POR,1992
Joe Kleine,C,BOS,1992
Steve Kerr,PG,CLE,1992
Cliff Levingston,PF,CHI,1992
Otis Smith,SG,ORL,1992
Sherman Douglas,PG,2TM,1992
Sherman Douglas,PG,MIA,1992
Sherman Douglas,PG,BOS,1992
Chris Gatling,PF,GSW,1992
Sean Higgins,PF,2TM,1992
Sean Higgins,SF,SAS,1992
Sean Higgins,PF,ORL,1992
Lester Conner,PG,MIL,1992
James Donaldson,C,2TM,1992
James Donaldson,C,DAL,1992
James Donaldson,C,NYK,1992
Andre Turner,PG,WSB,1992
Luc Longley,C,MIN,1992
Danny Young,PG,2TM,1992
Danny Young,PG,POR,1992
Danny Young,PG,LAC,1992
Tony Smith,PG,LAL,1992
Tony Brown,SF,2TM,1992
Tony Brown,SF,LAC,1992
Tony Brown,SF,SEA,1992
Rex Chapman,PG,2TM,1992
Rex Chapman,PG,CHH,1992
Rex Chapman,SG,WSB,1992
Mark Eaton,C,UTA,1992
Maurice Cheeks,PG,ATL,1992
Chris Corchiani,PG,ORL,1992
Rod Higgins,SF,GSW,1992
Joe Wolf,C,DEN,1992
Donald Royal,SF,SAS,1992
Kenny Williams,SF,IND,1992
Pete Chilcutt,PF,SAC,1992
LaBradford Smith,SG,WSB,1992
Greg Sutton,PG,SAS,1992
Negele Knight,PG,PHO,1992
Jon Koncak,C,ATL,1992
Danny Schayes,C,MIL,1992
Craig Hodges,SG,CHI,1992
Jerrod Mustaf,PF,PHO,1992
Jim Les,PG,SAC,1992
Mark Bryant,PF,POR,1992
Greg Kite,C,ORL,1992
Greg Grant,PG,2TM,1992
Greg Grant,PG,CHH,1992
Greg Grant,PG,PHI,1992
Kevin Lynch,SG,CHH,1992
Mike Sanders,SF,2TM,1992
Mike Sanders,SF,IND,1992
Mike Sanders,SF,CLE,1992
Keith Askins,SF,MIA,1992
Scott Williams,PF,CHI,1992
Greg Foster,PF,WSB,1992
Mitchell Wiggins,SG,PHI,1992
Mark Acres,C,ORL,1992
Jayson Williams,PF,PHI,1992
Morlon Wiley,PG,3TM,1992
Morlon Wiley,PG,ORL,1992
Morlon Wiley,PG,SAS,1992
Morlon Wiley,PG,ATL,1992
Eric Murdock,PG,UTA,1992
Mike Gminski,C,CHH,1992
Eric Leckner,C,CHH,1992
Winston Bennett,SF,2TM,1992
Winston Bennett,SF,CLE,1992
Winston Bennett,SF,MIA,1992
Delaney Rudd,SG,UTA,1992
Randy Brown,PG,SAC,1992
Carl Herrera,PF,HOU,1992
Dave Jamerson,SG,HOU,1992
Steve Burtt,SG,PHO,1992
Bob Hansen,SG,2TM,1992
Bob Hansen,SG,SAC,1992
Bob Hansen,SG,CHI,1992
Mark Randall,PF,2TM,1992
Mark Randall,PF,CHI,1992
Mark Randall,PF,MIN,1992
Ed Nealy,PF,PHO,1992
Trent Tucker,SG,SAS,1992
Paul Pressey,SG,SAS,1992
Steve Henson,PG,MIL,1992
Chucky Brown,SF,2TM,1992
Chucky Brown,SF,CLE,1992
Chucky Brown,SF,LAL,1992
Kenny Payne,SF,PHI,1992
Sean Green,SG,IND,1992
Tom Garrick,SG,3TM,1992
Tom Garrick,SG,SAS,1992
Tom Garrick,SG,MIN,1992
Tom Garrick,SG,DAL,1992
Brian Howard,SF,DAL,1992
Rodney Monroe,SG,ATL,1992
Rory Sparrow,PG,2TM,1992
Rory Sparrow,PG,CHI,1992
Rory Sparrow,PG,LAL,1992
Elliot Perry,PG,2TM,1992
Elliot Perry,PG,LAC,1992
Elliot Perry,PG,CHH,1992
Marty Conlon,C,SEA,1992
Doug Lee,SG,NJN,1992
Tree Rollins,C,HOU,1992
Greg Dreiling,C,IND,1992
John Turner,SF,HOU,1992
Brian Quinnett,SG,2TM,1992
Brian Quinnett,SG,NYK,1992
Brian Quinnett,SG,DAL,1992
William Bedford,C,DET,1992
Corey Crowder,SF,UTA,1992
Bo Kimble,SG,LAC,1992
Manute Bol,C,PHI,1992
Dwayne Schintzius,C,SAC,1992
Alan Ogg,C,MIA,1992
Rickey Green,PG,BOS,1992
John Morton,SG,2TM,1992
John Morton,SG,CLE,1992
John Morton,SF,MIA,1992
Kevin Brooks,SF,DEN,1992
Larry Smith,PF,HOU,1992
Alton Lister,C,GSW,1992
Brad Sellers,PF,DET,1992
Tharon Mayes,SG,2TM,1992
Tharon Mayes,SG,PHI,1992
Tharon Mayes,SG,LAC,1992
Tod Murphy,PF,MIN,1992
Jimmy Oliver,SG,CLE,1992
Brad Davis,PG,DAL,1992
Kurt Rambis,PF,PHO,1992
Tom Tolbert,PF,GSW,1992
Rich King,C,SEA,1992
Charles Jones,C,WSB,1992
Dave Feitl,C,NJN,1992
Brian Oliver,SG,PHI,1992
Wayne Cooper,C,POR,1992
Jack Haley,C,LAL,1992
Jud Buechler,SF,3TM,1992
Jud Buechler,SF,NJN,1992
Jud Buechler,SF,SAS,1992
Jud Buechler,SF,GSW,1992
Ennis Whatley,PG,POR,1992
Bart Kofoed,SG,SEA,1992
Lance Blanks,SG,DET,1992
Isaac Austin,C,UTA,1992
Scott Hastings,C,DEN,1992
Jeff Ruland,C,PHI,1992
Tom Copa,C,SAS,1992
Charles Thomas,SG,DET,1992
Jeff Sanders,SF,ATL,1992
Tellis Frank,PF,MIN,1992
Kevin Pritchard,PG,BOS,1992
LeRon Ellis,C,LAC,1992
Jim Petersen,PF,GSW,1992
Tim McCormick,C,NYK,1992
Stojko Vranković,C,BOS,1992
Jerome Lane,PF,3TM,1992
Jerome Lane,PF,DEN,1992
Jerome Lane,PF,IND,1992
Jerome Lane,PF,MIL,1992
Gerald Henderson,PG,2TM,1992
Gerald Henderson,PG,HOU,1992
Gerald Henderson,PG,DET,1992
Kennard Winchester,SG,2TM,1992
Kennard Winchester,SG,HOU,1992
Kennard Winchester,SF,NYK,1992
Anthony Cook,PF,DEN,1992
Kenny Battle,SG,2TM,1992
Kenny Battle,SG,BOS,1992
Kenny Battle,SG,GSW,1992
Quintin Dailey,SG,SEA,1992
Albert King,SF,WSB,1992
Bobby Phills,SG,CLE,1992
Stephen Thompson,SG,2TM,1992
Stephen Thompson,SG,ORL,1992
Stephen Thompson,SG,SAC,1992
Bob McCann,SF,DET,1992
David Rivers,PG,LAC,1992
Cliff Robinson,PF,LAL,1992
Tony Massenburg,PF,4TM,1992
Tony Massenburg,PF,SAS,1992
Tony Massenburg,PF,CHH,1992
Tony Massenburg,PF,BOS,1992
Tony Massenburg,PF,GSW,1992
Jaren Jackson,SG,GSW,1992
Keith Owens,SF,LAL,1992
Les Jepsen,C,SAC,1992
Ralph Sampson,C,WSB,1992
Michael Ansley,SF,2TM,1992
Michael Ansley,SF,PHI,1992
Michael Ansley,SF,CHH,1992
Steve Scheffler,C,2TM,1992
Steve Scheffler,C,SAC,1992
Steve Scheffler,C,DEN,1992
Miloš Babić,C,MIA,1992
Travis Mays,PG,ATL,1992
Randy Wittman,SG,IND,1992
Lanard Copeland,SG,LAC,1992
Carl Thomas,SG,SAC,1992
Demetrius Calip,PG,LAL,1992
Ron Grandison,PF,CHH,1992
Gary Leonard,C,ATL,1992
Lamont Strothers,SG,POR,1992
Myron Brown,PG,MIN,1992
Dave Hoppen,C,PHI,1992
Dave Popson,PF,MIL,1992
Patrick Eddie,C,NYK,1992
Carlton McKinney,SG,NYK,1992
Bob Thornton,PF,UTA,1992
Derek Strong,PF,WSB,1992
Jon Sundvold,PG,MIA,1992
Chuck Nevitt,C,CHI,1992
Larry Robinson,SG,BOS,1992
João Vianna,SF,DAL,1992
Steve Bardo,SG,SAS,1992
Dan Godfread,C,HOU,1992
Cedric Hunter,PG,CHH,1992
Mike Smrek,C,GSW,1992
Billy Thompson,SF,GSW,1992
League Average,,,1992
