Player,Pos,Team,Season
John Shumate,PF,HOU,1980
John Shumate,PF,SAS,1980
Larry Demic,PF,NYK,1980
Leon Douglas,C,DET,1980
Dave Twardzik,PG,POR,1980
T.R. Dunn,SG,POR,1980
Jan van Breda Kolff,SF,NJN,1980
Larry Wright,PG,WSB,1980
Winford Boynes,SG,NJN,1980
Coby Dietrick,C,CHI,1980
Bob Gross,SF,POR,1980
Bill Willoughby,SF,CLE,1980
Lionel Hollins,SG,2TM,1980
Lionel Hollins,PG,POR,1980
Lionel Hollins,SG,PHI,1980
Joe Hassett,SG,IND,1980
Paul Griffin,C,SAS,1980
Billy McKinney,PG,KCK,1980
Jim Cleamons,PG,2TM,1980
Jim Cleamons,PG,NYK,1980
Jim Cleamons,PG,WSB,1980
Kevin Porter,PG,WSB,1980
Duck Williams,PG,UTA,1980
Sidney Wicks,PF,SDC,1980
Doug Collins,SG,PHI,1980
Clifford Ray,C,GSW,1980
Mike Evans,SG,SAS,1980
Armond Hill,PG,ATL,1980
Ernie Grunfeld,SF,KCK,1980
Gerald Henderson,PG,BOS,1980
Clemon Johnson,C,IND,1980
Jack Givens,SF,ATL,1980
Pat Cummings,C,MIL,1980
Tom McMillen,C,ATL,1980
Jim Paxson,SG,POR,1980
Mike Gale,PG,SAS,1980
Mike Glenn,SG,NYK,1980
Richard Washington,PF,MIL,1980
Major Jones,PF,HOU,1980
Hollis Copeland,SF,NYK,1980
James Hardy,PF,UTA,1980
Mike Dunleavy,PG,HOU,1980
Johnny High,PG,PHO,1980
Gar Heard,PF,PHO,1980
Raymond Townsend,SG,GSW,1980
John Lambert,PF,CLE,1980
Nick Weatherspoon,SF,SDC,1980
Glen Gondrezick,SF,DEN,1980
Gus Gerard,SF,KCK,1980
Tom LaGarde,C,SEA,1980
Earl Monroe,SG,NYK,1980
Tom Henderson,PG,HOU,1980
Tom Abernethy,PF,GSW,1980
Jeff Cook,PF,PHO,1980
Jeff Judkins,SF,BOS,1980
Alvin Scott,SF,PHO,1980
Clint Richardson,SG,PHI,1980
Gary Garland,PG,DEN,1980
Roy Hamilton,PG,DET,1980
Wally Walker,SF,SEA,1980
Phil Chenier,SG,2TM,1980
Phil Chenier,SG,WSB,1980
Phil Chenier,SG,IND,1980
Robert Smith,PG,2TM,1980
Robert Smith,PG,UTA,1980
Robert Smith,PG,NJN,1980
Paul Dawkins,SF,UTA,1980
Paul Silas,PF,SEA,1980
James Bailey,PF,SEA,1980
Don Ford,SF,2TM,1980
Don Ford,SF,LAL,1980
Don Ford,SF,CLE,1980
Bob Elliott,PF,NJN,1980
Mack Calvin,PG,UTA,1980
Willie Smith,PG,CLE,1980
Ron Lee,PG,2TM,1980
Ron Lee,PG,ATL,1980
Ron Lee,PG,DET,1980
Lloyd Walton,PG,MIL,1980
Sly Williams,SF,NYK,1980
Len Elmore,C,KCK,1980
Sam Smith,SF,CHI,1980
Del Beshore,PG,CHI,1980
Ollie Mack,SG,2TM,1980
Ollie Mack,SG,LAL,1980
Ollie Mack,SG,CHI,1980
Harvey Catchings,C,MIL,1980
Stan Pietkiewicz,PG,SDC,1980
Dave Corzine,C,WSB,1980
Kim Hughes,C,DEN,1980
Geoff Huston,PG,NYK,1980
John Mengelt,SG,CHI,1980
Darnell Hillman,PF,GSW,1980
Jim Spanarkel,SG,PHI,1980
Jim Brewer,PF,POR,1980
Bill Walton,C,SDC,1980
Joel Kramer,C,PHO,1980
Mitch Kupchak,PF,WSB,1980
Billy Ray Bates,SG,POR,1980
Wiley Peck,SF,SAS,1980
Anthony Roberts,SF,DEN,1980
Bernard King,SF,UTA,1980
Eric Fernsten,PF,BOS,1980
Don Chaney,SG,BOS,1980
Bo Ellis,PF,DEN,1980
Mike Green,C,KCK,1980
Earl Evans,PF,DET,1980
Larry Steele,SF,POR,1980
Marlon Redmond,SG,KCK,1980
Kevin Kunnert,C,POR,1980
Jerome Whitehead,C,2TM,1980
Jerome Whitehead,C,SDC,1980
Jerome Whitehead,C,UTA,1980
Vinnie Johnson,SG,SEA,1980
John Brown,SF,2TM,1980
John Brown,SF,UTA,1980
John Brown,SF,ATL,1980
Sam Pellom,PF,ATL,1980
Brad Holland,SG,LAL,1980
Tom Burleson,C,KCK,1980
Marvin Webster,C,NYK,1980
Dennis Awtrey,C,CHI,1980
Earl Tatum,SG,CLE,1980
Brad Davis,PG,2TM,1980
Brad Davis,PG,IND,1980
Brad Davis,PG,UTA,1980
Irv Kiffin,SF,SAS,1980
Steve Malovic,PF,3TM,1980
Steve Malovic,PF,WSB,1980
Steve Malovic,PF,SDC,1980
Steve Malovic,PF,DET,1980
John Coughran,SF,GSW,1980
Phil Jackson,PF,NJN,1980
Marvin Barnes,PF,SDC,1980
Marty Byrnes,SF,LAL,1980
Lawrence Boston,PF,WSB,1980
John Gianelli,C,UTA,1980
Bernard Toone,PF,PHI,1980
Alonzo Bradley,SF,HOU,1980
Ralph Simpson,SG,NJN,1980
Sylvester Norris,C,SAS,1980
Gus Bailey,SG,WSB,1980
Bob Carrington,SG,SDC,1980
Rudy White,SG,HOU,1980
Tim Bassett,PF,2TM,1980
Tim Bassett,PF,NJN,1980
Tim Bassett,PF,SAS,1980
Ron Carter,SG,IND,1980
John Kuester,PG,IND,1980
Paul Mokeski,C,HOU,1980
Cheese Johnson,SF,GSW,1980
Jackie Robinson,SF,DET,1980
Ron Behagen,PF,WSB,1980
Butch Lee,PG,2TM,1980
Butch Lee,PG,CLE,1980
Butch Lee,PG,LAL,1980
Bubba Wilson,SG,GSW,1980
Arvid Kramer,C,DEN,1980
Andre Wakefield,SG,UTA,1980
Tony Zeno,SF,IND,1980
Harry Davis,SF,SAS,1980
Greg Deane,SG,UTA,1980
Walt Frazier,PG,CLE,1980
Corky Calhoun,SF,IND,1980
Rick Wilson,SG,ATL,1980
Terry Crosby,PG,KCK,1980
Carl Kilpatrick,C,UTA,1980
Roger Brown,C,CHI,1980
Al Skinner,SG,PHI,1980
John Olive,SF,SDC,1980
League Average,,,1980
