Player,Pos,Team,Season
Iman Shumpert,SG,2TM,2019
Iman Shumpert,SG,SAC,2019
Iman Shumpert,SG,HOU,2019
Robert Covington,SF,2TM,2019
Robert Covington,SF,PHI,2019
Robert Covington,SF,MIN,2019
Maurice Harkless,SF,POR,2019
Jonas Jerebko,PF,GSW,2019
Ante Žižić,C,CLE,2019
Mike Scott,PF,2TM,2019
Mike Scott,PF,LAC,2019
Mike Scott,PF,PHI,2019
George Hill,PG,2TM,2019
George Hill,PG,CLE,2019
George Hill,PG,MIL,2019
Wendell Carter Jr.,C,CHI,2019
Stanley Johnson,SF,2TM,2019
Stanley Johnson,SF,DET,2019
Stanley Johnson,SF,NOP,2019
Ersan İlyasova,PF,MIL,2019
Mike Muscala,PF,2TM,2019
Mike Muscala,PF,PHI,2019
Mike Muscala,PF,LAL,2019
Elfrid Payton,PG,NOP,2019
Tony Snell,SF,MIL,2019
Torrey Craig,SF,DEN,2019
Shelvin Mack,PG,2TM,2019
Shelvin Mack,PG,MEM,2019
Shelvin Mack,PG,CHO,2019
Devin Harris,PG,DAL,2019
James Johnson,PF,MIA,2019
Michael Kidd-Gilchrist,PF,CHO,2019
Royce O'Neale,SF,UTA,2019
Rajon Rondo,PG,LAL,2019
Jakob Poeltl,C,SAS,2019
Derrick Jones Jr.,SF,MIA,2019
Boban Marjanović,C,2TM,2019
Boban Marjanović,C,LAC,2019
Boban Marjanović,C,PHI,2019
Pat Connaughton,SG,MIL,2019
Willy Hernangómez,C,CHO,2019
Yogi Ferrell,PG,SAC,2019
Antonio Blakeney,SG,CHI,2019
J.J. Barea,PG,DAL,2019
Allen Crabbe,SG,BRK,2019
Harry Giles,PF,SAC,2019
Juancho Hernangómez,PF,DEN,2019
Frank Kaminsky,C,CHO,2019
Ian Clark,SG,NOP,2019
Nik Stauskas,SG,2TM,2019
Nik Stauskas,SG,POR,2019
Nik Stauskas,SG,CLE,2019
Andre Iguodala,SF,GSW,2019
James Ennis III,SF,2TM,2019
James Ennis III,SF,HOU,2019
James Ennis III,SF,PHI,2019
Cheick Diallo,PF,NOP,2019
Kenneth Faried,C,2TM,2019
Kenneth Faried,C,BRK,2019
Kenneth Faried,C,HOU,2019
Nerlens Noel,C,OKC,2019
Kevin Love,PF,CLE,2019
Daniel Theis,C,BOS,2019
Dirk Nowitzki,PF,DAL,2019
Sterling Brown,SG,MIL,2019
Danuel House Jr.,SF,HOU,2019
Jonathon Simmons,SF,2TM,2019
Jonathon Simmons,SG,ORL,2019
Jonathon Simmons,SF,PHI,2019
Meyers Leonard,C,POR,2019
Kyle Anderson,SF,MEM,2019
Wes Iwundu,SF,ORL,2019
C.J. Miles,SF,2TM,2019
C.J. Miles,SF,TOR,2019
C.J. Miles,SF,MEM,2019
Alfonzo McKinnie,SF,GSW,2019
David Nwaba,SF,CLE,2019
Anthony Tolliver,PF,MIN,2019
Thon Maker,PF,2TM,2019
Thon Maker,C,MIL,2019
Thon Maker,PF,DET,2019
Luke Kornet,C,NYK,2019
Bruce Brown,SG,DET,2019
Troy Daniels,SG,PHO,2019
Dwayne Bacon,SG,CHO,2019
Tim Frazier,PG,2TM,2019
Tim Frazier,PG,NOP,2019
Tim Frazier,PG,MIL,2019
Wilson Chandler,SF,2TM,2019
Wilson Chandler,PF,PHI,2019
Wilson Chandler,SF,LAC,2019
Elie Okobo,PG,PHO,2019
Joakim Noah,C,MEM,2019
Tyler Dorsey,SG,2TM,2019
Tyler Dorsey,SG,ATL,2019
Tyler Dorsey,SG,MEM,2019
Aaron Holiday,PG,IND,2019
Mo Bamba,C,ORL,2019
Danté Exum,PG,UTA,2019
Jared Dudley,PF,BRK,2019
Sam Dekker,PF,2TM,2019
Sam Dekker,PF,CLE,2019
Sam Dekker,PF,WAS,2019
Aron Baynes,C,BOS,2019
Ivan Rabb,PF,MEM,2019
Bruno Caboclo,PF,MEM,2019
Matthew Dellavedova,PG,2TM,2019
Matthew Dellavedova,PG,MIL,2019
Matthew Dellavedova,PG,CLE,2019
D.J. Wilson,PF,MIL,2019
Furkan Korkmaz,SG,PHI,2019
Kenrich Williams,SF,NOP,2019
Omari Spellman,PF,ATL,2019
Chasson Randle,PG,WAS,2019
Zaza Pachulia,C,DET,2019
Brandon Knight,PG,2TM,2019
Brandon Knight,PG,HOU,2019
Brandon Knight,PG,CLE,2019
Shaun Livingston,PG,GSW,2019
Jerian Grant,PG,ORL,2019
De'Anthony Melton,PG,PHO,2019
Cameron Payne,PG,2TM,2019
Cameron Payne,PG,CHI,2019
Cameron Payne,PG,CLE,2019
Troy Brown Jr.,SF,WAS,2019
Frank Ntilikina,PG,NYK,2019
Abdel Nader,SF,OKC,2019
Khem Birch,C,ORL,2019
Cristiano Felício,C,CHI,2019
Bismack Biyombo,C,CHO,2019
Georges Niang,PF,UTA,2019
Marcin Gortat,C,LAC,2019
Timothé Luwawu-Cabarrot,SF,2TM,2019
Timothé Luwawu-Cabarrot,SF,OKC,2019
Timothé Luwawu-Cabarrot,SF,CHI,2019
Dragan Bender,PF,PHO,2019
Greg Monroe,C,3TM,2019
Greg Monroe,C,TOR,2019
Greg Monroe,C,BOS,2019
Greg Monroe,C,PHI,2019
Alex Caruso,PG,LAL,2019
Chandler Hutchison,SF,CHI,2019
Patrick Patterson,PF,OKC,2019
Omri Casspi,SF,MEM,2019
T.J. Leaf,PF,IND,2019
Jordan Bell,C,GSW,2019
Tyrone Wallace,PG,LAC,2019
Devonte' Graham,PG,CHO,2019
Grayson Allen,SG,UTA,2019
Jerryd Bayless,PG,MIN,2019
Jonah Bolden,PF,PHI,2019
Moritz Wagner,C,LAL,2019
Lance Thomas,PF,NYK,2019
Amir Johnson,C,PHI,2019
Glenn Robinson III,SF,DET,2019
Raul Neto,PG,UTA,2019
Frank Mason III,PG,SAC,2019
Dante Cunningham,PF,SAS,2019
Solomon Hill,SF,NOP,2019
MarShon Brooks,SG,MEM,2019
Hamidou Diallo,SG,OKC,2019
Thabo Sefolosha,SF,UTA,2019
Kadeem Allen,PG,NYK,2019
Chandler Parsons,SF,MEM,2019
Semi Ojeleye,PF,BOS,2019
Treveon Graham,SG,BRK,2019
Marquese Chriss,PF,2TM,2019
Marquese Chriss,PF,HOU,2019
Marquese Chriss,PF,CLE,2019
Michael Beasley,PF,LAL,2019
Isaiah Canaan,PG,3TM,2019
Isaiah Canaan,PG,PHO,2019
Isaiah Canaan,PG,MIN,2019
Isaiah Canaan,PG,MIL,2019
Justin Anderson,SF,ATL,2019
Tyson Chandler,C,2TM,2019
Tyson Chandler,C,PHO,2019
Tyson Chandler,C,LAL,2019
Jevon Carter,PG,MEM,2019
Christian Wood,PF,2TM,2019
Christian Wood,PF,MIL,2019
Christian Wood,PF,NOP,2019
Ryan Broekhoff,SG,DAL,2019
Álex Abrines,SG,OKC,2019
Jordan McRae,SG,WAS,2019
Damion Lee,SG,GSW,2019
Luol Deng,SF,MIN,2019
Johnathan Williams,C,LAL,2019
Kosta Koufos,C,SAC,2019
Jon Leuer,PF,DET,2019
Kyle O'Quinn,C,IND,2019
Markelle Fultz,SG,PHI,2019
Keita Bates-Diop,SF,MIN,2019
Nenê,C,HOU,2019
Corey Brewer,SF,2TM,2019
Corey Brewer,SF,PHI,2019
Corey Brewer,SF,SAC,2019
Gary Clark,PF,HOU,2019
Raymond Felton,PG,OKC,2019
Salah Mejri,C,DAL,2019
Brad Wanamaker,PG,BOS,2019
Ian Mahinmi,C,WAS,2019
Isaiah Briscoe,PG,ORL,2019
Courtney Lee,SG,2TM,2019
Courtney Lee,SG,NYK,2019
Courtney Lee,SG,DAL,2019
Dillon Brooks,SF,MEM,2019
Carmelo Anthony,PF,HOU,2019
Michael Carter-Williams,PG,2TM,2019
Michael Carter-Williams,PG,HOU,2019
Michael Carter-Williams,PG,ORL,2019
Svi Mykhailiuk,SF,2TM,2019
Svi Mykhailiuk,SF,LAL,2019
Svi Mykhailiuk,SF,DET,2019
Donte DiVincenzo,SG,MIL,2019
Damian Jones,C,GSW,2019
Channing Frye,C,CLE,2019
Wesley Johnson,SF,2TM,2019
Wesley Johnson,SF,NOP,2019
Wesley Johnson,SF,WAS,2019
John Jenkins,SG,2TM,2019
John Jenkins,SG,WAS,2019
John Jenkins,SG,NYK,2019
Ekpe Udoh,C,UTA,2019
Pau Gasol,C,2TM,2019
Pau Gasol,C,SAS,2019
Pau Gasol,C,MIL,2019
Dwight Howard,C,WAS,2019
Jarell Martin,PF,ORL,2019
Jaron Blossomgame,SF,CLE,2019
Henry Ellenson,PF,2TM,2019
Henry Ellenson,PF,DET,2019
Henry Ellenson,PF,NYK,2019
José Calderón,PG,DET,2019
Jerome Robinson,SG,LAC,2019
Troy Williams,SF,SAC,2019
Jaylen Adams,PG,ATL,2019
Alex Poythress,PF,ATL,2019
Johnathan Motley,PF,LAC,2019
Quincy Pondexter,SF,SAS,2019
Isaiah Thomas,SG,DEN,2019
Cameron Reynolds,SG,MIN,2019
Guerschon Yabusele,PF,BOS,2019
Chris Boucher,PF,TOR,2019
Shake Milton,SG,PHI,2019
Walt Lemon Jr.,PG,CHI,2019
Deonte Burton,SG,OKC,2019
Jalen Jones,SF,CLE,2019
Theo Pinson,SG,BRK,2019
Robert Williams,C,BOS,2019
Miles Plumlee,C,ATL,2019
JaKarr Sampson,SF,CHI,2019
John Henson,C,MIL,2019
Ben McLemore,SG,SAC,2019
Anfernee Simons,SG,POR,2019
J.R. Smith,SG,CLE,2019
Patrick McCaw,SG,2TM,2019
Patrick McCaw,SG,CLE,2019
Patrick McCaw,SG,TOR,2019
Brandon Sampson,SG,CHI,2019
Skal Labissière,PF,2TM,2019
Skal Labissière,PF,SAC,2019
Skal Labissière,PF,POR,2019
Edmond Sumner,PG,IND,2019
Jason Smith,C,3TM,2019
Jason Smith,C,WAS,2019
Jason Smith,PF,MIL,2019
Jason Smith,C,NOP,2019
Ryan Anderson,PF,2TM,2019
Ryan Anderson,PF,PHO,2019
Ryan Anderson,PF,MIA,2019
Sindarius Thornwell,SG,LAC,2019
Khyri Thomas,SG,DET,2019
Daniel Hamilton,SG,ATL,2019
Lorenzo Brown,PG,TOR,2019
Ray Spalding,PF,2TM,2019
Ray Spalding,PF,DAL,2019
Ray Spalding,PF,PHO,2019
Andrew Harrison,PG,3TM,2019
Andrew Harrison,PG,MEM,2019
Andrew Harrison,PG,CLE,2019
Andrew Harrison,PG,NOP,2019
Isaiah Hartenstein,PF,HOU,2019
Jodie Meeks,SG,TOR,2019
Chimezie Metu,PF,SAS,2019
Duncan Robinson,SF,MIA,2019
Miloš Teodosić,PG,LAC,2019
Devin Robinson,SF,WAS,2019
Marcus Derrickson,PF,GSW,2019
Tyler Zeller,C,2TM,2019
Tyler Zeller,C,ATL,2019
Tyler Zeller,C,MEM,2019
Lonnie Walker IV,SG,SAS,2019
Caleb Swanigan,PF,2TM,2019
Caleb Swanigan,PF,POR,2019
Caleb Swanigan,PF,SAC,2019
Drew Eubanks,PF,SAS,2019
Jacob Evans,SG,GSW,2019
Zhaire Smith,SG,PHI,2019
Gary Trent Jr.,SG,POR,2019
Julian Washburn,SF,MEM,2019
Andrew Bogut,C,GSW,2019
Bonzie Colson,SF,MIL,2019
Yuta Watanabe,SF,MEM,2019
C.J. Williams,SG,MIN,2019
Rawle Alkins,SG,CHI,2019
Deyonta Davis,C,ATL,2019
James Nunnally,SF,2TM,2019
James Nunnally,SF,MIN,2019
James Nunnally,SF,HOU,2019
Malcolm Miller,SF,TOR,2019
Dairis Bertāns,SG,NOP,2019
Deng Adel,SF,CLE,2019
Jared Terrell,SG,MIN,2019
Wade Baldwin,PG,POR,2019
Malachi Richardson,SG,TOR,2019
Jordan Loyd,PG,TOR,2019
Daryl Macon,SG,DAL,2019
Amile Jefferson,PF,ORL,2019
Jemerrio Jones,SF,LAL,2019
Billy Garrett,SG,NYK,2019
Udonis Haslem,C,MIA,2019
Jarred Vanderbilt,PF,DEN,2019
Brandon Goodwin,PG,DEN,2019
Tyler Lydon,PF,DEN,2019
B.J. Johnson,SF,2TM,2019
B.J. Johnson,SF,ATL,2019
B.J. Johnson,SF,SAC,2019
Jimmer Fredette,SG,PHO,2019
Demetrius Jackson,PG,PHI,2019
Mitch Creek,SF,2TM,2019
Mitch Creek,SF,BRK,2019
Mitch Creek,SF,MIN,2019
Luc Mbah a Moute,PF,LAC,2019
Isaac Bonga,PG,LAL,2019
PJ Dozier,SG,BOS,2019
Džanan Musa,SG,BRK,2019
Thomas Welsh,C,DEN,2019
Alan Williams,PF,BRK,2019
Quincy Acy,PF,PHO,2019
Tony Bradley,C,UTA,2019
R.J. Hunter,SG,BOS,2019
Naz Mitrou-Long,SG,UTA,2019
Melvin Frazier,SG,ORL,2019
Isaac Humphries,C,ATL,2019
Ron Baker,SG,2TM,2019
Ron Baker,SG,NYK,2019
Ron Baker,SG,WAS,2019
Alize Johnson,PF,IND,2019
Isaiah Hicks,PF,NYK,2019
Davon Reed,SG,IND,2019
Gary Payton II,PG,WAS,2019
Troy Caupain,PG,ORL,2019
Scott Machado,PG,LAL,2019
Jaylen Morris,SG,MIL,2019
Emanuel Terry,PF,2TM,2019
Emanuel Terry,PF,PHO,2019
Emanuel Terry,PF,MIA,2019
Tyler Cavanaugh,PF,UTA,2019
Haywood Highsmith,SF,PHI,2019
Nick Young,SG,DEN,2019
Dusty Hannahs,SG,MEM,2019
DeVaughn Akoon-Purcell,SG,DEN,2019
Eric Moreland,PF,2TM,2019
Eric Moreland,PF,PHO,2019
Eric Moreland,PF,TOR,2019
Chris Chiozza,PG,HOU,2019
Jawun Evans,PG,2TM,2019
Jawun Evans,PG,PHO,2019
Jawun Evans,PG,OKC,2019
J.P. Macura,SG,CHO,2019
Donatas Motiejūnas,PF,SAS,2019
Trevon Duval,PG,MIL,2019
Justin Patton,C,PHI,2019
Tahjere McCall,SG,BRK,2019
Ángel Delgado,C,LAC,2019
Vince Edwards,SF,HOU,2019
Jordan Sibert,SG,ATL,2019
Kostas Antetokounmpo,PF,DAL,2019
Joe Chealey,PG,CHO,2019
Terrence Jones,PF,HOU,2019
Kalin Lucas,PG,DET,2019
Yante Maten,PF,MIA,2019
Zhou Qi,PF,HOU,2019
D.J. Stephens,SG,MEM,2019
Ike Anigbogu,C,IND,2019
Tyler Davis,C,OKC,2019
Donte Grantham,SF,OKC,2019
John Holland,SF,CLE,2019
Andre Ingram,SG,LAL,2019
George King,SF,PHO,2019
Zach Lofton,SG,DET,2019
Kobi Simmons,PG,CLE,2019
Tyler Ulis,PG,CHI,2019
Okaro White,PF,WAS,2019
League Average,,,2019
